record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
367,28888152,Altered functional connectivity to stressful stimuli in prenatally cocaine-exposed adolescents.,2017,Drug and alcohol dependence,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,indirect,0.7,Prenatal cocaine exposure (PCE) is linked to addiction and obesity vulnerability. Neural responses to stressful and appetitive cues in adolescents with PCE versus those without have been differentially linked to substance-use initiation.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence mentions a group difference but not a phenotype-feature association, and it does not support the extracted claim directly.",
368,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,unknown,functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype is unknown, but the feature type is functional connectivity, which matches the extracted claim. The relationship is associated with, which is also supported.",
369,31362183,Oxytocin modulates alcohol-cue induced functional connectivity in the nucleus accumbens of social drinkers.,2019,Psychoneuroendocrinology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,attenuates,direct,0.8,"Oxytocin application significantly reduced NAc connectivity with the cuneus and thalamo-occipital connectivity, while enhancing connectivity between the paracingulate gyrus and precentral gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreases,"The sentence partially supports the claim, but the direction is unclear and the directness is not fully supported as it does not name both phenotype and feature. The corrected phenotype and feature type are already provided in the claim, and the corrected direction can be inferred as the oxytocin application reduces connectivity.",
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,decreased response inhibition,direct,0.7,Functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim with a clear association between functional connectivity and attitudes of anger and aggression, which is related to impulsivity.",
371,25073506,"Cortical thinning, functional connectivity, and mood-related impulsivity in schizophrenia: relationship to aggressive attitudes and behavior.",2014,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),schizophrenia,associated_with,unclear,,unclear,0.8,"Urgency scores correlated with reduced cortical thickness in ventral prefrontal regions including the right frontal pole, the medial and lateral orbitofrontal gyrus and inferior frontal gyri, and the rostral anterior cingulate cortex. In patients, reduced resting-state functional connectivity in some of these regions was associated with higher urgency.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated with,"The sentence clearly supports the claim by stating a correlation between urgency scores and reduced cortical thickness, and also mentions reduced resting-state functional connectivity in some regions associated with higher urgency.",
372,24367675,Increased functional connectivity between prefrontal cortex and reward system in pathological gambling.,2013,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,nonplanning impulsivity,pathological gambling,associated_with,higher,unclear,direct,0.8,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness,",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence directly supports the claim by mentioning a specific brain region (right middle frontal gyrus) and its increased connectivity to another region (right striatum) in PG patients compared to controls, which is also correlated with nonplanning impulsivity.",
373,40032530,Cocaine Self-Administration Increases Impulsive Decision-Making in Low-Impulsive Rats Associated with Impaired Functional Connectivity in the Mesocorticolimbic System.,2025,eNeuro,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,reduced functional connectivity and DA receptor expression,direct,0.8,"Chronic cocaine SA selectively increased impulsive choice in low-impulsive rats. Resting-state fMRI analysis revealed a negative correlation between impulsivity and functional connectivity between the midbrain and frontal cortex, as well as between the thalamus and frontal cortex in low-impulsive rats.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negative,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated.",
374,39419186,Alternations voxel-wise interhemispheric and intrahemipheric functional connectivity dynamics in internet gaming disorder.,2025,Journal of affective disorders,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.8,Individuals with internet gaming disorder (IGDs) have aberrant functional connection patterns between multiple brain regions and networks.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'impulsivity (general)' is mentioned, but the feature type 'functional connectivity' is not explicitly stated as being aberrant. The direction is unclear, and the directness is not fully supported as the sentence does not name both phenotype and feature.",
375,34469847,Sex-specific frontal-striatal connectivity differences among adolescents with externalizing disorders.,2021,NeuroImage. Clinical,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),externalizing disorders,associated_with,unclear,,direct,0.8,The findings provide evidence supporting sex differences in both ventral striatal-ventromedial prefrontal and medial-lateral prefrontal functional networks in youth with externalizing disorders.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are not explicitly stated. The phenotype and feature are supported, but need to be corrected to match the extracted claim.",
376,36662797,The continuum of attention dysfunction: Evidence from dynamic functional network connectivity analysis in neurotypical adolescents.,2023,PloS one,impulsivity fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,We found that dynamic FNC analysis detects significant differences in large-scale neural connectivity as a function of individual differences in attention and impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),dynamic connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but need to be corrected to match the extracted claim.",
377,30054871,Internet gaming disorder: deficits in functional and structural connectivity in the ventral tegmental area-Accumbens pathway.,2019,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.8,Both the NAc and medial orbitofrontal cortex (mOFC) showed lower RSFC with VTA in IGD subjects compared with controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and lower functional connectivity in the VTA-NAc pathway in IGD subjects compared to controls.",
378,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.6,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (affect-related),functional connectivity,positive,"The sentence partially supports the claim, but the phenotype and feature need to be corrected to be more specific. The direction is unclear in the sentence, but based on the corrected phenotype, the direction is likely positive.",
379,34262129,Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.,2021,Communications biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,unclear,direct,0.8,IGD relative to RGU subjects showed higher dorsal-striatum-to-MFG functional connectivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the claim by stating a higher functional connectivity between dorsal-striatum and MFG in IGD subjects compared to RGU subjects.,
380,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"In principle, intertemporal choice in the delay-discounting task-a validated measure of choice impulsivity-involves reward-associated actions that require the recruitment of the dorsal striatum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim by mentioning the phenotype (impulsivity) and relationship (associated with), but it does not specify the feature type (functional connectivity) and direction. The sentence also does not directly support the directness of the relationship.",
381,41667050,Task-based functional connectivity in internet gaming disorder: A systematic review.,2026,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,unclear,direct,0.8,"During reward responsiveness tasks, IGD individuals demonstrated a pattern of increased FC of reward network regions.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the phenotype and feature, but does not name the brain system, which is required for directness. The direction is also supported, but the sentence does not explicitly state the relationship, which is assumed to be 'associated_with' based on the context.",
382,25553620,A selective involvement of putamen functional connectivity in youth with internet gaming disorder.,2015,Brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.7,Adolescents with internet gaming disorder showed significantly reduced dorsal putamen functional connectivity with the posterior insula-parietal operculum.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,reduced,"The sentence directly states that adolescents with internet gaming disorder have reduced functional connectivity, which is a direct association between a phenotype (impulsivity) and a feature (functional connectivity). The direction is also supported as reduced.",
383,34861396,Individual differences in (dis)honesty are represented in the brain's functional connectivity at rest.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"Functional connectivity, especially between brain networks linked to self-referential thinking (vmPFC, temporal poles, and PCC) and reward processing (caudate nucleus), reliably correlates with participants' propensity to cheat.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positively,"The sentence clearly supports the extracted claim, mentioning a direct relationship between impulsivity (general) and functional connectivity, specifically in brain networks linked to self-referential thinking and reward processing.",
384,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the association between impulsivity (general) and higher functional connectivity in the risk-taking group.,
385,40991106,Functional connectome fingerprinting related to BMI and its association with impulsivity.,2025,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Notably, these rsFC fingerprintings significantly accounted for scores on the delay discounting task.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence supports the phenotype and feature, but the direction is unclear. The relationship is also supported, but the directness is unclear. The corrected phenotype, feature type, and direction are provided.",
386,32214339,Alcohol effects on globus pallidus connectivity: Role of impulsivity and binge drinking.,2020,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,alcohol-induced changes,unclear,0.7,"We found that individuals with greater number of drinks or heavy drinking days in the recent past had greater alcohol-induced deficits in GPe connectivity, particularly to the striatum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,The sentence clearly supports the claim by stating a relationship between alcohol-induced changes and a specific feature of functional connectivity in individuals with greater number of drinks or heavy drinking days.,
387,27975158,Compensatory increase of functional connectivity density in adolescents with internet gaming disorder.,2017,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,internet gaming disorder,associated_with,higher,compensatory,direct,0.8,Individuals with IGD presented abnormalities in brain structures and functions including resting-state functional connectivity (rsFC) disturbance.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention a specific phenotype or feature, and does not support the relationship or direction claimed.",
388,41067444,Altered functional connectivity of reward circuits in adolescents with addictive nonsuicidal self-injury.,2025,Brain research bulletin,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),adolescents with addictive nonsuicidal self-injury,associated_with,unclear,,unclear,0.7,"The purpose of this study is to explore the alterations in resting-state functional connectivity (rs-FC) between regions of the reward circuits and the whole brain, and to elucidate the link between these rs-FC alterations and clinical characteristics among NSSI adolescents with addictive features.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are mentioned, but the relationship is not explicitly stated. The corrected phenotype and feature type are based on the extracted claim.",
389,25445475,Decreased functional connectivity in an executive control network is related to impaired executive function in Internet gaming disorder.,2015,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.8,IGD subjects show lower functional connectivity in ECNs than do HC participants during resting state,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by stating a specific phenotype (impulsivity), feature (functional connectivity), relationship (associated with), direction (lower), and directness (direct).",
390,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,keep,yes,no,no,no,no,no,impulsivity (general),,,"The sentence supports the phenotype but does not provide information about the feature, relationship, direction, or directness.",
391,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,Changes in functional connectivity measured using resting state fMRI within the basal ganglia network (BGN) have been observed in pathologies with altered neurotransmitter systems and conditions involving motor control and dopaminergic processes.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not support the claim because it does not mention impulsivity or any other phenotype, and it does not mention functional connectivity in the context of the basal ganglia network in healthy aging.",
392,32361415,Impulsivity Relates to Relative Preservation of Mesolimbic Connectivity in Patients with Parkinson Disease.,2020,NeuroImage. Clinical,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson Disease,associated_with,higher,unclear,direct,0.8,There is greater probability of connectivity between the SN and limbic network targets relative to motor and associative network targets in PD patients with recent history of severe impulsivity as compared to PD patients without impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and higher functional connectivity in PD patients.",
393,33813866,Aberrant Salient and Corticolimbic Connectivity in Hypersexual Parkinson's Disease.,2021,Brain connectivity,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease with hypersexuality,associated_with,unclear,enhanced salience network activity and corticolimbic disconnections,direct,0.8,Enhanced salience network (SN) activity represented by a significant rise in the right inferior frontal gyrus was found in PD+HS compared with PD-HS.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence directly supports the association between impulsivity (general) and enhanced salience network activity, which is a type of functional connectivity. The direction of the association is implied to be increased, as the sentence mentions a 'significant rise'.",
394,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,direct,0.8,Subjects with IGD exhibited decreased FC between the left dorsal putamen and left medial prefrontal cortex (mPFC) compared with controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence directly states a decrease in functional connectivity between two brain regions, which is a direct association with the phenotype of impulsivity (general).",
395,40043540,A brief review of MRI studies in patients with attention-deficit/hyperactivity disorder and future perspectives.,2025,Brain & development,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,,indirect,0.7,"rs-fMRI research has shown altered connectivity patterns within and between key brain networks, including the default mode, fronto-parietal, and salience networks.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim by mentioning altered connectivity patterns, but it does not specify the phenotype-feature association or the direction of the relationship. The corrected fields are based on the extracted claim.",
396,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,unclear,,direct,0.8,Increased within-network connectivity through central and left DMN was associated with increased memory performance.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,memory performance,within-network connectivity,positive,The sentence clearly supports the claim by stating a direct relationship between a specific phenotype (memory performance) and a feature (within-network connectivity) in a specific brain system (DMN).,
397,37753565,The role of the cerebellum in internet gaming disorder-A systematic review.,2023,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,unclear,unclear,0.7,"Studies have further indicated that differential activation patterns in the cerebellum may enable discrimination between healthy subjects and subjects with IGD, even allowing for prediction of treatment outcomes.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the feature type is not explicitly mentioned as 'functional connectivity'. The direction is also unclear.",
398,38594324,From compulsivity to compulsion: the neural basis of compulsive disorders.,2024,Nature reviews. Neuroscience,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Several main elements of this circuitry are identified, focused on fronto-striatal systems implicated in goal-directed behaviour and habits.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention functional connectivity or any other feature type.",
399,31691415,Risk proneness modulates the impact of impulsivity on brain functional connectivity.,2020,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,unclear,indirect,0.7,"The associations of impulsivity- and sensation seeking-related traits with the between and within coupling of seven major brain functional networks, estimated from electroencefalograma (EEG) recordings, differ according to whether an individual is risk prone or not.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),EEG connectivity,unclear,"The sentence partially supports the claim, but the direction is unclear and should be revised to accurately reflect the extracted direction.",
400,12359667,Drug addiction and its underlying neurobiological basis: neuroimaging evidence for the involvement of the frontal cortex.,2002,The American journal of psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"The orbitofrontal cortex and the anterior cingulate gyrus, which are regions neuroanatomically connected with limbic structures, are the frontal cortical areas most frequently implicated in drug addiction.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention a phenotype-feature association, and it does not support the extracted claim.",
401,24815984,"EEG functional connectivity, axon delays and white matter disease.",2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,impulsivity neuroimaging functional connectivity,unknown,EEG connectivity,unknown,unknown,associated_with,unclear,axon conduction speed and myelin control,background,0.6,"Myelin controls axon speed, and the synchrony of impulse traffic between distant cortical regions appears to be critical for optimal mental performance and learning.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,mental performance and learning,EEG connectivity,positive,"The sentence partially supports the claim by mentioning a relationship between myelin and axon speed, which is related to EEG connectivity. However, the phenotype and direction are not explicitly stated. The corrected phenotype is 'mental performance and learning', which is implied by the sentence. The corrected feature type is 'EEG connectivity', which is related to the sentence. The corrected direction is 'positive', as the sentence implies that myelin is beneficial for optimal mental performance and learning.",
402,30885789,Whole-brain functional connectivity during script-driven aggression in borderline personality disorder.,2019,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,higher,unclear,direct,1.0,We identified a large network showing a significantly stronger increase in connectivity from baseline to the aggression phase in female patients with BPD compared to healthy women.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised. The sentence does not explicitly state the direction as 'higher', but it implies it. The directness is also not explicitly stated, but it can be inferred that the sentence is referring to a direct association between impulsivity and functional connectivity.",
403,30652907,Functional and structural neuroimaging studies of delayed reward discounting in addiction: A systematic review.,2019,Psychological bulletin,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),addictive behavior,associated_with,unclear,,unclear,0.7,There was substantial evidence of greater neural activity in the executive control network during choices for larger-delayed rewards (delayed gratification) relative to choices for smaller-immediate rewards (immediate gratification),yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,greater,The sentence clearly supports the claim by stating a specific association between impulsivity (general) and functional connectivity in the executive control network.,
404,39378092,Adolescent alcohol consumption predicted by differences in electrophysiological functional connectivity and neuroanatomy.,2024,Proceedings of the National Academy of Sciences of the United States of America,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,unknown,unknown,predicts,higher,,direct,0.8,"Alcohol consumption during adolescence has been associated with neuroanatomical abnormalities and the appearance of future disorders. However, the latest advances in this field point to the existence of risk profiles which may lead to some individuals into an early consumption. To date, some studies have established predictive models of consumption based on sociodemographic, behavioral, and anatomical-functional variables using MRI. However, the neuroimaging variables employed are usually restricted to local and hemodynamic phenomena. Given the potential of connectome approaches, and the high temporal dynamics of electrophysiology, we decided to explore the relationship between future alcohol consumption and electrophysiological connectivity measured by MEG in a cohort of 83 individuals aged 14 to 16.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,alcohol consumption during adolescence,electrophysiological functional connectivity,null,"The sentence partially supports the claim as it mentions the relationship between alcohol consumption and electrophysiological functional connectivity, but the direction and directness are not explicitly stated. The phenotype is supported as 'alcohol consumption during adolescence' can be inferred from the sentence. The feature type is supported as 'electrophysiological functional connectivity' is mentioned. The relationship is supported as 'predicts' can be inferred from the context. However, the direction is not supported as it is not explicitly stated. The directness is not supported as it is not explicitly stated. The corrected phenotype and feature type are provided based on the information in the sentence.",
405,23451272,Decreased functional brain connectivity in adolescents with internet addiction.,2013,PloS one,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet addiction,associated_with,lower,,direct,1.0,Adolescents with internet addiction showed reduced functional connectivity spanning a distributed network.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that adolescents with internet addiction have reduced functional connectivity, which matches the extracted claim.",
406,38852751,Multimodal neuroimaging fusion unravel structural-functional-neurotransmitter change in Parkinson's disease with impulse control disorders.,2024,Neurobiology of disease,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,unclear,0.7,PD-ICD patients showed decreased FC between interhemispheric OFG.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence directly states a relationship between impulsivity and functional connectivity in Parkinson's disease patients, with a clear direction of decreased functional connectivity.",
407,35041909,Brain functional connectivity during and after imagery of gaming and alternative leisure activities in patients with internet gaming disorder.,2022,Neuroscience letters,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,unclear,0.7,The effect of imagery tasks on brain connectivity has not been investigated in patients with internet gaming disorder.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,The sentence does not support the claim as it does not provide any information about the relationship between impulsivity and functional connectivity in patients with internet gaming disorder.,
408,38000138,The functional connectivity between right parahippocampal gyrus and precuneus underlying the association between reward sensitivity and procrastination.,2024,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,1.0,The RSFC result found reward sensitivity was negatively associated with the functional connectivity of the right parahippocampal gyrus-precuneus.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negatively associated,"The sentence clearly supports the extracted claim, mentioning a direct association between reward sensitivity and the functional connectivity of the right parahippocampal gyrus-precuneus, which is a specific brain region. The direction of the association is also clearly stated as negative.",
