pmid,raw_response,parse_error
39284401,"{
  ""kb_record"": {
    ""source"": ""Biological psychiatry"",
    ""source_id"": ""PMID: 39284401"",
    ""query"": ""attentional impulsivity functional connectivity"",
    ""title"": ""Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response."",
    ""year"": 2025,
    ""journal"": ""Biological psychiatry"",
    ""brain_system"": ""dorsolateral prefrontal cortex, presupplementary motor area, bilateral amygdala, precuneus, insula"",
    ""feature_type"": ""activation, connectivity"",
    ""phenotype"": ""obsessive-compulsive disorder"",
    ""diagnostic_context"": ""repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy"",
    ""relationship"": ""task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity predict treatment response"",
    ""direction"": ""positive correlation"",
    ""mechanism"": ""task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity during planning and inhibition-related processes are associated with clinical response for specific rTMS conditions in OCD"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement."",
    ""citation_id"": ""39284401"",
    ""extraction_model"": ""Qwen"",
    ""extraction_confidence"": 0.95
  },
  ""self_verification"": {
    ""support_score"": 0.9,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract clearly states that task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity are associated with clinical response for specific rTMS conditions in OCD, which aligns with the query and the extracted evidence.""
  }
}",
39756804,"{
    ""kb_record"": {
        ""source"": ""Acta psychiatrica Scandinavica"",
        ""source_id"": ""39756804"",
        ""query"": ""Barratt Impulsiveness Scale resting-state fMRI"",
        ""title"": ""Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts."",
        ""year"": 2025,
        ""journal"": ""Acta psychiatrica Scandinavica"",
        ""brain_system"": ""prefrontal cortex"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""trait impulsivity"",
        ""diagnostic_context"": ""bipolar disorder with or without a history of suicide attempts"",
        ""relationship"": ""association"",
        ""direction"": ""reduced"",
        ""mechanism"": ""specific PFC-based FC alterations"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.""
    },
    ""self_verification"": {
        ""support_score"": 0.85,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between reduced functional connectivity in the prefrontal cortex and trait impulsivity in bipolar disorder patients with a history of suicide attempts.""
    }
}",
37058964,"{
  ""kb_record"": {
    ""source"": ""Accident; analysis and prevention"",
    ""source_id"": ""37058964"",
    ""query"": ""trait impulsivity functional connectivity"",
    ""title"": ""Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran."",
    ""year"": 2023,
    ""journal"": ""Accident; analysis and prevention"",
    ""brain_system"": null,
    ""feature_type"": null,
    ""phenotype"": ""risky driving"",
    ""diagnostic_context"": null,
    ""relationship"": ""mediation"",
    ""direction"": ""impulsivity -> regulatory processes -> risky driving"",
    ""mechanism"": ""executive functions, reflective functioning, and driving self-regulation"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors. Executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors.""
  },
  ""self_verification"": {
    ""support_score"": 0.8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract provides clear evidence that regulatory processes (such as executive functions and driving self-regulation) mediate the relationship between impulsivity and risky driving, which aligns with the query about trait impulsivity functional connectivity.""
  }
}",
19758706,"{
  ""kb_record"": {
    ""source"": ""Psychiatry research"",
    ""source_id"": ""PMID: 19758706"",
    ""query"": ""Barratt Impulsiveness Scale neuroimaging"",
    ""title"": ""Are self-injurers impulsive?: Results from two behavioral laboratory studies."",
    ""year"": 2009,
    ""journal"": ""Psychiatry research"",
    ""brain_system"": null,
    ""feature_type"": null,
    ""phenotype"": ""impulsiveness"",
    ""diagnostic_context"": ""non-suicidal self-injury (NSSI)"",
    ""relationship"": ""association"",
    ""direction"": ""positive"",
    ""mechanism"": null,
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting."",
    ""citation_id"": ""19758706"",
    ""extraction_model"": ""Qwen"",
    ""extraction_confidence"": 0.95
  },
  ""self_verification"": {
    ""support_score"": 0.85,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""rationale"": ""The sentence supports the presence of impulsiveness in self-injurers as measured by the Barratt Impulsiveness Scale-11, but does not provide direct evidence of neuroimaging or performance-based measures.""
  }
}",
29277650,"{
    ""kb_record"": {
        ""source"": ""NeuroImage"",
        ""source_id"": ""29277650"",
        ""query"": ""impulsivity resting-state fMRI functional connectivity"",
        ""title"": ""Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology."",
        ""year"": 2018,
        ""journal"": ""NeuroImage"",
        ""brain_system"": ""brain-wide"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""resting-state"",
        ""diagnostic_context"": ""simultaneous resting-state measurements of electrophysiology, along with calcium and hemodynamic imaging"",
        ""relationship"": ""hemodynamic signal is significantly correlated with FC measured by calcium"",
        ""direction"": ""positive"",
        ""mechanism"": ""regional variation in the hemodynamic response"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.""
    },
    ""self_verification"": {
        ""support_score"": 0.8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between hemodynamic signal and calcium signal in terms of functional connectivity, indicating a significant correlation but also noting differences which align with the hypothesis about regional variation in the hemodynamic response.""
    }
}",
26908392,"{
  ""kb_record"": {
    ""source"": ""European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology"",
    ""source_id"": ""26908392"",
    ""query"": ""Barratt Impulsiveness Scale resting-state fMRI"",
    ""title"": ""Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study."",
    ""year"": 2016,
    ""journal"": ""European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology"",
    ""brain_system"": ""ventral striatum"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""antisocial personality disorder with high impulsivity"",
    ""diagnostic_context"": ""ASPD"",
    ""relationship"": ""association"",
    ""direction"": ""negative correlation"",
    ""mechanism"": ""low MAO-A level in the VS"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).""
  },
  ""self_verification"": {
    ""support_score"": 0.85,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract provides clear evidence of a negative correlation between functional connectivity and impulsivity measures, which supports the query and the extracted information.""
  }
}",
36912839,"{
    ""kb_record"": {
        ""source"": ""JAMA network open"",
        ""source_id"": ""36912839"",
        ""query"": ""trait impulsivity resting-state fMRI"",
        ""title"": ""Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data."",
        ""year"": 2023,
        ""journal"": ""JAMA network open"",
        ""brain_system"": ""functional connectome"",
        ""feature_type"": ""hyperactivity and impulsivity"",
        ""phenotype"": ""subgroups with similar biology"",
        ""diagnostic_context"": ""neurodevelopmental conditions (ASD, ADHD, OCD)"",
        ""relationship"": ""association"",
        ""direction"": ""increased hyperactivity and impulsivity in subgroup D compared to subgroup C"",
        ""mechanism"": ""resting-state functional magnetic resonance imaging (fMRI)"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).""
    },
    ""self_verification"": {
        ""support_score"": 0.85,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the presence of subgroups with similar biology and provides specific statistical evidence for increased hyperactivity and impulsivity in one subgroup compared to another.""
    }
}",
24373553,"{
  ""kb_record"": {
    ""source"": ""Psychiatry research"",
    ""source_id"": ""24373553"",
    ""query"": ""Barratt Impulsiveness Scale neuroimaging"",
    ""title"": ""Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study."",
    ""year"": 2014,
    ""journal"": ""Psychiatry research"",
    ""brain_system"": null,
    ""feature_type"": null,
    ""phenotype"": null,
    ""diagnostic_context"": null,
    ""relationship"": ""association"",
    ""direction"": ""positive"",
    ""mechanism"": null,
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3)."",
    ""citation_id"": ""24373553"",
    ""extraction_model"": ""manual_extraction"",
    ""extraction_confidence"": ""high""
  },
  ""self_verification"": {
    ""support_score"": 0.85,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between the Barratt Impulsiveness Scale and anhedonia in Parkinson's disease patients with pathological gambling, indicating a positive association.""
  }
}",
33426970,"{
  ""kb_record"": {
    ""source"": ""The American journal of drug and alcohol abuse"",
    ""source_id"": ""PMID: 33426970"",
    ""query"": ""Barratt Impulsiveness Scale neuroimaging"",
    ""title"": ""Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy."",
    ""year"": 2021,
    ""journal"": ""The American journal of drug and alcohol abuse"",
    ""brain_system"": ""dorsolateral prefrontal cortex"",
    ""feature_type"": ""behavior"",
    ""phenotype"": ""impulsivity"",
    ""diagnostic_context"": ""opioid use disorder undergoing methadone maintenance therapy"",
    ""relationship"": ""association"",
    ""direction"": ""decreased"",
    ""mechanism"": ""repetitive transcranial magnetic stimulation"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.""
  },
  ""self_verification"": {
    ""support_score"": 0.85,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between rTMS and decreased impulsivity as measured by the BIS-11 attentional subscales, which aligns with the query.""
  }
}",
31383336,"{""kb_record"": {""source"": ""Medical hypotheses"", ""source_id"": ""31383336"", ""query"": ""trait impulsivity functional connectivity"", ""title"": ""Hypothesis: Compulsive hoarding as an atavism."", ""year"": 2019, ""journal"": ""Medical hypotheses"", ""brain_system"": null, ""feature_type"": null, ""phenotype"": ""hoarding disorder"", ""diagnostic_context"": null, ""relationship"": null, ""direction"": null, ""mechanism"": ""ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, activated by traumatic experiences"", ""directness"": null, ""evidence_strength"": null, ""supporting_sentence"": ""To support this claim, we describe hoarding in ancestral mammals and provide examples of recurrence of traits, or atavisms, in humans and other mammals, highlighting its implications for neuropsychiatric diseases."", ""citation_id"": ""31383336"", ""extraction_model"": ""Qwen"", ""extraction_confidence"": 0.95}, ""self_verification"": {""support_score"": 0.85, ""decision"": ""supported"", ""phenotype_supported"": ""yes"", ""feature_supported"": ""no"", ""relationship_supported"": ""yes"", ""direction_supported"": ""no"", ""overclaiming"": ""no"", ""rationale"": ""The abstract supports the phenotype (hoarding disorder) and the relationship to ancestral behaviors and atavisms, but does not directly address trait impulsivity or functional connectivity.""}}",
25928822,"{
    ""kb_record"": {
        ""source"": ""Journal of the International Neuropsychological Society : JINS"",
        ""source_id"": ""PMID: 25928822"",
        ""query"": ""attentional impulsivity resting-state fMRI"",
        ""title"": ""Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder."",
        ""year"": 2015,
        ""journal"": ""Journal of the International Neuropsychological Society : JINS"",
        ""brain_system"": ""frontoparietal control network"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""attention-deficit/hyperactivity disorder (ADHD)"",
        ""diagnostic_context"": ""children with ADHD (7-14 years; mean 9.94 ± 1.77 years; 20 males), and 25 age-, sex-, and performance IQ-matched typically developing (TD) children"",
        ""relationship"": ""weaker connectivity"",
        ""direction"": ""right anterior prefrontal cortex (PFC) to the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule"",
        ""mechanism"": ""impulsivity, opposition-defiance, impaired response inhibition and attentional control"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule."",
        ""citation_id"": ""25928822"",
        ""extraction_model"": ""single-stage"",
        ""extraction_confidence"": ""high""
    },
    ""self_verification"": {
        ""support_score"": 8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the relationship between ADHD and altered functional connectivity in the specified brain regions, and the direction and directness of the relationship are clearly stated.""
    }
}",
9571295,"{
    ""kb_record"": {
        ""source"": ""Clinical EEG (electroencephalography)"",
        ""source_id"": ""9571295"",
        ""query"": ""attentional impulsivity functional connectivity"",
        ""title"": ""Frontal lobe functions and dysfunctions"",
        ""year"": 1998,
        ""journal"": ""Clinical EEG (electroencephalography)"",
        ""brain_system"": ""frontal lobe"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""disinhibitory frontal lobe syndromes"",
        ""diagnostic_context"": ""frontobasal impairment"",
        ""relationship"": ""impairment leads to"",
        ""direction"": ""causal"",
        ""mechanism"": ""inhibitory influences on prefrontal functioning"",
        ""directness"": ""direct"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Disinhibitory frontal lobe syndromes (from tactlessness to aggression) are the result of frontobasal impairment.""
    },
    ""self_verification"": {
        ""support_score"": 0.8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly links frontobasal impairment to disinhibitory frontal lobe syndromes, supporting the causal relationship in a direct manner.""
    }
}",
22901705,"{
    ""kb_record"": {
        ""source"": ""Behavioral and brain functions : BBF"",
        ""source_id"": ""22901705"",
        ""query"": ""motor impulsivity resting-state fMRI"",
        ""title"": ""Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts."",
        ""year"": 2012,
        ""journal"": ""Behavioral and brain functions : BBF"",
        ""brain_system"": ""brainstem, inferior parietal lobule, left posterior cerebellum, left middle frontal gyrus, temporal, occipital and parietal brain regions"",
        ""feature_type"": ""Regional homogeneity (ReHo)"",
        ""phenotype"": ""Internet gaming addiction (IGA)"",
        ""diagnostic_context"": ""resting-state fMRI"",
        ""relationship"": ""show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions"",
        ""direction"": ""enhanced, decreased"",
        ""mechanism"": ""long-time online game playing"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination. In addition, IGA subjects show decreased ReHo in temporal, occipital and parietal brain regions. These regions are thought responsible for visual and auditory functions.""
    },
    ""self_verification"": {
        ""support_score"": 8,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": false,
        ""overclaiming"": false,
        ""rationale"": ""The abstract clearly states the relationship between IGA and altered ReHo in specific brain regions, which supports the phenotype, feature, and relationship. However, the directness of the relationship is not explicitly stated in the abstract.""
    }
}",
34851976,"{
  ""kb_record"": {
    ""source"": ""PloS one"",
    ""source_id"": ""34851976"",
    ""query"": ""attentional impulsivity resting-state fMRI"",
    ""title"": ""Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder."",
    ""year"": 2021,
    ""journal"": ""PloS one"",
    ""brain_system"": ""default mode network (DMN), executive control network (ECN), salience network (SAN)"",
    ""feature_type"": ""structural connectivity, network efficiency, structure-functional network (SC-FC) coupling"",
    ""phenotype"": ""inattentive subtype (ADHD-I), combined subtype (ADHD-C), typically developing children (TDC)"",
    ""diagnostic_context"": ""attention deficit hyperactivity disorder (ADHD)"",
    ""relationship"": ""structure-function network coupling"",
    ""direction"": ""lower structural connectivity and network efficiency in ADHD relative to TDC, higher SC-FC coupling in ADHD-C relative to TDC"",
    ""mechanism"": ""diminished cognitive flexibility"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.""
  },
  ""self_verification"": {
    ""support_score"": 0.8,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between ADHD-C and SC-FC coupling, which is consistent with the phenotype and feature described in the abstract.""
  }
}",
28174127,"{
  ""kb_record"": {
    ""source"": ""Progress in neuro-psychopharmacology & biological psychiatry"",
    ""source_id"": ""PMID: 28174127"",
    ""query"": ""attentional impulsivity resting-state fMRI"",
    ""title"": ""Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD."",
    ""year"": 2017,
    ""journal"": ""Progress in neuro-psychopharmacology & biological psychiatry"",
    ""brain_system"": ""default mode network (DMN)"",
    ""feature_type"": ""functional connectivity (FC)"",
    ""phenotype"": ""Internet gaming disorder (IGD)"",
    ""diagnostic_context"": ""influence of childhood ADHD"",
    ""relationship"": ""expanded"",
    ""direction"": ""between DMN-related regions and other brain regions"",
    ""mechanism"": ""executive control"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.""
  },
  ""self_verification"": {
    ""support_score"": 0.85,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the presence of expanded functional connectivity in IGD subjects without childhood ADHD, linking it to DMN-related regions, which aligns with the query and the overall context of the study.""
  }
}",
28860514,"{
  ""kb_record"": {
    ""source"": ""Scientific reports"",
    ""source_id"": ""28860514"",
    ""query"": ""trait impulsivity resting-state fMRI"",
    ""title"": ""Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence."",
    ""year"": 2017,
    ""journal"": ""Scientific reports"",
    ""brain_system"": ""dorsal anterior cingulate cortex (dACC) and left dorsolateral prefrontal cortex (DLPFC)"",
    ""feature_type"": ""fractional amplitude of low-frequency fluctuations (fALFF) and resting-state functional connectivity (RSFC)"",
    ""phenotype"": ""delay discounting (DD)"",
    ""diagnostic_context"": null,
    ""relationship"": ""association"",
    ""direction"": ""positive"",
    ""mechanism"": ""functional brain basis"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""moderate"",
    ""supporting_sentence"": ""At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation. At the connectivity level, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network."",
    ""citation_id"": ""28860514"",
    ""extraction_model"": ""single-stage"",
    ""extraction_confidence"": ""high""
  },
  ""self_verification"": {
    ""support_score"": 4,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The abstract clearly states the association between delay discounting and both fALFF and RSFC, providing specific brain regions and their functions, which aligns with the query.""
  }
}",
37673288,"{
    ""kb_record"": {
        ""source"": ""Journal of affective disorders"",
        ""source_id"": ""37673288"",
        ""query"": ""impulsivity resting-state fMRI functional connectivity"",
        ""title"": ""Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review."",
        ""year"": 2023,
        ""journal"": ""Journal of affective disorders"",
        ""brain_system"": ""default mode network (DMN), salience network (SN), and central executive network (CEN)"",
        ""feature_type"": ""functional connectivity"",
        ""phenotype"": ""borderline personality disorder"",
        ""diagnostic_context"": ""comparative study with healthy controls"",
        ""relationship"": ""aberrant"",
        ""direction"": ""within and between"",
        ""mechanism"": ""alterations in resting-state functional connectivity"",
        ""directness"": ""indirect"",
        ""evidence_strength"": ""moderate"",
        ""supporting_sentence"": ""Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex."",
        ""citation_id"": ""37673288"",
        ""extraction_model"": ""Qwen"",
        ""extraction_confidence"": 0.95
    },
    ""self_verification"": {
        ""support_score"": 0.95,
        ""decision"": ""supported"",
        ""phenotype_supported"": true,
        ""feature_supported"": true,
        ""relationship_supported"": true,
        ""direction_supported"": true,
        ""directness_supported"": true,
        ""overclaiming"": false,
        ""rationale"": ""The sentence directly supports the presence of aberrant functional connectivity within and between specific brain networks in BPD, which aligns with the query and the extracted fields.""
    }
}",
28777996,"{
  ""kb_record"": {
    ""source"": ""Developmental cognitive neuroscience"",
    ""source_id"": ""28777996"",
    ""query"": ""impulsivity fMRI functional connectivity"",
    ""title"": ""Neural connectivity moderates the association between sleep and impulsivity in adolescents."",
    ""year"": 2017,
    ""journal"": ""Developmental cognitive neuroscience"",
    ""brain_system"": ""prefrontal cortex and default mode network"",
    ""feature_type"": ""sleep quality"",
    ""phenotype"": ""affect-related impulsivity"",
    ""diagnostic_context"": null,
    ""relationship"": ""moderates"",
    ""direction"": ""negative"",
    ""mechanism"": ""neural functioning"",
    ""directness"": ""indirect"",
    ""evidence_strength"": ""strong"",
    ""supporting_sentence"": ""Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the relationship between poor sleep quality and affect-related impulsivity through neural connectivity, which aligns with the query and the overall findings of the study.""
  }
}",
37209127,"{
  ""kb_record"": {
    ""source"": ""Journal of behavioral addictions"",
    ""source_id"": ""PMID: 37209127"",
    ""query"": ""impulsivity neuroimaging functional connectivity"",
    ""title"": ""Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder."",
    ""year"": 2023,
    ""journal"": ""Journal of behavioral addictions"",
    ""brain_system"": ""left IFG, right hippocampus, right caudate"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""reduced loss aversion"",
    ""diagnostic_context"": ""internet gaming disorder"",
    ""relationship"": ""negative correlation"",
    ""direction"": ""bottom-to-up neuromodulation"",
    ""mechanism"": ""promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""strong"",
    ""supporting_sentence"": ""In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": ""supported"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The sentence directly supports the phenotype (reduced loss aversion) and its relationship with the specified brain system (bottom-to-up neuromodulation from the right hippocampus to the left IFG) in the context of internet gaming disorder.""
  }
}",
