id,set,extractor_model,variant,empty_evidence_rule,support_score,decision,overclaiming,rationale,parse_status,raw_response,error
gptv_0075,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it only mentions a specific type of impulsivity (psychopathy) and a specific type of functional connectivity (between the default mode network and salience network), whereas the original claim is about general impulsivity. More evidence is needed to support the association between general impulsivity and functional connectivity.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it only mentions a specific type of impulsivity (psychopathy) and a specific type of functional connectivity (between the default mode network and salience network), whereas the original claim is about general impulsivity. More evidence is needed to support the association between general impulsivity and functional connectivity.""}",
gptv_0076,s300,Mistral 7B,native_instr,no,2,keep,no,"The sentence clearly supports the association between impulsivity in Internet gaming disorder and functional connectivity, mentioning a specific brain region (DLPFC) and a group comparison (IGD vs HC).",ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""Internet gaming disorder"",
  ""corrected_feature_type"": ""impulsivity (general)"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence clearly supports the association between impulsivity in Internet gaming disorder and functional connectivity, mentioning a specific brain region (DLPFC) and a group comparison (IGD vs HC).""
}",
gptv_0076,s300,Mistral 7B,minimal,no,2,keep,unclear,"The claim is supported by the evidence that IGD participants showed lower functional connectivity between the DLPFC and other regions in the CEN compared to HC participants during resting state, which is a direct association between impulsivity (general) and functional connectivity in Internet gaming disorder.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by the evidence that IGD participants showed lower functional connectivity between the DLPFC and other regions in the CEN compared to HC participants during resting state, which is a direct association between impulsivity (general) and functional connectivity in Internet gaming disorder.""}",
gptv_0077,s300,Llama 3.1 8B,native_instr,no,0,drop,unclear,"The sentence does not mention a phenotype-feature association, making it unsupported for the claim.",ok,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention a phenotype-feature association, making it unsupported for the claim.""}",
gptv_0077,s300,Llama 3.1 8B,minimal,no,0,drop,unclear,"The claim states that impulsivity in ADHD is associated with a specific neural feature, but the evidence provided contradicts this by stating that specific brain regions consistently affected in ADHD patients have not been comprehensively delineated, which implies a lack of clear association between impulsivity and a specific neural feature.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity in ADHD is associated with a specific neural feature, but the evidence provided contradicts this by stating that specific brain regions consistently affected in ADHD patients have not been comprehensively delineated, which implies a lack of clear association between impulsivity and a specific neural feature.""}",
gptv_0078,s300,Llama 3.1 8B,native_instr,no,0,drop,no,"The sentence does not mention a specific phenotype-feature association, only a group difference across the impulsivity spectrum.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a specific phenotype-feature association, only a group difference across the impulsivity spectrum.""
}",
gptv_0078,s300,Llama 3.1 8B,minimal,no,2,keep,unclear,"The claim is directly supported by the evidence, which shows significant differences in network organization across the impulsivity spectrum, indicating a clear association between impulsivity and functional connectivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is directly supported by the evidence, which shows significant differences in network organization across the impulsivity spectrum, indicating a clear association between impulsivity and functional connectivity.""}",
gptv_0079,s300,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention a phenotype-feature association, it only mentions dysfunction in networks.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a phenotype-feature association, it only mentions dysfunction in networks.""
}",
gptv_0079,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim mentions impulsivity (general) is associated with functional connectivity, but the evidence provided only discusses nodes of dysfunction in frontostriatal and mesocorticolimbic networks in ADHD. This suggests a partial connection between impulsivity and functional connectivity, but the evidence does not directly support the claim as stated.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim mentions impulsivity (general) is associated with functional connectivity, but the evidence provided only discusses nodes of dysfunction in frontostriatal and mesocorticolimbic networks in ADHD. This suggests a partial connection between impulsivity and functional connectivity, but the evidence does not directly support the claim as stated.""}",
gptv_0080,s300,Llama 3.1 8B,native_instr,no,0,drop,no,"The sentence does not mention impulsivity (general) or neural feature, so it does not support the extracted claim.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention impulsivity (general) or neural feature, so it does not support the extracted claim.""
}",
gptv_0080,s300,Llama 3.1 8B,minimal,no,0,drop,unclear,"The claim states that impulsivity (general) is predictive of the neural feature, but the evidence provided only shows a relation between the execution of the Go/No-Go task and the MOCI scale, which is a measure of impulsivity. This does not directly support the claim that impulsivity (general) is predictive of the neural feature.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity (general) is predictive of the neural feature, but the evidence provided only shows a relation between the execution of the Go/No-Go task and the MOCI scale, which is a measure of impulsivity. This does not directly support the claim that impulsivity (general) is predictive of the neural feature.""}",
gptv_0081,s300,Llama 3.1 8B,native_instr,no,1,revise,no,"The sentence partially supports the claim because it mentions impulsivity, but the feature is not explicitly stated as functional connectivity. The corrected fields reflect the relevant information from the sentence.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""correlated with higher"",
  ""rationale"": ""The sentence partially supports the claim because it mentions impulsivity, but the feature is not explicitly stated as functional connectivity. The corrected fields reflect the relevant information from the sentence.""
}",
gptv_0081,s300,Llama 3.1 8B,minimal,no,0,drop,unclear,"The claim states that impulsivity (general) is correlated with higher functional connectivity, but the provided evidence shows positive correlations between BMI and trait/state impulsivity, not impulsivity and functional connectivity. Therefore, the claim is unsupported or contradicted.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity (general) is correlated with higher functional connectivity, but the provided evidence shows positive correlations between BMI and trait/state impulsivity, not impulsivity and functional connectivity. Therefore, the claim is unsupported or contradicted.""}",
gptv_0082,s300,Qwen 2.5 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim because it mentions sensation-seeking score, which is related to impulsivity, but it does not directly state the association between impulsivity and functional connectivity. The corrected phenotype and feature type are based on the relationship between sensation-seeking score and functional connectivity.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence partially supports the claim because it mentions sensation-seeking score, which is related to impulsivity, but it does not directly state the association between impulsivity and functional connectivity. The corrected phenotype and feature type are based on the relationship between sensation-seeking score and functional connectivity.""
}",
gptv_0082,s300,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The claim is supported by a large-scale study with 414 participants, showing a significant correlation (r = 0.34, p = 7.3 × 10^-13) between the predicted and actual sensation-seeking score. The use of resting-state fMRI to measure functional connectivity also provides a strong methodological basis for the claim.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by a large-scale study with 414 participants, showing a significant correlation (r = 0.34, p = 7.3 × 10^-13) between the predicted and actual sensation-seeking score. The use of resting-state fMRI to measure functional connectivity also provides a strong methodological basis for the claim.""}",
gptv_0083,s300,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention impulsivity or functional connectivity, so it does not support the claim.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention impulsivity or functional connectivity, so it does not support the claim.""
}",
gptv_0083,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it is related to impulsivity, but the evidence provided focuses on aggression and violence, which are specific manifestations of impulsivity. The relationship between impulsivity and functional connectivity is not explicitly stated, so the claim requires revision to be more specific and accurate.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it is related to impulsivity, but the evidence provided focuses on aggression and violence, which are specific manifestations of impulsivity. The relationship between impulsivity and functional connectivity is not explicitly stated, so the claim requires revision to be more specific and accurate.""}",
gptv_0084,s300,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are not explicitly stated, and the directness is also not clear.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity"",
  ""corrected_feature_type"": ""general"",
  ""corrected_direction"": ""underlies"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are not explicitly stated, and the directness is also not clear.""
}",
gptv_0084,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it suggests a link between impulsivity in Parkinson's disease and faulty evaluation of rewards or the failure to inhibit inappropriate choices, which is consistent with the evidence. However, the claim is too broad and does not fully capture the complexity of impulsivity in Parkinson's disease, which may involve other factors as well.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it suggests a link between impulsivity in Parkinson's disease and faulty evaluation of rewards or the failure to inhibit inappropriate choices, which is consistent with the evidence. However, the claim is too broad and does not fully capture the complexity of impulsivity in Parkinson's disease, which may involve other factors as well.""}",
gptv_0085,s300,Mistral 7B,native_instr,no,0,drop,no,"The sentence does not mention a phenotype-feature association, and the relationship, direction, and directness are not supported.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a phenotype-feature association, and the relationship, direction, and directness are not supported.""
}",
gptv_0085,s300,Mistral 7B,minimal,no,2,keep,unclear,"The evidence provided shows a significant association between impulsivity (general) and the neural feature in opioid use disorder, as indicated by lower BIS-11 attentional subscales and CPTs commission T-scores in the active rTMS group compared to the sham group, with p-values of 0.003, 0.04, and 0.02, respectively.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence provided shows a significant association between impulsivity (general) and the neural feature in opioid use disorder, as indicated by lower BIS-11 attentional subscales and CPTs commission T-scores in the active rTMS group compared to the sham group, with p-values of 0.003, 0.04, and 0.02, respectively.""}",
gptv_0086,s300,Llama 3.1 8B,native_instr,no,0,drop,yes,"The sentence does not support the claim because it mentions a group difference (trait anxiety) but not a phenotype-feature association. Additionally, the relationship mentioned is correlation, not correlation with functional connectivity.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not support the claim because it mentions a group difference (trait anxiety) but not a phenotype-feature association. Additionally, the relationship mentioned is correlation, not correlation with functional connectivity.""
}",
gptv_0086,s300,Llama 3.1 8B,minimal,no,0,drop,unclear,"The claim states that impulsivity (general) is correlated with higher functional connectivity, but the provided evidence shows a correlation between trait anxiety and delay discounting rates, which is not directly related to impulsivity or functional connectivity.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity (general) is correlated with higher functional connectivity, but the provided evidence shows a correlation between trait anxiety and delay discounting rates, which is not directly related to impulsivity or functional connectivity.""}",
gptv_0087,s300,Llama 3.1 8B,native_instr,no,2,keep,no,"The sentence clearly supports the claim by mentioning a specific group (individuals with SUD) and a specific brain region (nucleus accumbens) with decreased connectivity, which is associated with impulsivity in substance use disorders.",ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""substance use disorders"",
  ""corrected_feature_type"": ""impulsivity (general)"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence clearly supports the claim by mentioning a specific group (individuals with SUD) and a specific brain region (nucleus accumbens) with decreased connectivity, which is associated with impulsivity in substance use disorders.""
}",
gptv_0087,s300,Llama 3.1 8B,minimal,no,2,keep,unclear,"The claim is supported by evidence showing decreased connectivity between the nucleus accumbens (NAcc) and several regions within the mesocorticolimbic system (MCLS) in individuals with substance use disorders (SUD) compared to those without SUD, which is consistent with the association between impulsivity and lower functional connectivity in the MCLS.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by evidence showing decreased connectivity between the nucleus accumbens (NAcc) and several regions within the mesocorticolimbic system (MCLS) in individuals with substance use disorders (SUD) compared to those without SUD, which is consistent with the association between impulsivity and lower functional connectivity in the MCLS.""}",
gptv_0088,s300,Llama 3.1 8B,native_instr,no,0,drop,yes,The sentence does not support the claim because it mentions a group difference (childhood maltreatment) but not a phenotype-feature association. It also does not mention impulsivity (general) or the neural feature.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not support the claim because it mentions a group difference (childhood maltreatment) but not a phenotype-feature association. It also does not mention impulsivity (general) or the neural feature.""
}",
gptv_0088,s300,Llama 3.1 8B,minimal,no,2,keep,unclear,"The claim is supported by the evidence that BGA and BIS total scores were both elevated and associated with childhood maltreatment, particularly emotional CM, depression, substance use disorders, and suicide attempts, which are all relevant neural features and symptoms of bipolar disorder.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by the evidence that BGA and BIS total scores were both elevated and associated with childhood maltreatment, particularly emotional CM, depression, substance use disorders, and suicide attempts, which are all relevant neural features and symptoms of bipolar disorder.""}",
gptv_0089,s300,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim because it does not explicitly state the association between the phenotype and feature, but rather the ability to distinguish between groups based on EEG data.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""Internet addiction"",
  ""corrected_feature_type"": ""EEG connectivity"",
  ""corrected_direction"": ""distinguish"",
  ""rationale"": ""The sentence partially supports the claim because it does not explicitly state the association between the phenotype and feature, but rather the ability to distinguish between groups based on EEG data.""
}",
gptv_0089,s300,Mistral 7B,minimal,no,2,keep,unclear,"The claim is supported by the evidence that functional connectivity analysis and machine learning algorithms can jointly distinguish participants with Internet addiction (IA) from healthy controls (HCs) based on EEG data, indicating a clear association between the phenotype of Internet addiction and EEG connectivity.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by the evidence that functional connectivity analysis and machine learning algorithms can jointly distinguish participants with Internet addiction (IA) from healthy controls (HCs) based on EEG data, indicating a clear association between the phenotype of Internet addiction and EEG connectivity.""}",
gptv_0090,s300,Mistral 7B,native_instr,no,2,keep,no,,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": null
}",
gptv_0090,s300,Mistral 7B,minimal,no,2,keep,unclear,"The evidence directly supports the claim that the phenotype is associated with functional connectivity, as the food go/no-go training altered the functional connectivity of brain regions associated with food evaluation.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The evidence directly supports the claim that the phenotype is associated with functional connectivity, as the food go/no-go training altered the functional connectivity of brain regions associated with food evaluation.""}",
gptv_0091,s300,Qwen 2.5 7B,native_instr,no,2,keep,no,,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsive aggression"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": null
}",
gptv_0091,s300,Qwen 2.5 7B,minimal,no,1,revise,unclear,"The claim is partially supported because it only provides evidence for a specific type of impulsivity (impulsive aggression) and a specific brain region (BLA and left dorsolateral prefrontal cortex), whereas the claim is more general. More evidence is needed to support the association between impulsivity (general) and lower functional connectivity in combat veterans.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported because it only provides evidence for a specific type of impulsivity (impulsive aggression) and a specific brain region (BLA and left dorsolateral prefrontal cortex), whereas the claim is more general. More evidence is needed to support the association between impulsivity (general) and lower functional connectivity in combat veterans.""}",
gptv_0092,s300,Qwen 2.5 7B,native_instr,no,0,drop,yes,The sentence mentions a group difference but not a phenotype-feature association.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference but not a phenotype-feature association.""
}",
gptv_0092,s300,Qwen 2.5 7B,minimal,no,2,keep,unclear,"The claim is supported by the evidence that compulsive buyers had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking, which are all related to impulsivity and neural features.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim is supported by the evidence that compulsive buyers had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking, which are all related to impulsivity and neural features.""}",
gptv_0093,s300,Qwen 2.5 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim but needs revision to match the extracted claim's phenotype, feature, and direction.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""gambling disorder"",
  ""corrected_feature_type"": ""impulsivity (general)"",
  ""corrected_direction"": ""correlated with higher"",
  ""rationale"": ""The sentence partially supports the claim but needs revision to match the extracted claim's phenotype, feature, and direction.""
}",
gptv_0093,s300,Qwen 2.5 7B,minimal,no,1,revise,unclear,"The claim is partially supported as it mentions a correlation between behavioural parameters and the strength of the resting-state cerebellar network, but it does not directly state that impulsivity is correlated with higher functional connectivity in the cerebellum. The evidence provided is related to the cerebellar network, but it does not explicitly link it to impulsivity.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported as it mentions a correlation between behavioural parameters and the strength of the resting-state cerebellar network, but it does not directly state that impulsivity is correlated with higher functional connectivity in the cerebellum. The evidence provided is related to the cerebellar network, but it does not explicitly link it to impulsivity.""}",
gptv_0094,s300,Mistral 7B,native_instr,no,0,drop,yes,The sentence mentions a group difference but not a phenotype-feature association.,ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference but not a phenotype-feature association.""
}",
gptv_0094,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim states that impulsivity (general) is correlated with covariates, but the evidence provided only shows that BIS action scores, total scores and BDI scores were significantly different between the groups. This suggests a correlation between impulsivity and these specific measures, but not necessarily with all covariates. Therefore, the claim requires revision to be more specific about the covariates in question.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim states that impulsivity (general) is correlated with covariates, but the evidence provided only shows that BIS action scores, total scores and BDI scores were significantly different between the groups. This suggests a correlation between impulsivity and these specific measures, but not necessarily with all covariates. Therefore, the claim requires revision to be more specific about the covariates in question.""}",
gptv_0095,s300,Qwen 2.5 7B,native_instr,no,0,drop,no,"The sentence does not mention motor impulsivity, functional connectivity, or a predictive relationship.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention motor impulsivity, functional connectivity, or a predictive relationship.""
}",
gptv_0095,s300,Qwen 2.5 7B,minimal,no,1,revise,unclear,"The claim states that motor impulsivity is predictive of higher functional connectivity, but the provided evidence only shows that theta power was predictive of motor slowing, which is related to impulsivity but not directly related to functional connectivity. Therefore, the claim requires revision to be more accurately supported by the evidence.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim states that motor impulsivity is predictive of higher functional connectivity, but the provided evidence only shows that theta power was predictive of motor slowing, which is related to impulsivity but not directly related to functional connectivity. Therefore, the claim requires revision to be more accurately supported by the evidence.""}",
gptv_0096,s300,Mistral 7B,native_instr,no,0,drop,yes,"The sentence mentions a group difference (scores of attitudes of anger and aggression) but not a phenotype-feature association, and it does not support the relationship between impulsivity and functional connectivity.",ok,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions a group difference (scores of attitudes of anger and aggression) but not a phenotype-feature association, and it does not support the relationship between impulsivity and functional connectivity.""
}",
gptv_0096,s300,Mistral 7B,minimal,no,0,drop,unclear,"The claim states that impulsivity (general) is associated with higher functional connectivity, but the provided evidence only shows a correlation between functional connectivity and attitudes of anger and aggression, not impulsivity. Therefore, the claim is not supported by the evidence.",ok,"{""support_score"": 0, ""decision"": ""DROP"", ""rationale"": ""The claim states that impulsivity (general) is associated with higher functional connectivity, but the provided evidence only shows a correlation between functional connectivity and attitudes of anger and aggression, not impulsivity. Therefore, the claim is not supported by the evidence.""}",
gptv_0097,s300,Mistral 7B,native_instr,no,1,revise,no,"The sentence partially supports the claim, but the phenotype and feature need to be corrected to match the extracted claim. The relationship and direction are supported.",ok,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence partially supports the claim, but the phenotype and feature need to be corrected to match the extracted claim. The relationship and direction are supported.""
}",
gptv_0097,s300,Mistral 7B,minimal,no,1,revise,unclear,"The claim is partially supported because it only provides evidence for a specific aspect of impulsivity (response inhibition) and its association with functional connectivity, whereas impulsivity is a general trait. The provided evidence is specific to locus coeruleus integrity and connectivity between preSMA and rIFG, which may not be representative of impulsivity in general.",ok,"{""support_score"": 1, ""decision"": ""REVISE"", ""rationale"": ""The claim is partially supported because it only provides evidence for a specific aspect of impulsivity (response inhibition) and its association with functional connectivity, whereas impulsivity is a general trait. The provided evidence is specific to locus coeruleus integrity and connectivity between preSMA and rIFG, which may not be representative of impulsivity in general.""}",
gptv_0098,s300,Mistral 7B,native_instr,no,2,keep,no,The sentence clearly supports the association between impulsivity (general) and functional connectivity.,ok,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""associated"",
  ""rationale"": ""The sentence clearly supports the association between impulsivity (general) and functional connectivity.""
}",
gptv_0098,s300,Mistral 7B,minimal,no,2,keep,unclear,"The claim directly links impulsivity with deficient motor control and impaired behavioral control, which are contributing factors to excessive distractibility and impulsivity. This suggests a clear association between impulsivity and functional connectivity, as motor control and behavioral control are both influenced by brain connectivity and function.",ok,"{""support_score"": 2, ""decision"": ""KEEP"", ""rationale"": ""The claim directly links impulsivity with deficient motor control and impaired behavioral control, which are contributing factors to excessive distractibility and impulsivity. This suggests a clear association between impulsivity and functional connectivity, as motor control and behavioral control are both influenced by brain connectivity and function.""}",
gptv_0099,s300,Llama 3.1 8B,native_instr,no,1,revise,no,"The sentence partially supports the claim, but the directness is not fully supported as it does not name both phenotype and feature. The corrected phenotype and feature type are 'impulsivity (general)' and 'neural' respectively, and the corrected direction is 'associated with'.",ok,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""neural"", ""corrected_direction"": ""associated with"", ""rationale"": ""The sentence partially supports the claim, but the directness is not fully supported as it does not name both phenotype and feature. The corrected phenotype and feature type are 'impulsivity (general)' and 'neural' respectively, and the corrected direction is 'associated with'.""}",
