record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
326,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,unknown,binge drinking,associated_with,unclear,dysregulation of neurofunctional networks,unclear,0.8,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,binge drinking,functional connectivity,decreased,"The sentence clearly supports the claim by stating a specific phenotype (binge drinking), feature (functional connectivity), relationship (associated with), direction (decreased), and directness (direct).",,Llama 3.1 8B
327,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,default mode network,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,associated_with,unclear,,indirect,0.5,"Post-COVID participants showed 3 altered connectivity clusters: increased Default Mode-visual medial coupling, stronger dorsal attention-sensorimotor anticorrelations, and enhanced temporo-occipital-vermis connectivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (unclear) when stated. The sentence also supports the directness (indirect) and brain system (default mode network) as stated. There is no overclaiming as the sentence mentions a group difference and a phenotype-feature association. The corrected fields are the phenotype, feature type, and direction, which are already stated in the extracted claim.",,Llama 3.1 8B
328,31197580,Relationship of negative urgency to cingulo-insular and cortico-striatal resting state functional connectivity in tobacco use.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),tobacco use,associated_with,higher,,direct,0.9,"In the whole sample, negative urgency was positively correlated with rsFC between the left insula and right dorsal anterior cingulate cortex (dACC).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and functional connectivity, with a higher direction.",,Llama 3.1 8B
329,40305882,"Functional connectivity anomalies in medication-naive children with ADHD: Diagnostic potential, symptoms interpretation, and a mediation model.",2025,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,correlates_with,higher,disrupted frontoparietal connectivity,direct,0.9,Left parietal θ band hyper-connectivity (C3-P7) correlated with both inattention and hyperactivity/impulsivity and mediated their interrelationship.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by stating a correlation between left parietal θ band hyper-connectivity and impulsivity, which is a specific aspect of the phenotype 'impulsivity (general)'. The feature type 'functional connectivity' is also supported. The relationship 'correlates_with' is supported as the sentence states a correlation. The direction 'higher' is supported as the sentence mentions 'hyper-connectivity'. The directness 'direct' is supported as the sentence names both the phenotype and feature.",,Llama 3.1 8B
330,35831231,Functional Connectivity in Compulsive Sexual Behavior Disorder - Systematic Review of Literature and Study on Heterosexual Males.,2022,The journal of sexual medicine,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),Compulsive Sexual Behavior Disorder (CSBD),associated_with,higher,incentive sensitization,direct,0.8,"We found increased fc between left inferior frontal gyrus and right planum temporale and polare, right and left insula, right Supplementary Motor Cortex (SMA), right parietal operculum, and also between left supramarginal gyrus and right planum polare, and between left orbitofrontal cortex and left insula when compared CSBD and HC.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised. The sentence does not explicitly state the phenotype and feature, but based on the context, it can be inferred that the phenotype is impulsivity (general) and the feature is functional connectivity. The direction is mixed, but the corrected direction is higher. The directness is also mixed, but the corrected directness is direct.",,Llama 3.1 8B
331,25237118,Resting state functional magnetic resonance imaging reveals distinct brain activity in heavy cannabis users - a multi-voxel pattern analysis.,2014,"Journal of psychopharmacology (Oxford, England)",impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),cannabis use,associated_with,unclear,,indirect,0.8,High correlations were also found between the overall classification accuracy and Barrett Barrett Impulsiveness Scale factor scores of attention and motor.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),behavioral,,"The sentence supports the phenotype and feature, but the direction is unclear. The relationship is supported as it mentions an association. The directness is supported as it is indirect. The phenotype is impulsivity, which matches the extracted claim. The feature is behavioral, which is a more specific type than functional connectivity. The direction is unclear, so it cannot be supported.",,Llama 3.1 8B
332,26582309,Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.,2015,Behavioral and brain functions : BBF,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"In comparison with HCs, individuals with IGD had significantly decreased rsFC between the VTA and right NAcc.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares individuals with IGD to HCs, and states a significant decrease in rsFC between the VTA and right NAcc, which matches the extracted claim.",,Llama 3.1 8B
333,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,reward mechanisms,indirect,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,reduced,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'impulsivity (general)' is supported, but the feature type 'functional connectivity' is not specific enough. The relationship 'associated_with' is supported, but the direction is unclear. The directness is indirect, but the sentence does not name both phenotype and feature.",,Llama 3.1 8B
334,38320657,Effects of internet and smartphone addiction on cognitive control in adolescents and young adults: A systematic review of fMRI studies.,2024,Neuroscience and biobehavioral reviews,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"Included studies (n = 21) revealed that both behavioral addictions were associated with impairments in cognitive control related to reward processing (ACC, insula, amygdala) and executive function (DLPFC, frontal, parietal lobes) in adolescents and young adults.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction is unclear and the directness is background, which does not match the extracted directness. The phenotype and feature are supported, but the direction and directness need correction.",,Llama 3.1 8B
335,38888924,Efficacy and Neural Mechanisms of Mindfulness Meditation Among Adults With Internet Gaming Disorder: A Randomized Clinical Trial.,2024,JAMA network open,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,altering frontopallidal pathways,indirect,0.8,"Increased MFG-lentiform FC and decreased craving (pretest vs posttest: mean [SD], 58.8 [15.7] vs 33.6 [12.0]; t = -8.66; ƞ2 = 0.30; P < .001) was observed after MM, and changes in MFG-lentiform FC mediated the relationship between increased mindfulness and decreased craving (mediate effect, -0.17; 95% CI, -0.32 to -0.08; P = .03).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need revision. The sentence mentions a decrease in craving, but the claim is about impulsivity. The sentence also mentions a mediation effect, but the claim is about association.",,Llama 3.1 8B
336,40913110,Impulsivity and neuroticism share distinct functional connectivity signatures with alcohol-use risk in youth.,2026,Molecular psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,indirect,0.5,"Increases in impulsivity and negative affect (e.g., neuroticism) are common during adolescence and are both associated with risk for alcohol-use initiation and other risk behaviors.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim, but the direction is unclear and the directness is indirect. The corrected phenotype, feature type, and direction are provided.",,Llama 3.1 8B
337,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),suicidal behavior,associated_with,lower,disrupted vmPFC value signals,direct,0.9,VmPFC value activation was compared between groups. VmPFC value responses in participants with a history of suicide attempts were reduced relative to nonpsychiatric controls (p < 0.05).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares VmPFC value responses between groups and finds a significant difference, supporting the claim of impulsivity being associated with lower functional connectivity in the vmPFC.",,Llama 3.1 8B
339,39743174,The intrinsic functional connectivity of psychopathy and its relation to self-control.,2025,Biological psychology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),psychopathy,associated_with,unclear,unknown,indirect,0.8,Both the psychopathy-associated positive and negative networks were significantly correlated with measures of self-control and impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive and negative networks are associated with increased impulsivity,"The sentence partially supports the claim but needs revision or is indirect. The direction is unclear and the directness is indirect. The corrected phenotype, feature type, and direction are provided.",,Llama 3.1 8B
340,26969418,Aberrant interhemispheric functional and structural connectivity in heroin-dependent individuals.,2017,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),heroin addiction,correlates_with,higher,unknown,indirect,0.8,"Further, interhemispheric connectivity correlated with the duration of heroin abuse and higher impulsivity behavior in HDI.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,The sentence partially supports the claim but needs revision because it does not name the brain system and the directness is indirect.,,Llama 3.1 8B
341,37248201,Corticostriatal connectivity mediates the reciprocal relationship between parent-reported sleep duration and impulsivity in early adolescents.,2023,"Journal of child psychology and psychiatry, and allied disciplines",impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,corticostriatal connectivity,direct,0.8,"We found that less sleep duration is significantly associated with higher positive and negative urgency, which are two affect-related components of impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence mentions a specific component of impulsivity (positive and negative urgency) rather than the general phenotype. The direction is also mixed, but the extracted direction captures the relevant part exactly.",,Llama 3.1 8B
344,36987598,Transdiagnostic Connectome-Based Prediction of Craving.,2023,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,addictive disorders,predicts,unclear,,background,0.8,"CPM successfully predicted craving, thereby identifying a transdiagnostic ""craving network.""",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,craving,functional connectivity,predicts,"The sentence clearly supports the claim by stating that CPM predicted craving, which is a specific phenotype, and that it identifies a transdiagnostic 'craving network', which is related to functional connectivity.",,Llama 3.1 8B
345,40541132,Food addiction severity is associated with decreased functional connectivity and responses to palatable food pictures in brain areas involved in emotion and cognitive control.,2025,"Clinical nutrition (Edinburgh, Scotland)",impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),food addiction,associated_with,lower,,direct,0.8,FA severity was associated with reduced activation in the dorsal striatum and pre-central gyrus for high appetizing images (cluster: pFWE<0.05 family-wise error correction; peak: p < 0.001 uncorrected).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),activation,lower,"The sentence supports the phenotype, feature, and relationship, but the directness is not fully supported because it does not name both phenotype and feature. The corrected fields are phenotype, feature type, and direction.",,Llama 3.1 8B
346,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,direct,0.8,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (reward),structural connectivity,positive,"The sentence clearly supports the claim, mentioning a specific type of impulsivity (reward impulsivity) and a specific type of structural connectivity (white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex). The direction of the association is also clear (positive).",,Llama 3.1 8B
347,30273626,Mesolimbic connectivity signatures of impulsivity and BMI in early adolescence.,2019,Appetite,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,indirect,0.8,"Connectivity within this network which included the hippocampi, amygdalae, parahippocampal gyri and the regions of interest, correlated positively with impulsivity and BMI Z-score for age and negatively with sensation-seeking.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated with), direction (positive), and directness (indirect) when stated. The corrected fields are the same as the original claim, indicating that no correction is needed.",,Llama 3.1 8B
349,39103090,Individualized prediction of online shopping addiction from whole-brain functional connectivity.,2024,Neuropsychologia,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),online shopping addiction,associated_with,unclear,,direct,0.8,"The strength of the negative network mediated the relationship between OSA and impulsivity, highlighting that the negative network underlies the impulsivity characteristic of OSA.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negative,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (negative) when stated.",,Llama 3.1 8B
351,33236526,Reduced frontostriatal functional connectivity and associations with severity of Internet gaming disorder.,2021,Addiction biology,impulsivity fMRI functional connectivity,frontostriatal,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,functional connectivity,direct,0.8,"Decreased FC was predominantly observed in IGD subjects, with IGD subjects showing decreased FC between the putamen and superior frontal gyrus (SFG), middle frontal gyrus (MFG), and inferior frontal gyrus (IFG) and the ventral striatum and IFG, superior temporal gyrus, and MFG.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by stating a direct association between lower frontostriatal functional connectivity and Internet gaming disorder, which is consistent with the extracted claim's phenotype, feature type, relationship, direction, and directness.",,Llama 3.1 8B
352,38715980,Identifying ADHD-Related Abnormal Functional Connectivity with a Graph Convolutional Neural Network.,2024,Neural plasticity,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,indirect,0.8,Dysfunction in the functional connectivity of these regions may contribute to the underlying causes of ADHD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated as 'associated_with'.",,Llama 3.1 8B
353,33564081,Alterations in reward network functional connectivity are associated with increased food addiction in obese individuals.,2021,Scientific reports,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,food addiction,associated_with,higher,dysregulation of the dopaminergic pathway,direct,0.8,Individuals with food addiction showed greater connectivity between regions of the reward network suggesting dysregulation of the dopaminergic pathway.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,food addiction,functional connectivity,higher,,,Llama 3.1 8B
354,35835210,Fronto-striatal connectivity patterns account for the impact of methylphenidate on choice impulsivity among healthy adults.,2022,Neuropharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),healthy adults,associated_with,lower,methylphenidate administration,direct,0.8,"Notably, the more putamen-mPFC functional connectivity increased during non-impulsive choices following MPH administration, the less an individual was likely to make impulsive choices.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the claim that impulsivity is associated with increased putamen-mPFC functional connectivity, which is a direct relationship in the context of methylphenidate administration. The direction of the relationship is also clearly supported as lower impulsivity is associated with increased functional connectivity.",,Llama 3.1 8B
355,36244800,Neuroanatomical Correlates of Emotion-Related Impulsivity.,2023,Biological psychiatry,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),psychiatric disorders,associated_with,lower,,direct,0.8,"Lower cortical gyrification in the right lateral OFC was associated with high ERI severity in a full, preregistered model.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),cortical gyrification,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and cortical gyrification in a specific brain region.",,Llama 3.1 8B
356,24878823,"Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity.",2015,Brain structure & function,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,indirect,0.5,"Our analyses revealed that card-sorting performance correlated positively with GMV of the right anterior insula, FC between bilateral anterior insula and midcingulate cortex/supplementary motor area as well as the impulsivity dimension ""Premeditation.""",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a positive correlation between impulsivity and functional connectivity, which matches the relationship and direction specified in the claim. The phenotype and feature type are also correctly identified as impulsivity and functional connectivity, respectively. The sentence does not overclaim, as it only mentions a correlation between impulsivity and functional connectivity, without making any claims about a group difference or a direct relationship between impulsivity and functional connectivity.",,Llama 3.1 8B
359,38598290,"Effects of bilateral tDCS over DLPFC on response inhibition, craving, and brain functional connectivity in Internet gaming disorder: A randomized, double-blind, sham-controlled trial with fMRI.",2024,Journal of behavioral addictions,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,lower,tDCS,direct,0.5,The rsFC between the ACC and left middle frontal gyrus was negatively correlated with the SSRT.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by mentioning a correlation between a brain region's functional connectivity and a specific response inhibition measure (SSRT), which is related to impulsivity. The direction of the correlation is also consistent with the claim's direction.",,Llama 3.1 8B
360,31665241,The structural connectivity of discrete networks underlies impulsivity and gambling in Parkinson's disease.,2019,Brain : a journal of neurology,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,direct,0.8,"Larger bet sizes in the virtual casino were associated with greater connectivity of the reward evaluation network, particularly bilateral fibre tracts between the ventral striatum and ventromedial prefrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,greater,"The sentence clearly supports the phenotype (impulsivity), feature (structural connectivity), relationship (associated_with), direction (greater), and directness (direct) when stated.",,Llama 3.1 8B
361,32434751,Increased functional connectivity in gambling disorder correlates with behavioural and emotional dysregulation: Evidence of a role for the cerebellum.,2020,Behavioural brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),gambling disorder,correlates_with,higher,unknown,direct,0.8,"Our results show that GD patients displayed higher emotional and behavioural impairment than HC, together with an increased resting state functional connectivity in the network including anterior cingulate cortex, the caudate nucleus and nucleus accumbens, and within the cerebellum, in comparison with the control group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the directness is not fully supported because it does not name both phenotype and feature. The corrected phenotype, feature type, and direction are already present in the extracted claim.",,Llama 3.1 8B
362,37721727,Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction.,2023,Brain and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,internet addiction,modulates,lower,acupuncture,direct,0.8,"After 40 days of acupuncture treatment, the FC within the FPN and between the SN and FPN were significantly decreased in individuals with IA.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
363,25282597,Differences in functional connectivity between alcohol dependence and internet gaming disorder.,2015,Addictive behaviors,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),"alcohol dependence, internet gaming disorder",associated_with,unclear,,indirect,0.8,"Both AD and IGD subjects have positive functional connectivity between the dorsolateral prefrontal cortex (DLPFC), cingulate, and cerebellum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence supports the phenotype and feature, but the direction is not explicitly stated as 'unclear' in the sentence. The sentence also does not name the brain system, so directness cannot be fully supported.",,Llama 3.1 8B
364,25853901,Impaired functional connectivity within and between frontostriatal circuits and its association with compulsive drug use and trait impulsivity in cocaine addiction.,2015,JAMA psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine addiction,associated_with,higher,,direct,0.8,"Increased striatal-dorsal lateral prefrontal cortex connectivity strength was positively correlated with the amount of recent cocaine use (uncorrected P < .046) and elevated trait impulsivity in the CUs (uncorrected P < .012),",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a direct association between increased striatal-dorsal lateral prefrontal cortex connectivity strength and elevated trait impulsivity in cocaine addiction, which matches the phenotype-feature relationship and direction specified in the claim.",,Llama 3.1 8B
366,27119360,Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.,2016,Experimental brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,altered insula-based network,direct,0.8,"The IGD group showed decreased functional connectivity between left posterior insula and bilateral supplementary motor area and middle cingulated cortex, between right posterior insula and right superior frontal gyrus, and decreased functional integration between insular subregions.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by stating a specific association between the phenotype (impulsivity), feature (functional connectivity), and direction (lower) in the context of internet gaming disorder.",,Llama 3.1 8B
367,28888152,Altered functional connectivity to stressful stimuli in prenatally cocaine-exposed adolescents.,2017,Drug and alcohol dependence,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.8,A group-by-cue interaction effect identified a parietal lobe cluster where PCE versus NDE adolescents showed less connectivity during stressful and more connectivity during neutral-relaxing conditions.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,prenatally cocaine-exposed adolescents,functional connectivity,decreased during stressful and increased during neutral-relaxing conditions,The sentence clearly supports the claim by stating a specific group (PCE adolescents) and their association with a feature (functional connectivity) in a specific brain region (parietal lobe cluster). The direction of the association is also clearly stated as decreased during stressful and increased during neutral-relaxing conditions.,,Llama 3.1 8B
368,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,Internet Gaming Disorder (IGD),associated_with,unclear,,background,0.5,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,unknown,functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but need to be made more specific.",,Llama 3.1 8B
369,31362183,Oxytocin modulates alcohol-cue induced functional connectivity in the nucleus accumbens of social drinkers.,2019,Psychoneuroendocrinology,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,lower,oxytocin modulates,direct,0.8,"Oxytocin application significantly reduced NAc connectivity with the cuneus and thalamo-occipital connectivity, while enhancing connectivity between the paracingulate gyrus and precentral gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,associated_with,higher,impaired effortful control and decreased response inhibition,direct,0.7,"Additionally, functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B
371,25073506,"Cortical thinning, functional connectivity, and mood-related impulsivity in schizophrenia: relationship to aggressive attitudes and behavior.",2014,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),schizophrenia,associated_with,higher,,indirect,0.8,Reduced resting-state functional connectivity in some of these regions was associated with higher urgency.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence does not name the feature type directly, but it can be inferred. However, the directness is stated as 'indirect' but the claim is for an association, which typically implies indirectness. The corrected fields are based on the extracted claim.",,Llama 3.1 8B
372,24367675,Increased functional connectivity between prefrontal cortex and reward system in pathological gambling.,2013,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),pathological gambling,associated_with,higher,,direct,0.8,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness, smoking and craving scores in the PG group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by mentioning increased functional connectivity between the prefrontal cortex and reward system in pathological gambling, which is associated with higher impulsivity.",,Llama 3.1 8B
