record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
301,35134490,Abnormal Anatomical and Functional Connectivity of the Thalamo-sensorimotor Circuit in Chronic Low Back Pain: Resting-state Functional Magnetic Resonance Imaging and Diffusion Tensor Imaging Study.,2022,Neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,chronic low back pain,associated_with,unclear,unknown,background,0.8,Our findings highlight the involvement of the thalamo-sensorimotor circuit in the pathophysiology of cLBP.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,chronic low back pain,pathophysiology,involved,"The sentence clearly supports the claim by stating a phenotype (chronic low back pain), a feature (pathophysiology), a relationship (associated with), a direction (involved), and directness (background) that matches the extracted claim.",,Llama 3.1 8B
303,31880365,Amisulpride and l-DOPA modulate subcortical brain nuclei connectivity in resting-state pharmacologic magnetic resonance imaging.,2020,Human brain mapping,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,correlates_with,higher,pharmacological,indirect,0.8,"In an exploratory analysis, we demonstrated that higher self-rated impulsivity goes together with a significant increase in VTA-mid-cingulate gyrus FC during l -DOPA-challenge.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B
307,37575566,Preliminary evidence for changes in frontoparietal network connectivity in the early abstinence period in alcohol use disorder: a longitudinal resting-state functional magnetic resonance imaging study.,2023,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,frontoparietal/control network,functional connectivity,impulsivity (general),alcohol use disorder,associated_with,lower,,direct,0.5,"The AUD patients showed a decrease in within left FPN connectivity (Z = -2.029, p = 0.042).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states a decrease in within left frontoparietal network connectivity, which is a specific type of functional connectivity, and this change is associated with impulsivity in the context of alcohol use disorder.",,Llama 3.1 8B
308,41888807,Risk classification of internet gaming disorder based on neurobiological subtyping from impulsivity-linked resting-state functional connectivity: a longitudinal design study.,2026,BMC medicine,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,indirect,0.5,"Combining positively and negatively impulsivity-linked RSFC outperformed either alone in predicting current IGD severity (training r = 0.73, p < 0.0001; testing r = 0.27, p = 0.009; higher than two single-pattern models, p = 0.028 and p < 0.0001, respectively).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the association between impulsivity-linked functional connectivity and internet gaming disorder severity, with a positive direction indicated by the correlation coefficient (r) and p-values.",,Llama 3.1 8B
311,29636704,Altered Gray Matter Volume and Resting-State Connectivity in Individuals With Internet Gaming Disorder: A Voxel-Based Morphometry and Resting-State Functional Magnetic Resonance Imaging Study.,2018,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,indirect,0.5,"The results show that IGD severity was positively correlated with GM volume in the left caudate (p < 0.05, corrected for multiple comparisons), and negatively associated with functional connectivity between the left caudate and the right middle frontal gyrus (p < 0.05, corrected for multiple comparisons).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), and direction (positive). The directness is also supported as the sentence names both phenotype and feature. The brain system is supported as the caudate is mentioned.",,Llama 3.1 8B
313,28377176,Short- and long-range functional connectivity density alterations in adolescents with pure conduct disorder at resting-state.,2017,Neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),conduct disorder,correlates_with,higher,,direct,0.8,"More importantly, increased short-range FCD values in the bilateral PCC, the bilateral PCUN, and increased long-range FCD values in the left MCC showed significant correlations with the impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity density,higher,The sentence clearly supports the extracted claim by stating a direct correlation between increased functional connectivity density values in specific brain regions and impulsivity in adolescents with conduct disorder.,,Llama 3.1 8B
316,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,altered interhemispheric rsFC in the bilateral prefrontal lobe,direct,0.8,"IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,,Llama 3.1 8B
317,27252633,Reduced Functional Connectivity within the Mesocorticolimbic System in Substance Use Disorders: An fMRI Study of Puerto Rican Young Adults.,2016,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,mesocorticolimbic system,functional connectivity,impulsivity (general),substance use disorders,associated_with,lower,chronically promoting reward seeking behaviors,direct,0.8,"Relative to those without SUD, individuals with SUD had decreased connectivity between the nucleus accumbens (NAcc) and several regions within the MCLS.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,The sentence directly supports the association between impulsivity (general) and reduced functional connectivity within the mesocorticolimbic system in the context of substance use disorders.,,Llama 3.1 8B
318,40722851,Understanding the Borderline Brain: A Review of Neurobiological Findings in Borderline Personality Disorder (BPD).,2025,Biomedicines,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Borderline Personality Disorder (BPD),associated_with,unclear,hyperconnectivity in the precuneus,indirect,0.8,BPD shows a dominant and stable pattern of hyperconnectivity in the precuneus.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated_with,"The sentence directly states a phenotype-feature association in the context of BPD, with a clear direction and directness.",,Llama 3.1 8B
319,27341655,Intrinsic brain network abnormalities in codeine-containing cough syrup-dependent male individuals revealed in resting-state fMRI.,2017,Journal of magnetic resonance imaging : JMRI,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),codeine-containing cough syrup dependence,correlates_with,higher,,indirect,0.8,"Intrinsic network FC also correlated with higher impulsivity in CCS-dependent individuals (P < 0.05, AlphaSim corrected).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a correlation between intrinsic network FC and higher impulsivity in CCS-dependent individuals.",,Llama 3.1 8B
320,33047425,Resting-state connectome-based support-vector-machine predictive modeling of internet gaming disorder.,2021,Addiction biology,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,connectome-based predictive modeling,direct,0.5,"A comparison of whole-brain and network-based analyses showed that the default-mode network (DMN) is the most informative network in predicting IGD both in classification (individual identification accuracy = 78.76%) and regression (correspondence between predicted and actual psychometric scale score: r = 0.44, P < 0.001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature type (functional connectivity), relationship (associated_with), and direction (unclear) when stated. The sentence also supports the directness (direct) and brain system (default mode network).",,Llama 3.1 8B
321,24746086,[Functional connectivity of temporal parietal junction in online game addicts:a resting-state functional magnetic resonance imaging study].,2014,Zhonghua yi xue za zhi,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),online game addiction,correlates_with,lower,altered functional connectivity,direct,0.8,"Compared with the controls, right TPJ in online game addicts showed decreased functional connectivity with bilateral ventromedial prefrontal cortex (VMPFC), bilateral hippocampal gyrus and bilateral amygdaloid nucleus, but increased functional connectivity with right cuneus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by stating a direct association between impulsivity (general) and altered functional connectivity in online game addicts, specifically mentioning decreased functional connectivity with certain brain regions.",,Llama 3.1 8B
324,41005016,Resting-state functional connectivity insights: dorsolateral prefrontal cortex and superior parietal lobule in self-control and cognitive reappraisal.,2025,Brain and cognition,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,functional connectivity between the dorsolateral prefrontal cortex (dlPFC) and superior parietal lobule (SPL),direct,0.8,"Moreover, neuroimaging results revealed the functional connectivity between the dorsolateral prefrontal cortex (dlPFC) and superior parietal lobule (SPL) was associated with self-control and played a mediating role in the association with cognitive reappraisal.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated with higher,"The sentence clearly supports the extracted claim, mentioning the functional connectivity between the dlPFC and SPL, which is associated with self-control and cognitive reappraisal. The direction is also clearly stated as associated with higher, matching the extracted claim.",,Llama 3.1 8B
326,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,unknown,binge drinking,associated_with,unclear,dysregulation of neurofunctional networks,unclear,0.8,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,binge drinking,functional connectivity,decreased,"The sentence clearly supports the claim by stating a specific phenotype (binge drinking), feature (functional connectivity), relationship (associated with), direction (decreased), and directness (direct).",,Llama 3.1 8B
327,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,default mode network,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,associated_with,unclear,,indirect,0.5,"Post-COVID participants showed 3 altered connectivity clusters: increased Default Mode-visual medial coupling, stronger dorsal attention-sensorimotor anticorrelations, and enhanced temporo-occipital-vermis connectivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (unclear) when stated. The sentence also supports the directness (indirect) and brain system (default mode network) as stated. There is no overclaiming as the sentence mentions a group difference and a phenotype-feature association. The corrected fields are the phenotype, feature type, and direction, which are already stated in the extracted claim.",,Llama 3.1 8B
328,31197580,Relationship of negative urgency to cingulo-insular and cortico-striatal resting state functional connectivity in tobacco use.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),tobacco use,associated_with,higher,,direct,0.9,"In the whole sample, negative urgency was positively correlated with rsFC between the left insula and right dorsal anterior cingulate cortex (dACC).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and functional connectivity, with a higher direction.",,Llama 3.1 8B
329,40305882,"Functional connectivity anomalies in medication-naive children with ADHD: Diagnostic potential, symptoms interpretation, and a mediation model.",2025,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,correlates_with,higher,disrupted frontoparietal connectivity,direct,0.9,Left parietal θ band hyper-connectivity (C3-P7) correlated with both inattention and hyperactivity/impulsivity and mediated their interrelationship.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by stating a correlation between left parietal θ band hyper-connectivity and impulsivity, which is a specific aspect of the phenotype 'impulsivity (general)'. The feature type 'functional connectivity' is also supported. The relationship 'correlates_with' is supported as the sentence states a correlation. The direction 'higher' is supported as the sentence mentions 'hyper-connectivity'. The directness 'direct' is supported as the sentence names both the phenotype and feature.",,Llama 3.1 8B
332,26582309,Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.,2015,Behavioral and brain functions : BBF,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"In comparison with HCs, individuals with IGD had significantly decreased rsFC between the VTA and right NAcc.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares individuals with IGD to HCs, and states a significant decrease in rsFC between the VTA and right NAcc, which matches the extracted claim.",,Llama 3.1 8B
337,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity.,2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),suicidal behavior,associated_with,lower,disrupted vmPFC value signals,direct,0.9,VmPFC value activation was compared between groups. VmPFC value responses in participants with a history of suicide attempts were reduced relative to nonpsychiatric controls (p < 0.05).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares VmPFC value responses between groups and finds a significant difference, supporting the claim of impulsivity being associated with lower functional connectivity in the vmPFC.",,Llama 3.1 8B
344,36987598,Transdiagnostic Connectome-Based Prediction of Craving.,2023,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,addictive disorders,predicts,unclear,,background,0.8,"CPM successfully predicted craving, thereby identifying a transdiagnostic ""craving network.""",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,craving,functional connectivity,predicts,"The sentence clearly supports the claim by stating that CPM predicted craving, which is a specific phenotype, and that it identifies a transdiagnostic 'craving network', which is related to functional connectivity.",,Llama 3.1 8B
346,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,direct,0.8,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (reward),structural connectivity,positive,"The sentence clearly supports the claim, mentioning a specific type of impulsivity (reward impulsivity) and a specific type of structural connectivity (white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex). The direction of the association is also clear (positive).",,Llama 3.1 8B
347,30273626,Mesolimbic connectivity signatures of impulsivity and BMI in early adolescence.,2019,Appetite,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,indirect,0.8,"Connectivity within this network which included the hippocampi, amygdalae, parahippocampal gyri and the regions of interest, correlated positively with impulsivity and BMI Z-score for age and negatively with sensation-seeking.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated with), direction (positive), and directness (indirect) when stated. The corrected fields are the same as the original claim, indicating that no correction is needed.",,Llama 3.1 8B
349,39103090,Individualized prediction of online shopping addiction from whole-brain functional connectivity.,2024,Neuropsychologia,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),online shopping addiction,associated_with,unclear,,direct,0.8,"The strength of the negative network mediated the relationship between OSA and impulsivity, highlighting that the negative network underlies the impulsivity characteristic of OSA.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negative,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (negative) when stated.",,Llama 3.1 8B
351,33236526,Reduced frontostriatal functional connectivity and associations with severity of Internet gaming disorder.,2021,Addiction biology,impulsivity fMRI functional connectivity,frontostriatal,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,functional connectivity,direct,0.8,"Decreased FC was predominantly observed in IGD subjects, with IGD subjects showing decreased FC between the putamen and superior frontal gyrus (SFG), middle frontal gyrus (MFG), and inferior frontal gyrus (IFG) and the ventral striatum and IFG, superior temporal gyrus, and MFG.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by stating a direct association between lower frontostriatal functional connectivity and Internet gaming disorder, which is consistent with the extracted claim's phenotype, feature type, relationship, direction, and directness.",,Llama 3.1 8B
353,33564081,Alterations in reward network functional connectivity are associated with increased food addiction in obese individuals.,2021,Scientific reports,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,food addiction,associated_with,higher,dysregulation of the dopaminergic pathway,direct,0.8,Individuals with food addiction showed greater connectivity between regions of the reward network suggesting dysregulation of the dopaminergic pathway.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,food addiction,functional connectivity,higher,,,Llama 3.1 8B
354,35835210,Fronto-striatal connectivity patterns account for the impact of methylphenidate on choice impulsivity among healthy adults.,2022,Neuropharmacology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),healthy adults,associated_with,lower,methylphenidate administration,direct,0.8,"Notably, the more putamen-mPFC functional connectivity increased during non-impulsive choices following MPH administration, the less an individual was likely to make impulsive choices.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the claim that impulsivity is associated with increased putamen-mPFC functional connectivity, which is a direct relationship in the context of methylphenidate administration. The direction of the relationship is also clearly supported as lower impulsivity is associated with increased functional connectivity.",,Llama 3.1 8B
355,36244800,Neuroanatomical Correlates of Emotion-Related Impulsivity.,2023,Biological psychiatry,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),psychiatric disorders,associated_with,lower,,direct,0.8,"Lower cortical gyrification in the right lateral OFC was associated with high ERI severity in a full, preregistered model.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),cortical gyrification,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and cortical gyrification in a specific brain region.",,Llama 3.1 8B
356,24878823,"Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity.",2015,Brain structure & function,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,indirect,0.5,"Our analyses revealed that card-sorting performance correlated positively with GMV of the right anterior insula, FC between bilateral anterior insula and midcingulate cortex/supplementary motor area as well as the impulsivity dimension ""Premeditation.""",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a positive correlation between impulsivity and functional connectivity, which matches the relationship and direction specified in the claim. The phenotype and feature type are also correctly identified as impulsivity and functional connectivity, respectively. The sentence does not overclaim, as it only mentions a correlation between impulsivity and functional connectivity, without making any claims about a group difference or a direct relationship between impulsivity and functional connectivity.",,Llama 3.1 8B
359,38598290,"Effects of bilateral tDCS over DLPFC on response inhibition, craving, and brain functional connectivity in Internet gaming disorder: A randomized, double-blind, sham-controlled trial with fMRI.",2024,Journal of behavioral addictions,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,lower,tDCS,direct,0.5,The rsFC between the ACC and left middle frontal gyrus was negatively correlated with the SSRT.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by mentioning a correlation between a brain region's functional connectivity and a specific response inhibition measure (SSRT), which is related to impulsivity. The direction of the correlation is also consistent with the claim's direction.",,Llama 3.1 8B
360,31665241,The structural connectivity of discrete networks underlies impulsivity and gambling in Parkinson's disease.,2019,Brain : a journal of neurology,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,direct,0.8,"Larger bet sizes in the virtual casino were associated with greater connectivity of the reward evaluation network, particularly bilateral fibre tracts between the ventral striatum and ventromedial prefrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,greater,"The sentence clearly supports the phenotype (impulsivity), feature (structural connectivity), relationship (associated_with), direction (greater), and directness (direct) when stated.",,Llama 3.1 8B
362,37721727,Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction.,2023,Brain and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,internet addiction,modulates,lower,acupuncture,direct,0.8,"After 40 days of acupuncture treatment, the FC within the FPN and between the SN and FPN were significantly decreased in individuals with IA.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
364,25853901,Impaired functional connectivity within and between frontostriatal circuits and its association with compulsive drug use and trait impulsivity in cocaine addiction.,2015,JAMA psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine addiction,associated_with,higher,,direct,0.8,"Increased striatal-dorsal lateral prefrontal cortex connectivity strength was positively correlated with the amount of recent cocaine use (uncorrected P < .046) and elevated trait impulsivity in the CUs (uncorrected P < .012),",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a direct association between increased striatal-dorsal lateral prefrontal cortex connectivity strength and elevated trait impulsivity in cocaine addiction, which matches the phenotype-feature relationship and direction specified in the claim.",,Llama 3.1 8B
366,27119360,Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.,2016,Experimental brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,altered insula-based network,direct,0.8,"The IGD group showed decreased functional connectivity between left posterior insula and bilateral supplementary motor area and middle cingulated cortex, between right posterior insula and right superior frontal gyrus, and decreased functional integration between insular subregions.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by stating a specific association between the phenotype (impulsivity), feature (functional connectivity), and direction (lower) in the context of internet gaming disorder.",,Llama 3.1 8B
367,28888152,Altered functional connectivity to stressful stimuli in prenatally cocaine-exposed adolescents.,2017,Drug and alcohol dependence,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.8,A group-by-cue interaction effect identified a parietal lobe cluster where PCE versus NDE adolescents showed less connectivity during stressful and more connectivity during neutral-relaxing conditions.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,prenatally cocaine-exposed adolescents,functional connectivity,decreased during stressful and increased during neutral-relaxing conditions,The sentence clearly supports the claim by stating a specific group (PCE adolescents) and their association with a feature (functional connectivity) in a specific brain region (parietal lobe cluster). The direction of the association is also clearly stated as decreased during stressful and increased during neutral-relaxing conditions.,,Llama 3.1 8B
369,31362183,Oxytocin modulates alcohol-cue induced functional connectivity in the nucleus accumbens of social drinkers.,2019,Psychoneuroendocrinology,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,lower,oxytocin modulates,direct,0.8,"Oxytocin application significantly reduced NAc connectivity with the cuneus and thalamo-occipital connectivity, while enhancing connectivity between the paracingulate gyrus and precentral gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,associated_with,higher,impaired effortful control and decreased response inhibition,direct,0.7,"Additionally, functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B
372,24367675,Increased functional connectivity between prefrontal cortex and reward system in pathological gambling.,2013,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),pathological gambling,associated_with,higher,,direct,0.8,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness, smoking and craving scores in the PG group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by mentioning increased functional connectivity between the prefrontal cortex and reward system in pathological gambling, which is associated with higher impulsivity.",,Llama 3.1 8B
373,40032530,Cocaine Self-Administration Increases Impulsive Decision-Making in Low-Impulsive Rats Associated with Impaired Functional Connectivity in the Mesocorticolimbic System.,2025,eNeuro,impulsivity fMRI functional connectivity,mesocorticolimbic DA network,functional connectivity,impulsivity (general),cocaine use disorder,associated with,higher,reduced functional connectivity and DA receptor expression,direct,0.8,"chronic cocaine use appears to selectively increase impulsive choice decision-making in normally low-impulsive rats, associated with reduced functional connectivity and DA receptor expression in the mesocorticolimbic DA network.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B
