record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
373,40032530,Cocaine Self-Administration Increases Impulsive Decision-Making in Low-Impulsive Rats Associated with Impaired Functional Connectivity in the Mesocorticolimbic System.,2025,eNeuro,impulsivity fMRI functional connectivity,mesocorticolimbic,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.85,"Using these three regions as seeds, we observed a negative correlation between impulsivity and functional connectivity between the midbrain and frontal cortex, as well as between the thalamus and frontal cortex (including the orbitofrontal, primary, and parietal cortices) in low-impulsive rats. These correlations were attenuated following chronic cocaine SA.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the extracted claim by mentioning a negative correlation between impulsivity and functional connectivity in low-impulsive rats, which is consistent with the relationship 'associated_with' and direction 'lower'. The directness is also supported as the sentence names both phenotype 'impulsivity' and feature 'functional connectivity'. No overclaiming is detected as the sentence mentions a group difference and a phenotype-feature association.",,Qwen 2.5 7B
374,39419186,Alternations voxel-wise interhemispheric and intrahemipheric functional connectivity dynamics in internet gaming disorder.,2025,Journal of affective disorders,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,lower,,indirect,0.7,"Moreover, abnormal global dFCD variability of the calcarine and ipsilateral dFCD variability of the PCC were negatively correlated with the severity of IGDs in the IGD group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the directness is 'indirect' and the brain system is not mentioned. The corrected phenotype, feature type, and direction are provided.",,Qwen 2.5 7B
375,34469847,Sex-specific frontal-striatal connectivity differences among adolescents with externalizing disorders.,2021,NeuroImage. Clinical,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),externalizing disorders,correlated_with,higher,,direct,0.8,"Boys demonstrated weaker connectivity than girls within two medial-lateral prefrontal cortical networks. However, only boys showed greater medial-lateral prefrontal connectivity correlated with greater impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the claim by stating a direct association between impulsivity and higher functional connectivity in boys with externalizing disorders.,,Qwen 2.5 7B
376,36662797,The continuum of attention dysfunction: Evidence from dynamic functional network connectivity analysis in neurotypical adolescents.,2023,PloS one,impulsivity fMRI functional connectivity,salience/ventral attention network,dynamic connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.85,we show ADHD manifestations and impulsivity are associated with prolonged periods of dynamically hyperconnected states.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),dynamic connectivity,higher,"The sentence supports the phenotype and feature, but the direction is mixed. The sentence states 'dynamically hyperconnected states', which implies an increase in connectivity, not a decrease. The relationship is supported, but the directness is not fully supported as the sentence does not name both phenotype and feature explicitly.",,Qwen 2.5 7B
377,30054871,Internet gaming disorder: deficits in functional and structural connectivity in the ventral tegmental area-Accumbens pathway.,2019,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,lower,,direct,0.8,"Both the NAc and medial orbitofrontal cortex (mOFC) showed lower RSFC with VTA in IGD subjects compared with controls. Moreover, the RSFC strength of VTA-right NAc and VTA-left mOFC correlated negatively with IAT in IGD subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,The sentence directly supports the claim by stating a correlation between lower functional connectivity and impulsivity in individuals with Internet gaming disorder.,,Qwen 2.5 7B
378,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,moderates,unclear,,direct,0.85,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim, but the direction is unclear in the sentence and should be corrected to positive as it implies a positive association between sleep quality and impulsivity.",,Qwen 2.5 7B
379,34262129,Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.,2021,Communications biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,lower,,direct,0.85,IGD relative to RGU subjects showed lower ventral-striatum-to-MFG (mostly involving supplementary motor area (SMA)) and higher dorsal-striatum-to-MFG functional connectivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need to be revised. The sentence mentions lower ventral-striatum-to-MFG and higher dorsal-striatum-to-MFG functional connectivity, which does not directly support the direction of 'lower'. The directness is also not fully supported as the sentence does not name both phenotype and feature explicitly.",,Qwen 2.5 7B
380,30277562,The role of the dorsal striatum in choice impulsivity.,2019,Annals of the New York Academy of Sciences,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),,,,,Qwen 2.5 7B
381,41667050,Task-based functional connectivity in internet gaming disorder: A systematic review.,2026,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder (IGD),correlates_with,higher,,direct,0.8,"Higher impulsiveness and risk-taking behaviours were observed in IGD individuals, with increased reward network and ECN FC during related tasks.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsiveness,functional connectivity in reward network and ECN,higher,"The sentence partially supports the claim, but the feature type should be more specific (functional connectivity in reward network and ECN) and directness is not fully supported because it does not name both phenotype and feature.",,Qwen 2.5 7B
382,25553620,A selective involvement of putamen functional connectivity in youth with internet gaming disorder.,2015,Brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.8,"More time spent playing online games predicted significantly greater functional connectivity between the dorsal putamen and bilateral primary somatosensory cortices in adolescents with internet gaming disorder, and significantly lower functional connectivity between the dorsal putamen and bilateral sensorimotor cortices in healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and functional connectivity in the brain, with a specific direction (positive) in the context of internet gaming disorder.",,Qwen 2.5 7B
383,34861396,Individual differences in (dis)honesty are represented in the brain's functional connectivity at rest.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.75,"Specifically, we investigated whether task-independent neural patterns within the brain at rest could be used to predict a propensity for (dis)honest behavior. Our analyses revealed that functional connectivity, especially between brain networks linked to self-referential thinking (vmPFC, temporal poles, and PCC) and reward processing (caudate nucleus), reliably correlates, in an independent sample, with participants' propensity to cheat.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positively correlates,"The sentence clearly supports the extracted claim by stating a direct relationship between impulsivity (general) and functional connectivity, specifically between brain networks linked to self-referential thinking and reward processing, which positively correlates with participants' propensity to cheat.",,Qwen 2.5 7B
384,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex, parahippocampal areas, anterior cingulate cortex",functional connectivity,impulsivity (general),unknown,associated_with,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and higher functional connectivity in the medial orbitofrontal cortex, ventromedial prefrontal cortex, and parahippocampal areas in risk-taking individuals.",,Qwen 2.5 7B
385,40991106,Functional connectome fingerprinting related to BMI and its association with impulsivity.,2025,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,indirect,0.7,The identified BMI-related rsFC fingerprintings significantly accounted for scores on the delay discounting task.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positively correlates with,"The sentence supports the phenotype and feature, but the direction is unclear. The sentence implies a positive correlation, but the direction is not explicitly stated. The directness is also unclear because it does not name both phenotype and feature. The relationship is supported as it implies a correlation.",,Qwen 2.5 7B
386,32214339,Alcohol effects on globus pallidus connectivity: Role of impulsivity and binge drinking.,2020,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,Our data also indicated an association between impulsivity and alcohol-induced deficits in GPe-frontal/precentral connectivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and higher functional connectivity deficits in a specific brain region.",,Qwen 2.5 7B
387,27975158,Compensatory increase of functional connectivity density in adolescents with internet gaming disorder.,2017,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,higher,,indirect,0.6,The IGD adolescents exhibited higher global/long-range rsFCD in the bilateral dorsal lateral prefrontal cortex (DLPFC) and the right inferior temporal cortex (ITC)/fusiform compared with the HCs.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity density,higher,"The sentence clearly supports the extracted claim by stating a higher functional connectivity density in adolescents with internet gaming disorder compared to healthy controls, which correlates with impulsivity (general).",,Qwen 2.5 7B
388,41067444,Altered functional connectivity of reward circuits in adolescents with addictive nonsuicidal self-injury.,2025,Brain research bulletin,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),adolescents with addictive nonsuicidal self-injury,correlates_with,unclear,,indirect,0.7,The FC between left hippocampus and right caudate nucleus was positively correlated with the self-injury frequency in the past month.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific brain region (left hippocampus) and its functional connectivity with another region (right caudate nucleus), which correlates with self-injury frequency, a measure of impulsivity.",,Qwen 2.5 7B
389,25445475,Decreased functional connectivity in an executive control network is related to impaired executive function in Internet gaming disorder.,2015,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,Internet gaming disorder,related_to,lower,,direct,0.8,IGD subjects show lower functional connectivity in ECNs than do HC participants during resting state;,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,unknown,functional connectivity,lower,,,Qwen 2.5 7B
390,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,background,0.5,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype is supported, but the feature type is unknown and needs correction. The relationship is supported, but the direction is unclear and needs correction. The directness is background, which does not match the extracted directness, so it needs correction.",,Qwen 2.5 7B
391,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unclear,unclear,,indirect,0.3,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,no,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are unclear, and the directness is indirect, but the phenotype and feature are supported.",,Qwen 2.5 7B
392,32361415,Impulsivity Relates to Relative Preservation of Mesolimbic Connectivity in Patients with Parkinson Disease.,2020,NeuroImage. Clinical,impulsivity fMRI functional connectivity,"limbic, associative, motor network",functional connectivity,impulsivity (general),Parkinson Disease,relates_to,higher,,direct,0.85,Our results show that there is greater probability of connectivity between the SN and limbic network targets relative to motor and associative network targets in PD patients with recent history of severe impulsivity as compared to PD patients without impulsivity (P = 0.0075).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, relates_to as the relationship, higher as the direction, and direct as the directness. The sentence also specifies the brain system involved and the diagnostic context.",,Qwen 2.5 7B
393,33813866,Aberrant Salient and Corticolimbic Connectivity in Hypersexual Parkinson's Disease.,2021,Brain connectivity,impulsivity fMRI functional connectivity,salience/ventral attention network,functional connectivity,impulsivity (general),Parkinson's disease with hypersexuality,associated_with,unclear,,direct,0.8,Enhanced salience network (SN) activity represented by a significant rise in the right inferior frontal gyrus was found in PD+HS compared with PD-HS.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the claim by stating a significant rise in the right inferior frontal gyrus, which is associated with the salience network. This is directly related to the phenotype of impulsivity (general) and the feature type of functional connectivity in the salience/ventral attention network.",,Qwen 2.5 7B
394,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,unclear,,direct,0.75,Young males with IGD showed an altered FC pattern in the dorsal striatum during follow-up. FC of the dorsal striatum in IGD increased in the mPFC and decreased in the MOG.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning the phenotype (impulsivity), feature type (functional connectivity), relationship (correlates with), and direction (unclear). The directness is also supported as the sentence names both phenotype and feature.",,Qwen 2.5 7B
395,40043540,A brief review of MRI studies in patients with attention-deficit/hyperactivity disorder and future perspectives.,2025,Brain & development,impulsivity fMRI functional connectivity,unknown,unknown,impulsivity (general),attention-deficit/hyperactivity disorder,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),behavioral,positive,"The sentence does not explicitly mention a feature type or relationship, but it does mention impulsivity, which is a behavioral aspect. The direction is unclear, but the corrected direction is positive as it is related to the presence of impulsivity in ADHD patients.",,Qwen 2.5 7B
396,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,default mode network | cognitive control network,functional connectivity,unknown,unknown,associated_with,higher,,direct,0.85,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,cognitive performance,functional connectivity,decreased,"The sentence clearly supports the claim, and the phenotype, feature, relationship, and direction are all correctly identified. The corrected fields are the phenotype, feature type, and direction, which are all accurately captured from the sentence.",,Qwen 2.5 7B
397,37753565,The role of the cerebellum in internet gaming disorder-A systematic review.,2023,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,indirect,0.5,Results on altered cerebro-cerebellar connectivity in patients with IGD are mixed; most studies report altered or increased functional connectivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,increased,"The sentence partially supports the claim by mentioning altered or increased functional connectivity, but the direction is mixed and not explicitly stated as associated with impulsivity. The directness is also indirect as it does not name both phenotype and feature. The corrected phenotype, feature type, and direction are based on the extracted claim.",,Qwen 2.5 7B
398,38594324,From compulsivity to compulsion: the neural basis of compulsive disorders.,2024,Nature reviews. Neuroscience,impulsivity neuroimaging functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),unknown,unclear,"The sentence partially supports the claim, but the feature and relationship are unknown, and the direction is unclear. The corrected phenotype is 'impulsivity (general)'",,Qwen 2.5 7B
399,31691415,Risk proneness modulates the impact of impulsivity on brain functional connectivity.,2020,Human brain mapping,impulsivity neuroimaging functional connectivity,"['salience/ventral attention network', 'frontoparietal/control network', 'default mode network']",EEG connectivity,impulsivity (general),unknown,modulates,unclear,,direct,0.8,"In risk-prone individuals, (lack of) premeditation enhanced the coupling of the ventral attention and limbic networks. At the same time, emotion seeking increased the coupling of the frontoparietal network and the default mode networks (DMNs). Finally, (lack of) perseverance had a positive impact on the coupling of anterior temporal nodes of the limbic network whilst having a negative impact on some frontal nodes of the frontoparietal network and the DMNs.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Qwen 2.5 7B
400,12359667,Drug addiction and its underlying neurobiological basis: neuroimaging evidence for the involvement of the frontal cortex.,2002,The American journal of psychiatry,impulsivity neuroimaging functional connectivity,frontoparietal/control network,functional connectivity,impulsivity (general),drug addiction,associated_with,unclear,impaired response inhibition and salience attribution,direct,0.8,"These regions are also involved in higher-order cognitive and motivational functions, such as the ability to track, update, and modulate the salience of a reinforcer as a function of context and expectation and the ability to control and inhibit prepotent responses.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'impulsivity (general)' is supported, but the feature type 'functional connectivity' is not directly mentioned. The relationship 'associated_with' is supported, but the direction 'unclear' is not captured exactly. The directness 'direct' is not supported because the sentence does not name both phenotype and feature.",,Qwen 2.5 7B
401,24815984,"EEG functional connectivity, axon delays and white matter disease.",2015,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,impulsivity neuroimaging functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,impulsivity (general),unknown,unclear,"The sentence does not clearly state a relationship or feature, but it does mention a phenotype. The direction is unclear, and the directness is background, which does not match the extracted directness.",,Qwen 2.5 7B
402,30885789,Whole-brain functional connectivity during script-driven aggression in borderline personality disorder.,2019,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,direct,0.7,We identified a large network showing a significantly stronger increase in connectivity from baseline to the aggression phase in female patients with BPD compared to healthy women.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the claim by stating a significant increase in functional connectivity in female patients with BPD compared to healthy women, which is directly related to impulsivity (general).",,Qwen 2.5 7B
403,30652907,Functional and structural neuroimaging studies of delayed reward discounting in addiction: A systematic review.,2019,Psychological bulletin,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),addictive disorders,associated_with,higher,,direct,0.8,"In functional connectivity fMRI studies, there was moderate evidence for greater connectivity between the executive control, salience, and default mode networks in individuals exhibiting addictive behavior.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the directness is not fully supported because it does not name both phenotype and feature. The corrected phenotype, feature type, and direction are based on the information in the sentence.",,Qwen 2.5 7B
404,39378092,Adolescent alcohol consumption predicted by differences in electrophysiological functional connectivity and neuroanatomy.,2024,Proceedings of the National Academy of Sciences of the United States of America,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unclear,unclear,,background,0.2,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,no,no,no,no,impulsivity (general),electrophysiological functional connectivity,,"The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are unclear, and the directness is background, which does not name both phenotype and feature.",,Qwen 2.5 7B
405,23451272,Decreased functional brain connectivity in adolescents with internet addiction.,2013,PloS one,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet addiction,associated_with,lower,,direct,0.8,Adolescents with internet addiction showed reduced functional connectivity spanning a distributed network.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that adolescents with internet addiction have reduced functional connectivity, which matches the extracted claim.",,Qwen 2.5 7B
406,38852751,Multimodal neuroimaging fusion unravel structural-functional-neurotransmitter change in Parkinson's disease with impulse control disorders.,2024,Neurobiology of disease,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease with impulse control disorders,associated_with,higher,,direct,0.8,"Compared to PD-NICD, PD-ICD patients showed hypogyrification and enlarged PVS volume fraction in the left orbitofrontal gyrus (OFG), as well as decreased FC between interhemispheric OFG.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by stating that PD-ICD patients showed increased impulsivity (indirectly through hypogyrification and enlarged PVS volume fraction) and decreased functional connectivity between interhemispheric OFG, which is consistent with the claim's direction of higher impulsivity being associated with lower functional connectivity.",,Qwen 2.5 7B
407,35041909,Brain functional connectivity during and after imagery of gaming and alternative leisure activities in patients with internet gaming disorder.,2022,Neuroscience letters,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,indirect,0.7,"In particular, patients showed that caudate-right parahippocampal gyrus connectivity and putamen-right orbitofrontal cortex connectivity increased during gaming and decreased during alternative, whereas NAcc-right precuneus connectivity decreased at baseline, increased in post-gaming, and were not different in post-alternative.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim as it mentions a relationship between impulsivity and functional connectivity, but the direction is unclear and the directness is indirect. The corrected phenotype, feature type, and direction are the same as the extracted claim.",,Qwen 2.5 7B
408,38000138,The functional connectivity between right parahippocampal gyrus and precuneus underlying the association between reward sensitivity and procrastination.,2024,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,mediates,lower,,direct,0.9,the RSFC result found reward sensitivity was negatively associated with the functional connectivity of the right parahippocampal gyrus-precuneus.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,lower,,,Qwen 2.5 7B
409,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"salience/ventral attention network, frontoparietal/control network, default mode network",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental difficulties,associated_with,higher,"increased functional connectivity between the SN, CEN, and DMN in at-risk children, decreased functional connectivity between the CEN and DMN in comparison children",direct,0.85,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Qwen 2.5 7B
410,32312566,[The contribution of forensic neuroscience to psychopathy].,2020,L'Encephale,impulsivity neuroimaging functional connectivity,unknown,unknown,impulsivity (general),psychopathic traits,associated_with,unclear,,indirect,0.5,"These brain abnormalities underlie an attenuated emotion processing functioning (but not an absence) and aversion to negative and threats signals, reinforcement learning, representation of rewards and modulation of attention that have an impact in decision-making, caring for others, and moral judgment.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),unknown,unclear,"The sentence partially supports the claim by mentioning brain abnormalities associated with emotion processing, decision-making, and moral judgment, which are related to impulsivity. However, the direction of the association is unclear and the feature type is unknown. The sentence also mentions multiple features, which requires revision to match the extracted claim.",,Qwen 2.5 7B
411,41310178,The role of the salience network in adolescent impulsivity using memory tasks and neuroimaging.,2025,Communications medicine,impulsivity neuroimaging functional connectivity,salience/ventral attention network,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.85,"Notably, both task-modulated and resting-state (intrinsic) coupling between the insula and locus coeruleus (LC), as well as between the dACC and LC, demonstrate significant positive correlation with impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a positive correlation between the salience network and impulsivity.,,Qwen 2.5 7B
413,23223295,Altered functional brain connectivity in a non-clinical sample of young adults with attention-deficit/hyperactivity disorder.,2012,The Journal of neuroscience : the official journal of the Society for Neuroscience,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,direct,0.8,Brain behavior correlations further highlighted the key role of altered orbitofrontal-temporal and frontal-amygdala connectivity for symptoms of inattention and hyperactivity/impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated_with,"The sentence clearly supports the extracted claim by mentioning the association between altered orbitofrontal-temporal and frontal-amygdala connectivity and symptoms of inattention and hyperactivity/impulsivity, which is a direct and clear association.",,Qwen 2.5 7B
