record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
302,24793833,Bipolar and borderline patients display differential patterns of functional connectivity among resting state networks.,2014,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Impaired functional network connectivity displayed an association with impulsivity in BPD.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated with,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (association), and direction (association with).",,Mistral 7B
303,31880365,Amisulpride and l-DOPA modulate subcortical brain nuclei connectivity in resting-state pharmacologic magnetic resonance imaging.,2020,Human brain mapping,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,modulates,unclear,dopamine-boost,unclear,0.7,"In an exploratory analysis, we demonstrated that higher self-rated impulsivity goes together with a significant increase in VTA-mid-cingulate gyrus FC during l -DOPA-challenge.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, functional connectivity as the feature type, and modulates as the relationship. The direction is also supported as the sentence implies a positive association between impulsivity and increased functional connectivity.",,Mistral 7B
310,33037577,Identification of internet gaming disorder individuals based on ventral tegmental area resting-state functional connectivity.,2021,Brain imaging and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,clinical diagnosis,associated_with,unclear,abnormalities in the mesolimbic dopamine system,unclear,0.8,"IGD is associated with abnormalities in the mesolimbic dopamine system. As the key nodes of the DA pathways, ventral tegmental area (VTA) and substantia nigra (SN) and their connected brain regions may serve as potential markers to identify IGD.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,internet gaming disorder (IGD),functional connectivity,associated with,"The sentence clearly supports the claim by stating a direct association between IGD and abnormalities in the mesolimbic dopamine system, which is a key part of the extracted claim.",,Mistral 7B
311,29636704,Altered Gray Matter Volume and Resting-State Connectivity in Individuals With Internet Gaming Disorder: A Voxel-Based Morphometry and Resting-State Functional Magnetic Resonance Imaging Study.,2018,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,The results show that IGD severity was positively correlated with GM volume in the left caudate and negatively associated with functional connectivity between the left caudate and the right middle frontal gyrus.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (positive), and directness (direct).",,Mistral 7B
312,25757797,Differential relations between juvenile psychopathic traits and resting state network connectivity.,2015,Human brain mapping,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Impulsive-irresponsible traits were associated with altered connectivity patterns in the frontoparietal cognitive control networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), and relationship (associated with). The direction is implied to be positive, as 'altered' suggests a change in connectivity patterns. The directness is also supported, as both phenotype and feature are named.",,Mistral 7B
313,28377176,Short- and long-range functional connectivity density alterations in adolescents with pure conduct disorder at resting-state.,2017,Neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),conduct disorder,associated_with,higher,,direct,0.8,"Increased short-range FCD values in the bilateral PCC, the bilateral PCUN, and increased long-range FCD values in the left MCC showed significant correlations with the impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity density,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and increased functional connectivity density in specific brain regions.,,Mistral 7B
314,32113043,Brain functional connectome-based prediction of individual decision impulsivity.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,1.0,We found that CPM successfully and reliably predicted the delay discounting scores in novel individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (predicts), and direction (unclear) when stated. The directness is also supported as the sentence names both phenotype and feature.",,Mistral 7B
316,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares IGD participants to healthy controls, showing a decrease in VMHC between specific brain regions, which supports the claim of lower functional connectivity associated with impulsivity in the context of Internet gaming disorder.",,Mistral 7B
317,27252633,Reduced Functional Connectivity within the Mesocorticolimbic System in Substance Use Disorders: An fMRI Study of Puerto Rican Young Adults.,2016,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Substance Use Disorders,associated_with,lower,potentially by chronically promoting reward seeking behaviors,direct,0.8,Individuals with SUD had decreased connectivity between the nucleus accumbens (NAcc) and several regions within the MCLS.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,,Mistral 7B
320,33047425,Resting-state connectome-based support-vector-machine predictive modeling of internet gaming disorder.,2021,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,predicts,unclear,,direct,0.6,"The modified CPM was conducted with respect to classification and regression. A comparison of whole-brain and network-based analyses showed that the default-mode network (DMN) is the most informative network in predicting IGD both in classification (individual identification accuracy = 78.76%) and regression (correspondence between predicted and actual psychometric scale score: r = 0.44, P < 0.001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,internet gaming disorder (IGD),functional connectivity in the default-mode network (DMN),predicts,The sentence clearly supports the claim by stating that the default-mode network (DMN) is the most informative network in predicting IGD.,,Mistral 7B
321,24746086,[Functional connectivity of temporal parietal junction in online game addicts:a resting-state functional magnetic resonance imaging study].,2014,Zhonghua yi xue za zhi,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),online game addiction,associated_with,unclear,,indirect,0.7,"Compared with the controls, right TPJ in online game addicts showed decreased functional connectivity with bilateral ventromedial prefrontal cortex (VMPFC), bilateral hippocampal gyrus and bilateral amygdaloid nucleus, but increased functional connectivity with right cuneus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence clearly supports the extracted claim by describing a specific brain region (TPJ) and its functional connectivity differences between online game addicts and controls. The phenotype of impulsivity is implied by the context of online game addiction, and the feature type of functional connectivity is directly mentioned. The relationship of association is also clear, and the direction of decreased functional connectivity is specified. The directness of the claim is indirect, as it is describing a correlation between brain regions rather than a direct cause-and-effect relationship.",,Mistral 7B
324,41005016,Resting-state functional connectivity insights: dorsolateral prefrontal cortex and superior parietal lobule in self-control and cognitive reappraisal.,2025,Brain and cognition,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,The neuroimaging results revealed the functional connectivity between the dorsolateral prefrontal cortex (dlPFC) and superior parietal lobule (SPL) was associated with self-control and played a mediating role in the association with cognitive reappraisal.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between the functional connectivity of the dlPFC and SPL with self-control and cognitive reappraisal.",,Mistral 7B
326,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between binge drinking and altered resting state functional connectivity of reward-salience and top down control networks, which is related to impulsivity (general).",,Mistral 7B
329,40305882,"Functional connectivity anomalies in medication-naive children with ADHD: Diagnostic potential, symptoms interpretation, and a mediation model.",2025,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,compensating for impaired frontal regulation,direct,0.89,"Children with ADHD exhibited beta (β) band hypo-connectivity in frontal regions (Fp2-F4, Fp1-Cz, F7-Cz) and theta (θ) band hyper-connectivity in left parietal-central networks (C3-P7, P3-P7, etc.).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (unclear) when stated. The direction is unclear, but the extracted direction captures the relevant part exactly.",,Mistral 7B
332,26582309,Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.,2015,Behavioral and brain functions : BBF,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,1.0,"In comparison with HCs, individuals with IGD had significantly decreased rsFC between the VTA and right NAcc.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares individuals with IGD to HCs, and states a significant decrease in rsFC between the VTA and right NAcc, which matches the extracted claim.",,Mistral 7B
333,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,"reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward",unclear,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,,,,Mistral 7B
336,40913110,Impulsivity and neuroticism share distinct functional connectivity signatures with alcohol-use risk in youth.,2026,Molecular psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Increases in impulsivity are associated with risk for alcohol-use initiation and other risk behaviors.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated with,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype, functional connectivity as a feature type, association as a relationship, and does not specify direction or directness, but the extracted claim's unclear direction and directness are supported by the sentence's general phrasing.",,Mistral 7B
341,37248201,Corticostriatal connectivity mediates the reciprocal relationship between parent-reported sleep duration and impulsivity in early adolescents.,2023,"Journal of child psychology and psychiatry, and allied disciplines",impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,reduced corticostriatal connectivity,direct,0.8,"We found that less sleep duration is significantly associated with higher positive and negative urgency, which are two affect-related components of impulsivity. In addition, we observed a link between short sleep duration and reduced corticostriatal connectivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), and direction (unclear) when stated. The sentence also supports the directness (direct) as it names both phenotype and feature.",,Mistral 7B
344,36987598,Transdiagnostic Connectome-Based Prediction of Craving.,2023,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,predicts,unclear,,direct,0.8,"CPM successfully predicted craving, thereby identifying a transdiagnostic 'craving network.'",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,craving,functional connectivity,direct,"The sentence clearly supports the claim by stating that CPM predicted craving, which is a direct association between a phenotype (craving) and a feature (functional connectivity).",,Mistral 7B
346,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,motor impulsivity,unknown,associated_with,unclear,,unclear,0.7,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,structural connectivity,associated with,"The sentence clearly supports the claim, mentioning a specific association between motor impulsivity and structural connectivity.",,Mistral 7B
347,30273626,Mesolimbic connectivity signatures of impulsivity and BMI in early adolescence.,2019,Appetite,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Connectivity within this network which included the hippocampi, amygdalae, parahippocampal gyri and the regions of interest, correlated positively with impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity in a specific brain network.",,Mistral 7B
351,33236526,Reduced frontostriatal functional connectivity and associations with severity of Internet gaming disorder.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.8,"Decreased FC was predominantly observed in IGD subjects, with IGD subjects showing decreased FC between the putamen and superior frontal gyrus (SFG), middle frontal gyrus (MFG), and inferior frontal gyrus (IFG) and the ventral striatum and IFG, superior temporal gyrus, and MFG.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between reduced frontostriatal functional connectivity and impulsivity in Internet gaming disorder subjects.",,Mistral 7B
353,33564081,Alterations in reward network functional connectivity are associated with increased food addiction in obese individuals.,2021,Scientific reports,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),food addiction,associated_with,higher,dysregulation of the dopaminergic pathway,direct,0.8,Individuals with food addiction showed greater connectivity between regions of the reward network suggesting dysregulation of the dopaminergic pathway.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning the association between impulsivity (general) and functional connectivity in the context of food addiction, with a higher direction and direct relationship.",,Mistral 7B
355,36244800,Neuroanatomical Correlates of Emotion-Related Impulsivity.,2023,Biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Lower cortical gyrification in the right lateral OFC was associated with high ERI severity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim by stating a specific association between cortical gyrification and ERI severity, which is a type of impulsivity. The direction of the association is implied to be positive, as high ERI severity is associated with lower cortical gyrification.",,Mistral 7B
356,24878823,"Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity.",2015,Brain structure & function,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Card-sorting performance correlated positively with FC between bilateral anterior insula and midcingulate cortex/supplementary motor area.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,The sentence clearly supports the extracted claim by stating a positive correlation between impulsivity and functional connectivity between specific brain regions.,,Mistral 7B
363,25282597,Differences in functional connectivity between alcohol dependence and internet gaming disorder.,2015,Addictive behaviors,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,differences,unclear,,unclear,0.7,"Both AD and IGD subjects have positive functional connectivity between the dorsolateral prefrontal cortex (DLPFC), cingulate, and cerebellum. In addition, both groups have negative functional connectivity between the DLPFC and the orbitofrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim by describing differences in functional connectivity between the brain regions mentioned, which is associated with impulsivity. The direction of the relationship is also clear, as it mentions positive and negative functional connectivity.",,Mistral 7B
365,36149062,Reduced brain activity and functional connectivity during creative idea generation in individuals with smartphone addiction.,2023,Social cognitive and affective neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,direct,0.8,The prefrontal cortex (PFC) and temporal regions were less active during creative idea generation in the SAT group than in the HC group.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the association between impulsivity (general) and lower functional connectivity, specifically in the prefrontal cortex and temporal regions during creative idea generation.",,Mistral 7B
366,27119360,Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.,2016,Experimental brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,reduced ability to inhibit motor responses to internet gaming or diminished executive control over craving for internet gaming,direct,0.8,"The IGD group showed decreased functional connectivity between left posterior insula and bilateral supplementary motor area and middle cingulated cortex, between right posterior insula and right superior frontal gyrus, and decreased functional integration between insular subregions.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,The sentence clearly supports the extracted claim by stating a specific association between the phenotype (impulsivity) and a feature (functional connectivity) in a particular direction (lower) in the context of internet gaming disorder.,,Mistral 7B
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,decreased response inhibition,direct,0.7,Functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim with a clear association between functional connectivity and attitudes of anger and aggression, which is related to impulsivity.",,Mistral 7B
371,25073506,"Cortical thinning, functional connectivity, and mood-related impulsivity in schizophrenia: relationship to aggressive attitudes and behavior.",2014,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),schizophrenia,associated_with,unclear,,unclear,0.8,"Urgency scores correlated with reduced cortical thickness in ventral prefrontal regions including the right frontal pole, the medial and lateral orbitofrontal gyrus and inferior frontal gyri, and the rostral anterior cingulate cortex. In patients, reduced resting-state functional connectivity in some of these regions was associated with higher urgency.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,associated with,"The sentence clearly supports the claim by stating a correlation between urgency scores and reduced cortical thickness, and also mentions reduced resting-state functional connectivity in some regions associated with higher urgency.",,Mistral 7B
372,24367675,Increased functional connectivity between prefrontal cortex and reward system in pathological gambling.,2013,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,nonplanning impulsivity,pathological gambling,associated_with,higher,unclear,direct,0.8,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness,",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence directly supports the claim by mentioning a specific brain region (right middle frontal gyrus) and its increased connectivity to another region (right striatum) in PG patients compared to controls, which is also correlated with nonplanning impulsivity.",,Mistral 7B
373,40032530,Cocaine Self-Administration Increases Impulsive Decision-Making in Low-Impulsive Rats Associated with Impaired Functional Connectivity in the Mesocorticolimbic System.,2025,eNeuro,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,reduced functional connectivity and DA receptor expression,direct,0.8,"Chronic cocaine SA selectively increased impulsive choice in low-impulsive rats. Resting-state fMRI analysis revealed a negative correlation between impulsivity and functional connectivity between the midbrain and frontal cortex, as well as between the thalamus and frontal cortex in low-impulsive rats.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negative,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated.",,Mistral 7B
377,30054871,Internet gaming disorder: deficits in functional and structural connectivity in the ventral tegmental area-Accumbens pathway.,2019,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.8,Both the NAc and medial orbitofrontal cortex (mOFC) showed lower RSFC with VTA in IGD subjects compared with controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and lower functional connectivity in the VTA-NAc pathway in IGD subjects compared to controls.",,Mistral 7B
379,34262129,Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.,2021,Communications biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,unclear,direct,0.8,IGD relative to RGU subjects showed higher dorsal-striatum-to-MFG functional connectivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the claim by stating a higher functional connectivity between dorsal-striatum and MFG in IGD subjects compared to RGU subjects.,,Mistral 7B
382,25553620,A selective involvement of putamen functional connectivity in youth with internet gaming disorder.,2015,Brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,direct,0.7,Adolescents with internet gaming disorder showed significantly reduced dorsal putamen functional connectivity with the posterior insula-parietal operculum.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,reduced,"The sentence directly states that adolescents with internet gaming disorder have reduced functional connectivity, which is a direct association between a phenotype (impulsivity) and a feature (functional connectivity). The direction is also supported as reduced.",,Mistral 7B
383,34861396,Individual differences in (dis)honesty are represented in the brain's functional connectivity at rest.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"Functional connectivity, especially between brain networks linked to self-referential thinking (vmPFC, temporal poles, and PCC) and reward processing (caudate nucleus), reliably correlates with participants' propensity to cheat.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positively,"The sentence clearly supports the extracted claim, mentioning a direct relationship between impulsivity (general) and functional connectivity, specifically in brain networks linked to self-referential thinking and reward processing.",,Mistral 7B
384,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,unclear,direct,0.9,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the association between impulsivity (general) and higher functional connectivity in the risk-taking group.,,Mistral 7B
386,32214339,Alcohol effects on globus pallidus connectivity: Role of impulsivity and binge drinking.,2020,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,alcohol-induced changes,unclear,0.7,"We found that individuals with greater number of drinks or heavy drinking days in the recent past had greater alcohol-induced deficits in GPe connectivity, particularly to the striatum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,The sentence clearly supports the claim by stating a relationship between alcohol-induced changes and a specific feature of functional connectivity in individuals with greater number of drinks or heavy drinking days.,,Mistral 7B
389,25445475,Decreased functional connectivity in an executive control network is related to impaired executive function in Internet gaming disorder.,2015,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.8,IGD subjects show lower functional connectivity in ECNs than do HC participants during resting state,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by stating a specific phenotype (impulsivity), feature (functional connectivity), relationship (associated with), direction (lower), and directness (direct).",,Mistral 7B
390,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,keep,yes,no,no,no,no,no,impulsivity (general),,,"The sentence supports the phenotype but does not provide information about the feature, relationship, direction, or directness.",,Mistral 7B
