record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,correlates_with,lower,,direct,0.85,"VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,"NEO Personality Inventory-Revised impulsivity, Barratt Impulsiveness Scale-11 motor impulsiveness","ventral striatum-DMPFC functional connectivity, ventral striatum-hippocampus functional connectivity",lower,"The sentence mentions specific impulsivity measures and functional connectivity, but it does not directly state that the ventral striatum is involved. Additionally, the direction and directness need to be corrected to match the extracted claim.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""correlates_with"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""NEO Personality Inventory-Revised impulsivity, Barratt Impulsiveness Scale-11 motor impulsiveness"",
  ""corrected_feature_type"": ""ventral striatum-DMPFC functional connectivity, ventral striatum-hippocampus functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions specific impulsivity measures and functional connectivity, but it does not directly state that the ventral striatum is involved. Additionally, the direction and directness need to be corrected to match the extracted claim.""
}"
46,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),neurodevelopmental conditions,associated_with,higher,,direct,0.8,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,hyperactivity and impulsivity traits,behavioral symptoms,higher,The sentence supports the relationship and direction but does not directly mention functional connectivity as the feature. The phenotype is supported but is more accurately described as 'hyperactivity and impulsivity traits'.,,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""hyperactivity and impulsivity traits"",
    ""corrected_feature_type"": ""behavioral symptoms"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence supports the relationship and direction but does not directly mention functional connectivity as the feature. The phenotype is supported but is more accurately described as 'hyperactivity and impulsivity traits'.""
}"
47,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Pathological Gambling (PG) and other Impulse Control Disorders (ICDs),correlates_with,higher,,indirect,0.8,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,impulsivity (general),impulsivity traits,higher,"The sentence supports the relationship between anhedonia and higher impulsivity traits, but it does not directly state that impulsivity correlates with anhedonia. The feature type is not explicitly mentioned, and the directness is indirect.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""impulsivity traits"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports the relationship between anhedonia and higher impulsivity traits, but it does not directly state that impulsivity correlates with anhedonia. The feature type is not explicitly mentioned, and the directness is indirect.""
}"
48,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),OUD participants undergoing MMT,correlates_with,lower,,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,no,yes,no,yes,impulsivity (general),attentional control,lower,"The sentence mentions a group difference in scores related to attentional control but does not directly state a correlation between impulsivity and attentional control. The direction of the effect is supported, but the phenotype and feature are not clearly identified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""attentional control"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference in scores related to attentional control but does not directly state a correlation between impulsivity and attentional control. The direction of the effect is supported, but the phenotype and feature are not clearly identified.""
}"
49,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any specific information about impulsivity or any other phenotype, feature, or their relationship. It also does not indicate a clear direction or directness of the relationship.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any specific information about impulsivity or any other phenotype, feature, or their relationship. It also does not indicate a clear direction or directness of the relationship.""}"
50,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,frontoparietal/control network,functional connectivity,attentional impulsivity,children with attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"Furthermore, this aberrant connectivity of the frontoparietal control network in ADHD was associated with symptoms of impulsivity and opposition-defiance, as well as impaired response inhibition and attentional control.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,attentional impulsivity,functional connectivity,unclear,"The sentence mentions symptoms of impulsivity and opposition-defiance, which are related to attentional impulsivity, and the frontoparietal control network, which is the feature. However, it does not directly state the association between the frontoparietal control network and attentional impulsivity. The direction of the relationship is also unclear.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions symptoms of impulsivity and opposition-defiance, which are related to attentional impulsivity, and the frontoparietal control network, which is the feature. However, it does not directly state the association between the frontoparietal control network and attentional impulsivity. The direction of the relationship is also unclear.""
}"
51,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence does not provide any specific information about a phenotype-feature relationship or direction, and it only mentions a group difference without directly linking to attentional impulsivity.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide any specific information about a phenotype-feature relationship or direction, and it only mentions a group difference without directly linking to attentional impulsivity.""}"
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,unknown,BOLD variability,impulsivity (general),internet gaming addiction,associated_with,unclear,,indirect,0.6,Our results suggest that long-time online game playing enhanced the brain synchronization in sensory-motor coordination related brain regions and decreased the excitability in visual and auditory related brain regions.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses changes in brain synchronization and excitability in sensory-motor and visual-auditory regions, which do not directly support the phenotype of impulsivity or the feature type of BOLD variability. It also does not provide a clear relationship, direction, or directness of the association between impulsivity and BOLD variability.",,"{
    ""support_score"": 0,
    ""decision"": ""drop"",
    ""phenotype_supported"": false,
    ""feature_supported"": false,
    ""relationship_supported"": false,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": null,
    ""corrected_feature_type"": null,
    ""corrected_direction"": null,
    ""rationale"": ""The sentence discusses changes in brain synchronization and excitability in sensory-motor and visual-auditory regions, which do not directly support the phenotype of impulsivity or the feature type of BOLD variability. It also does not provide a clear relationship, direction, or directness of the association between impulsivity and BOLD variability.""
}"
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,unknown,unknown,nonplanning impulsivity,"ADHD-I, ADHD-C, TDC",correlates_with,lower,,indirect,0.7,"Children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,The sentence discusses structural connectivity and network efficiency in the DMN without mentioning nonplanning impulsivity or any specific feature type. It also does not provide a clear correlation or directionality regarding the phenotype and feature.,,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses structural connectivity and network efficiency in the DMN without mentioning nonplanning impulsivity or any specific feature type. It also does not provide a clear correlation or directionality regarding the phenotype and feature.""
}"
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,impulsivity (general),"Internet gaming disorder, childhood ADHD",associated_with,unclear,,direct,0.85,The strength of connectivity between the PCC and cerebellum (crus II) was positively correlated with self-reporting scales reflecting impulsiveness.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,impulsivity (self-reported),connectivity strength,positive,The sentence mentions a correlation with impulsiveness but does not specify that it is related to Internet gaming disorder or childhood ADHD. It also does not directly state that the connectivity is associated with impulsivity but rather with self-reporting scales reflecting impulsiveness. The direction and directness need to be clarified.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (self-reported)"",
  ""corrected_feature_type"": ""connectivity strength"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence mentions a correlation with impulsiveness but does not specify that it is related to Internet gaming disorder or childhood ADHD. It also does not directly state that the connectivity is associated with impulsivity but rather with self-reporting scales reflecting impulsiveness. The direction and directness need to be clarified.""
}"
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),resting-state functional connectivity,higher,"The sentence directly states a positive correlation between delay discounting (a measure of impulsivity) and resting-state functional connectivity (RSFC) between specific brain regions, which aligns with the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""resting-state functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states a positive correlation between delay discounting (a measure of impulsivity) and resting-state functional connectivity (RSFC) between specific brain regions, which aligns with the extracted claim.""
}"
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Borderline personality disorder,associated_with,unclear,,indirect,0.5,"aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,impulsivity (general),functional connectivity,unclear,"The sentence mentions aberrant functional connectivity in BPD compared to controls, which indirectly suggests an association with impulsivity, but does not directly state the relationship. The direction of the relationship is unclear, and the sentence does not specify the exact brain regions involved in the functional connectivity that relate to impulsivity.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""functional connectivity"",
    ""corrected_direction"": ""unclear"",
    ""rationale"": ""The sentence mentions aberrant functional connectivity in BPD compared to controls, which indirectly suggests an association with impulsivity, but does not directly state the relationship. The direction of the relationship is unclear, and the sentence does not specify the exact brain regions involved in the functional connectivity that relate to impulsivity.""
}"
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,moderates,unclear,,direct,0.85,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,affect-related impulsivity,functional connectivity,unclear,"The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between sleep quality and impulsivity through functional connectivity, but it does not directly state that poor sleep quality leads to greater impulsivity. The direction of the relationship is unclear, and the directness is also questionable as the sentence is somewhat indirect.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""affect-related impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between sleep quality and impulsivity through functional connectivity, but it does not directly state that poor sleep quality leads to greater impulsivity. The direction of the relationship is unclear, and the directness is also questionable as the sentence is somewhat indirect.""
}"
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,unknown,internet gaming disorder,correlates_with,lower,negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,0.85,This relationship was suppressed by response consistency3 in PIGD.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The evidence sentence does not provide any information about a phenotype-feature relationship, and instead discusses suppression by response consistency in PIGD, which is an overclaim.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": true, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The evidence sentence does not provide any information about a phenotype-feature relationship, and instead discusses suppression by response consistency in PIGD, which is an overclaim.""}"
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,impulsivity (general),FDG metabolism,higher,"The sentence mentions a group difference in metabolism but does not specify BOLD variability as the feature. It also does not directly state that impulsivity is associated with increased metabolism, making the directness of the claim unclear. Additionally, the sentence suggests a broader metabolic change rather than a specific brain system.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""FDG metabolism"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence mentions a group difference in metabolism but does not specify BOLD variability as the feature. It also does not directly state that impulsivity is associated with increased metabolism, making the directness of the claim unclear. Additionally, the sentence suggests a broader metabolic change rather than a specific brain system.""
}"
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.9,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states that right lateral prefrontal model-based signatures were reduced in high-impulsive individuals, which aligns with the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states that right lateral prefrontal model-based signatures were reduced in high-impulsive individuals, which aligns with the extracted claim.""
}"
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,indirect,0.7,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,impulsivity (general),functional connectivity,lower,"The sentence mentions a group difference (IGD participants vs. healthy controls) and a decrease in functional connectivity, which supports the relationship and direction. However, it does not directly state that impulsivity is associated with this change in functional connectivity, making the claim indirect. Additionally, the sentence does not specify the exact brain system involved.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""functional connectivity"",
    ""corrected_direction"": ""lower"",
    ""rationale"": ""The sentence mentions a group difference (IGD participants vs. healthy controls) and a decrease in functional connectivity, which supports the relationship and direction. However, it does not directly state that impulsivity is associated with this change in functional connectivity, making the claim indirect. Additionally, the sentence does not specify the exact brain system involved.""
}"
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,borderline personality disorder,correlates_with,higher,,direct,0.8,greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,yes,no,yes,attention impulsivity,anterior insula and anterior cingulate cortex (AI&ACC),higher,The sentence mentions a correlation but does not specify the exact brain region or feature type. It also implies a group difference rather than a direct association between the phenotype and feature.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attention impulsivity"",
  ""corrected_feature_type"": ""anterior insula and anterior cingulate cortex (AI&ACC)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a correlation but does not specify the exact brain region or feature type. It also implies a group difference rather than a direct association between the phenotype and feature.""
}"
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,correlates_with,higher,,direct,0.8,"the region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,serotonin 2A receptor binding,higher,"The sentence directly states a significant positive correlation between non-planning impulsiveness and serotonin 2A receptor binding (as measured by [11C]MDL100907 BPND) in the caudate, supporting all aspects of the claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""nonplanning impulsivity"",
  ""corrected_feature_type"": ""serotonin 2A receptor binding"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states a significant positive correlation between non-planning impulsiveness and serotonin 2A receptor binding (as measured by [11C]MDL100907 BPND) in the caudate, supporting all aspects of the claim.""
}"
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network,EEG connectivity,nonplanning impulsivity,Alcohol use disorder,associated_with,higher,"hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity",direct,0.8,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states that the AUD group showed hyperconnectivity among 25 of 29 significant connections, which is associated with aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity. This aligns with the extracted claim on nonplanning impulsivity being associated with higher hyperconnectivity in the default mode network.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states that the AUD group showed hyperconnectivity among 25 of 29 significant connections, which is associated with aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity. This aligns with the extracted claim on nonplanning impulsivity being associated with higher hyperconnectivity in the default mode network.""
}"
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.9,trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states a positive correlation between trait impulsivity and the functional connectivity (rsFC) between the left full amygdala and the right dorsolateral prefrontal cortex, which aligns with the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states a positive correlation between trait impulsivity and the functional connectivity (rsFC) between the left full amygdala and the right dorsolateral prefrontal cortex, which aligns with the extracted claim.""
}"
