record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
1,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,prefrontal cortex,functional connectivity,impulsivity (general),bipolar disorder with or without a history of suicide attempts,association,lower,specific PFC-based FC alterations,indirect,moderate,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity (general),functional connectivity,lower,The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity. It also does not specify the direction or directness of the relationship.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""association"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference but does not directly state an association between impulsivity and functional connectivity. It also does not specify the direction or directness of the relationship.""
}"
2,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,indirect,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),cortical folding,higher,"The sentence provides evidence of an association between impulsivity (as measured by BIS subscores) and cortical folding in various brain regions. However, the feature type is not explicitly named as 'cortical folding', and the directness is marked as indirect since the evidence is derived from BIS subscores rather than directly measuring impulsivity.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""cortical folding"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence provides evidence of an association between impulsivity (as measured by BIS subscores) and cortical folding in various brain regions. However, the feature type is not explicitly named as 'cortical folding', and the directness is marked as indirect since the evidence is derived from BIS subscores rather than directly measuring impulsivity.""
}"
3,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,worse quality of life,higher,,direct,significant,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale, and by relative impairments in extra-dimensional set-shifting and quality of decision-making.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,no,yes,yes,no,no,quality of life,impulsiveness,higher,"The sentence directly states that worse quality of life is explained by higher impulsiveness, which supports the relationship and direction. However, it does not explicitly name the phenotype and feature types.",,"{
    ""support_score"": 2,
    ""decision"": ""keep"",
    ""phenotype_supported"": false,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""quality of life"",
    ""corrected_feature_type"": ""impulsiveness"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence directly states that worse quality of life is explained by higher impulsiveness, which supports the relationship and direction. However, it does not explicitly name the phenotype and feature types.""
}"
4,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,"['obsessive-compulsive disorder', 'eating disorder']",higher levels of impulsivity,higher,,indirect,moderate,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11 however; only the OCD demonstrated increased stop-signal reaction time.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,yes,no,yes,impulsivity,behavioral,higher,"The sentence mentions higher levels of impulsivity but does not specify the exact phenotype or feature type. It also implies a direct relationship but does not name both phenotype and feature explicitly. Additionally, it overclaims by suggesting that only OCD demonstrated increased stop-signal reaction time, which is not supported by the given evidence.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity"",
  ""corrected_feature_type"": ""behavioral"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions higher levels of impulsivity but does not specify the exact phenotype or feature type. It also implies a direct relationship but does not name both phenotype and feature explicitly. Additionally, it overclaims by suggesting that only OCD demonstrated increased stop-signal reaction time, which is not supported by the given evidence.""
}"
5,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,insula,functional connectivity,unknown,young adults,enhanced,unclear,"involved in salience, craving, self-monitoring, and attention; involved in interoception, movement control, and auditory processing",indirect,strong,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous, which are involved in salience, craving, self-monitoring, and attention.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,yes,Internet gaming disorder subjects,resting-state functional connectivity,compared to healthy controls,"The sentence directly states an enhanced rsFC relationship and compares IGD subjects to HCs, supporting the claim. However, the directness is marked as false because the sentence does not explicitly state that the rsFC is directly related to the phenotypic condition. Additionally, the sentence overclaims by mentioning brain functions not directly supported by the evidence.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": ""IGDs"",
  ""feature_supported"": ""rsFC between the anterior insula and a network of regions"",
  ""relationship_supported"": ""enhanced"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Internet gaming disorder subjects"",
  ""corrected_feature_type"": ""resting-state functional connectivity"",
  ""corrected_direction"": ""compared to healthy controls"",
  ""rationale"": ""The sentence directly states an enhanced rsFC relationship and compares IGD subjects to HCs, supporting the claim. However, the directness is marked as false because the sentence does not explicitly state that the rsFC is directly related to the phenotypic condition. Additionally, the sentence overclaims by mentioning brain functions not directly supported by the evidence.""
}"
6,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,,unknown,impulsivity (general),post-COVID,showed,lower,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,impulsivity (general),cognitive function,lower,"The sentence mentions impulsivity as a phenotype and shows a lower z-score, supporting the relationship and direction. However, the feature type is not specified, and the directness is unclear as the exact cognitive function is not named.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""cognitive function"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions impulsivity as a phenotype and shows a lower z-score, supporting the relationship and direction. However, the feature type is not specified, and the directness is unclear as the exact cognitive function is not named.""
}"
7,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), parahippocampal areas",functional connectivity,impulsivity (general),UK Biobank participants,higher functional connectivity,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,strong,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,yes,risk-taking,functional connectivity,higher,"The sentence supports the phenotype (risk-taking) and feature (functional connectivity) with a higher relationship. However, it does not directly state that the functional connectivity is higher in the context of impulsivity (general). Additionally, the sentence does not explicitly state that the relationship is direct.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""risk-taking"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports the phenotype (risk-taking) and feature (functional connectivity) with a higher relationship. However, it does not directly state that the functional connectivity is higher in the context of impulsivity (general). Additionally, the sentence does not explicitly state that the relationship is direct.""
}"
8,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,"left IFG, right hippocampus, right caudate",functional connectivity,unknown,internet gaming disorder,negative correlation,unclear,promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,strong,"In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,yes,no,no,loss aversion,bottom-to-up neuromodulation,negative correlation,"The sentence directly states a negative correlation between reduced loss aversion and bottom-to-up neuromodulation from the right hippocampus to the left IFG. However, it does not explicitly mention the left IFG, right hippocampus, and right caudate as part of the brain system, hence directness_supported=false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""loss aversion"",
  ""corrected_feature_type"": ""bottom-to-up neuromodulation"",
  ""corrected_direction"": ""negative correlation"",
  ""rationale"": ""The sentence directly states a negative correlation between reduced loss aversion and bottom-to-up neuromodulation from the right hippocampus to the left IFG. However, it does not explicitly mention the left IFG, right hippocampus, and right caudate as part of the brain system, hence directness_supported=false.""
}"
9,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,,unknown,unknown,Individuals diagnosed with IGD,functional connectivity,unclear,,unclear,,"Primary outcome measures will include electroencephalography (EEG) data (band power, functional connectivity, source localization, and N2/P3 amplitudes),",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,Individuals diagnosed with IGD,functional connectivity,unclear,The sentence mentions functional connectivity as a measure but does not specify a phenotype or feature. It also does not indicate a clear direction or directness of the relationship.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Individuals diagnosed with IGD"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions functional connectivity as a measure but does not specify a phenotype or feature. It also does not indicate a clear direction or directness of the relationship.""
}"
10,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,"default mode network (DMN), salience networks (SN)",dynamic connectivity,attentional impulsivity,drug-naïve children,abnormal FS and dFC in ADHD,higher,Stroop test performance correlated with decreased FS in bilateral SFG,direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,no,no,no,yes,attentional impulsivity,dynamic functional architecture,"decreased FS in bilateral SFG, increased FS in right MTG, increased dFC between bilateral SFG and left insula, decreased dFC between right MTG and left cerebellum posterior lobe",The sentence provides information about group differences in dynamic functional architecture but does not directly state an abnormal relationship between attentional impulsivity and dynamic connectivity. The direction and directness need to be specified more clearly.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""dynamic functional architecture"",
  ""corrected_direction"": ""decreased FS in bilateral SFG, increased FS in right MTG, increased dFC between bilateral SFG and left insula, decreased dFC between right MTG and left cerebellum posterior lobe"",
  ""rationale"": ""The sentence provides information about group differences in dynamic functional architecture but does not directly state an abnormal relationship between attentional impulsivity and dynamic connectivity. The direction and directness need to be specified more clearly.""
}"
11,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,functional connectivity,unknown,neuropsychological and neurobiologic studies,may be structurally or functionally different,unclear,not specified,indirect,suggestive,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,no,no,yes,ADHD,frontal cortical-basal ganglia connections,unclear,"The sentence supports the relationship between ADHD and differences in functional connectivity in frontal cortical-basal ganglia connections. However, it overclaims by suggesting a broader circuitry difference without specifying the exact connections. The direction of the relationship is unclear.",,"{
    ""support_score"": 2,
    ""decision"": ""keep"",
    ""phenotype_supported"": null,
    ""feature_supported"": ""functional connectivity"",
    ""relationship_supported"": ""may be structurally or functionally different"",
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""ADHD"",
    ""corrected_feature_type"": ""frontal cortical-basal ganglia connections"",
    ""corrected_direction"": ""unclear"",
    ""rationale"": ""The sentence supports the relationship between ADHD and differences in functional connectivity in frontal cortical-basal ganglia connections. However, it overclaims by suggesting a broader circuitry difference without specifying the exact connections. The direction of the relationship is unclear.""
}"
12,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"salience network (SN), right and left executive control networks (ECNs), ventral default mode network (vDMN), somatomotor network (SMN)",functional connectivity,motor impulsivity,response inhibition,causal,unclear,"interhemispheric integration between the right and left ECNs, causal excitatory modulation from the right executive control network (rECN) to the vDMN",direct,significant,"We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN). Under conditions of unsuccessful response inhibition, the SN, bilateral ECNs, and somatomotor network (SMN) were found to be prominently activated. Furthermore, we identified a significant correlation between the inhibitory influence from the SMN to the SN and the commission error rate. Finally, correlation analyses between self-reported impulsivity levels and causal network interactions revealed that highly impulsive individuals require greater interhemispheric integration between the right and left ECNs for effective inhibition, as well as a causal excitatory modulation from the right executive control network (rECN) to the vDMN.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,no,no,no,yes,motor impulsivity,functional connectivity,inhibitory,"The sentence mentions an inhibitory influence from the vDMN to the lECN and a correlation with the commission error rate, which indirectly supports motor impulsivity. However, the relationship is not explicitly stated as causal, and the direction is not clearly specified as inhibitory. The directness is also not supported as the sentence does not directly state the relationship between the phenotype and the feature.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""motor impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""inhibitory"",
  ""rationale"": ""The sentence mentions an inhibitory influence from the vDMN to the lECN and a correlation with the commission error rate, which indirectly supports motor impulsivity. However, the relationship is not explicitly stated as causal, and the direction is not clearly specified as inhibitory. The directness is also not supported as the sentence does not directly state the relationship between the phenotype and the feature.""
}"
1,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,ventral striatum,functional connectivity,impulsivity (general),antisocial personality disorder,association,lower,monoamine oxidase-A level,indirect,moderate,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,Barratt Impulsiveness Scale-11 motor impulsiveness,VSs-DMPFC FC,lower,The sentence mentions a group difference but does not directly state an association between ventral striatum monoamine oxidase-A binding and functional connectivity with impulsivity. It also does not specify the direction of the relationship.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity (general)"",
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""association"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Barratt Impulsiveness Scale-11 motor impulsiveness"",
  ""corrected_feature_type"": ""VSs-DMPFC FC"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference but does not directly state an association between ventral striatum monoamine oxidase-A binding and functional connectivity with impulsivity. It also does not specify the direction of the relationship.""
}"
2,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,"insula-orbitofrontal-parietal regions, lateral prefrontal and anterior cingulate regions",unknown,impulsivity (general),scores on the Barratt Impulsiveness Scale (BIS),association,higher,comprehension of cognitive and affective information associated with risk-taking decision making,indirect,moderate,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,no,yes,impulsivity (high) vs impulsivity (low),activation,higher,"The sentence clearly indicates an association between higher impulsivity and stronger activation in certain brain regions, supporting the phenotype and direction. However, the feature type is not specified, and the directness is not fully supported as the sentence does not directly measure the relationship.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (high) vs impulsivity (low)"",
  ""corrected_feature_type"": ""activation"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly indicates an association between higher impulsivity and stronger activation in certain brain regions, supporting the phenotype and direction. However, the feature type is not specified, and the directness is not fully supported as the sentence does not directly measure the relationship.""
}"
3,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),non-suicidal self-injury (NSSI),association,higher,,indirect,moderate,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,no,yes,yes,no,no,impulsivity (general),"behavioral disinhibition, risky decision-making, delay discounting",higher,"The sentence supports the relationship between self-injurers and higher impulsivity, specifically through self-reported and performance-based measures. However, it does not directly name impulsivity as the phenotype, and the feature type is not explicitly stated.",,"{
    ""support_score"": 1,
    ""decision"": ""keep"",
    ""phenotype_supported"": true,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""behavioral disinhibition, risky decision-making, delay discounting"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence supports the relationship between self-injurers and higher impulsivity, specifically through self-reported and performance-based measures. However, it does not directly name impulsivity as the phenotype, and the feature type is not explicitly stated.""
}"
4,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,association,higher,,indirect,moderate,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,anhedonia,"impulsivity traits, frontal dysfunctions",higher,"The sentence directly states that the PG-group had a significantly higher incidence of anhedonia and higher scores on the SHAPS and Barratt Impulsiveness Scale, indicating an association with higher levels of these features. However, the sentence is indirect in naming the exact relationship between anhedonia and the other features.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""anhedonia"",
  ""corrected_feature_type"": ""impulsivity traits, frontal dysfunctions"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states that the PG-group had a significantly higher incidence of anhedonia and higher scores on the SHAPS and Barratt Impulsiveness Scale, indicating an association with higher levels of these features. However, the sentence is indirect in naming the exact relationship between anhedonia and the other features.""
}"
5,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain,functional connectivity,impulsivity (general),,association,higher,,indirect,moderate,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,higher,"The sentence mentions an association between impulsivity and altered resting-state brain functional connectivity, but it does not directly state that higher impulsivity is associated with higher functional connectivity. The direction and directness are not explicitly supported.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions an association between impulsivity and altered resting-state brain functional connectivity, but it does not directly state that higher impulsivity is associated with higher functional connectivity. The direction and directness are not explicitly supported.""
}"
6,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,impulse control areas,functional connectivity,unknown,neurobiological correlates,reduced activity,lower,impulsive behavior,indirect,moderate,reduced activity in impulse control areas and impaired decision making,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,yes,no,yes,impulsive behavior,functional connectivity,lower,"The sentence mentions reduced activity in impulse control areas, which indirectly supports the claim. However, it does not directly state the relationship with functional connectivity, and it overclaims by mentioning impaired decision making without linking it to the extracted claim.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": null,
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""reduced activity"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsive behavior"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions reduced activity in impulse control areas, which indirectly supports the claim. However, it does not directly state the relationship with functional connectivity, and it overclaims by mentioning impaired decision making without linking it to the extracted claim.""
}"
