record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,prefrontal cortex,functional connectivity,impulsivity (general),bipolar disorder with or without a history of suicide attempts,association,lower,specific PFC-based FC alterations,indirect,moderate,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": null
}"
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,,unknown,impulsivity (general),,mediation,unclear,"executive functions, reflective functioning, and driving self-regulation",indirect,moderate,"Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors. Executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),driving errors,positive,"The sentence clearly supports the extracted claim, mentioning both impulsivity and driving errors, mediation, and the relevant brain systems (executive functions, reflective functioning, and driving self-regulation).",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""driving errors"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning both impulsivity and driving errors, mediation, and the relevant brain systems (executive functions, reflective functioning, and driving self-regulation).""
}"
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),non-suicidal self-injury (NSSI),association,higher,,indirect,moderate,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),behavioral disinhibition,higher,"The sentence partially supports the claim by mentioning impulsivity, but it does not clearly state the feature type. The relationship and direction are supported, but the directness is not. The feature type should be corrected to 'behavioral disinhibition'.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": false, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""behavioral disinhibition"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence partially supports the claim by mentioning impulsivity, but it does not clearly state the feature type. The relationship and direction are supported, but the directness is not. The feature type should be corrected to 'behavioral disinhibition'.""}"
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,brain-wide,functional connectivity,unknown,"simultaneous resting-state measurements of electrophysiology, along with calcium and hemodynamic imaging",hemodynamic signal is significantly correlated with FC measured by calcium,higher,regional variation in the hemodynamic response,indirect,moderate,"Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,hemodynamic signal,functional connectivity,significantly correlated,"The sentence partially supports the claim but needs revision or is indirect. The phenotype should be 'hemodynamic signal', the feature type should be 'functional connectivity', and the direction should be 'significantly correlated'.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""hemodynamic signal"", ""corrected_feature_type"": ""functional connectivity"", ""corrected_direction"": ""significantly correlated"", ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype should be 'hemodynamic signal', the feature type should be 'functional connectivity', and the direction should be 'significantly correlated'.""}"
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,ventral striatum,functional connectivity,impulsivity (general),ASPD,association,lower,low MAO-A level in the VS,indirect,moderate,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (motor),functional connectivity,lower,"The sentence partially supports the claim, but the phenotype should be corrected to 'impulsivity (motor)' to match the specific type of impulsivity mentioned in the sentence. The feature type is already correct, and the relationship and direction are also supported. However, the directness is not fully supported because the sentence does not name both phenotype and feature explicitly.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""impulsivity (motor)"", ""corrected_feature_type"": ""functional connectivity"", ""corrected_direction"": ""lower"", ""rationale"": ""The sentence partially supports the claim, but the phenotype should be corrected to 'impulsivity (motor)' to match the specific type of impulsivity mentioned in the sentence. The feature type is already correct, and the relationship and direction are also supported. However, the directness is not fully supported because the sentence does not name both phenotype and feature explicitly.""}"
46,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,functional connectome,unknown,unknown,"neurodevelopmental conditions (ASD, ADHD, OCD)",association,higher,resting-state functional magnetic resonance imaging (fMRI),indirect,moderate,"For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,hyperactivity and impulsivity traits,behavioral traits,higher,"The sentence partially supports the claim, but the phenotype and feature type need to be corrected. The directness is also not fully supported because the sentence does not name both phenotype and feature.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""hyperactivity and impulsivity traits"",
  ""corrected_feature_type"": ""behavioral traits"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence partially supports the claim, but the phenotype and feature type need to be corrected. The directness is also not fully supported because the sentence does not name both phenotype and feature.""
}"
47,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,association,higher,,indirect,moderate,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,anhedonia,behavioral trait,higher,"The sentence clearly supports the claim by stating a higher incidence of anhedonia and higher scores on the Snaith-Hamilton Pleasure Scale, which are direct indicators of the relationship between the phenotype and feature.",,"{""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""corrected_phenotype"": ""anhedonia"", ""corrected_feature_type"": ""behavioral trait"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence clearly supports the claim by stating a higher incidence of anhedonia and higher scores on the Snaith-Hamilton Pleasure Scale, which are direct indicators of the relationship between the phenotype and feature.""}"
48,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,dorsolateral prefrontal cortex,unknown,impulsivity (general),opioid use disorder undergoing methadone maintenance therapy,association,lower,repetitive transcranial magnetic stimulation,indirect,moderate,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,The sentence directly supports the association between repetitive transcranial magnetic stimulation and lower impulsivity (general) in the context of opioid use disorder undergoing methadone maintenance therapy.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence directly supports the association between repetitive transcranial magnetic stimulation and lower impulsivity (general) in the context of opioid use disorder undergoing methadone maintenance therapy.""
}"
49,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,,unclear,"ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, activated by traumatic experiences",unclear,,"To support this claim, we describe hoarding in ancestral mammals and provide examples of recurrence of traits, or atavisms, in humans and other mammals, highlighting its implications for neuropsychiatric diseases.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not provide specific information about a phenotype-feature association, making it unsupported for the claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not provide specific information about a phenotype-feature association, making it unsupported for the claim.""
}"
50,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,frontoparietal control network,functional connectivity,attentional impulsivity,"children with ADHD (7-14 years; mean 9.94 ± 1.77 years; 20 males), and 25 age-, sex-, and performance IQ-matched typically developing (TD) children",weaker connectivity,unclear,"impulsivity, opposition-defiance, impaired response inhibition and attentional control",indirect,moderate,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,weaker,The sentence directly supports the claim by stating a specific relationship between a brain system and a phenotype in a diagnostic context.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""attentional impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""weaker"",
  ""corrected_relationship"": ""weaker connectivity"",
  ""rationale"": ""The sentence directly supports the claim by stating a specific relationship between a brain system and a phenotype in a diagnostic context.""
}"
51,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,frontal lobe,functional connectivity,unknown,frontobasal impairment,impairment leads to,unclear,inhibitory influences on prefrontal functioning,direct,moderate,Disinhibitory frontal lobe syndromes (from tactlessness to aggression) are the result of frontobasal impairment.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,disinhibitory frontal lobe syndromes,behavioral symptoms,leads to,"The sentence clearly describes disinhibitory frontal lobe syndromes as a result of frontobasal impairment, which matches the extracted claim's relationship and direction.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""disinhibitory frontal lobe syndromes"",
  ""corrected_feature_type"": ""behavioral symptoms"",
  ""corrected_direction"": ""leads to"",
  ""rationale"": ""The sentence clearly describes disinhibitory frontal lobe syndromes as a result of frontobasal impairment, which matches the extracted claim's relationship and direction.""
}"
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,"brainstem, inferior parietal lobule, left posterior cerebellum, left middle frontal gyrus, temporal, occipital and parietal brain regions",BOLD variability,unknown,resting-state fMRI,show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions,lower,long-time online game playing,indirect,moderate,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination. In addition, IGA subjects show decreased ReHo in temporal, occipital and parietal brain regions. These regions are thought responsible for visual and auditory functions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": null
}"
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"default mode network (DMN), executive control network (ECN), salience network (SAN)",structural connectivity,unknown,attention deficit hyperactivity disorder (ADHD),structure-function network coupling,higher,diminished cognitive flexibility,indirect,moderate,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,ADHD-C,structural connectivity,higher,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""ADHD-C"",
  ""corrected_feature_type"": ""structural connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": null
}"
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,influence of childhood ADHD,expanded,unclear,executive control,indirect,moderate,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,Internet gaming disorder (IGD),functional connectivity,increased,The sentence clearly supports the claim by stating that IGD subjects without childhood ADHD showed expanded functional connectivity compared to controls.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""Internet gaming disorder (IGD)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""increased"",
  ""rationale"": ""The sentence clearly supports the claim by stating that IGD subjects without childhood ADHD showed expanded functional connectivity compared to controls.""
}"
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,dorsal anterior cingulate cortex (dACC) and left dorsolateral prefrontal cortex (DLPFC),BOLD variability,impulsivity (general),,association,higher,functional brain basis,indirect,moderate,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation. At the connectivity level, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,higher,"The sentence clearly supports the extracted claim, mentioning an association between higher delay discounting (impulsivity) and greater fALFF (BOLD variability) in the dACC, as well as a positive correlation between DD and RSFC between the dACC and the left DLPFC.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""BOLD variability"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning an association between higher delay discounting (impulsivity) and greater fALFF (BOLD variability) in the dACC, as well as a positive correlation between DD and RSFC between the dACC and the left DLPFC.""
}"
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN), and central executive network (CEN)",functional connectivity,unknown,comparative study with healthy controls,aberrant,unclear,alterations in resting-state functional connectivity,indirect,moderate,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,borderline personality disorder (BPD),functional connectivity,in BPD compared to healthy controls,"The sentence clearly supports the claim by stating aberrant resting-state functional connectivity in BPD compared to healthy controls, which matches the extracted claim's relationship and direction.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""borderline personality disorder (BPD)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""in BPD compared to healthy controls"",
  ""rationale"": ""The sentence clearly supports the claim by stating aberrant resting-state functional connectivity in BPD compared to healthy controls, which matches the extracted claim's relationship and direction.""
}"
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,prefrontal cortex and default mode network,unknown,impulsivity (general),,moderates,lower,neural functioning,indirect,strong,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,yes,no,impulsivity (general),affect-related impulsivity,greater,"The sentence partially supports the claim, but the feature type and direction need correction.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""affect-related impulsivity"",
  ""corrected_direction"": ""greater"",
  ""rationale"": ""The sentence partially supports the claim, but the feature type and direction need correction.""
}"
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,"left IFG, right hippocampus, right caudate",functional connectivity,unknown,internet gaming disorder,negative correlation,unclear,promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,strong,"In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,reduced loss aversion,functional connectivity,negative correlation,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""reduced loss aversion"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""negative correlation"",
  ""rationale"": null
}"
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased FDG-metabolism,indirect,moderate,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),metabolism,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and increased metabolism in the fronto-insular network.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""metabolism"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim by stating a direct association between impulsivity and increased metabolism in the fronto-insular network.""
}"
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,right lateral prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,model-based control,direct,strong,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),model-based control,lower,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""model-based control"",
  ""corrected_direction"": ""lower"",
  ""rationale"": null
}"
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,unclear,altered interhemispheric rsFC,indirect,moderate,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,prefrontal lobe interhemispheric functional connectivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating a specific decrease in functional connectivity between the left and right superior frontal gyrus, inferior frontal gyrus, middle frontal gyrus, and superior frontal gyrus in IGD participants compared to healthy controls.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""prefrontal lobe interhemispheric functional connectivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""decreased"",
  ""rationale"": ""The sentence clearly supports the claim by stating a specific decrease in functional connectivity between the left and right superior frontal gyrus, inferior frontal gyrus, middle frontal gyrus, and superior frontal gyrus in IGD participants compared to healthy controls.""
}"
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,frontolimbic cortex,unknown,unknown,patients with BPD vs healthy controls,greater asymmetry,unclear,correlated with a higher score in attention subscale of Barratt Impulsiveness Scale,indirect,moderate,"Furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": null
}"
