record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,,functional connectivity,unknown,,significantly different,unclear,,unclear,,"We found that this relationship varied across brain regions in a way that is consistent across animals, with delays increasing by600 ms towards posterior cortical regions. Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,1,revise,unclear,unclear,unclear,unclear,unclear,unclear,resting-state neuronal activity,,increasing,"The sentence mentions a difference in functional connectivity, but it does not specify a particular phenotype. The direction of the difference is given as increasing towards posterior cortical regions, but the original claim is unspecified. The revised claim is based on the context of the paper, which seems to focus on resting-state neuronal activity.",," {""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""significantly different"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""resting-state neuronal activity"", ""corrected_direction"": ""increasing"", ""rationale"": ""The sentence mentions a difference in functional connectivity, but it does not specify a particular phenotype. The direction of the difference is given as increasing towards posterior cortical regions, but the original claim is unspecified. The revised claim is based on the context of the paper, which seems to focus on resting-state neuronal activity.""}"
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,Ventral striatum (VS),functional connectivity,motor impulsivity,Antisocial personality disorder (ASPD),Correlated with,lower,,unclear,,"VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly mentions the correlation of functional connectivity with motor impulsivity in the ventral striatum and hippocampus, which supports the claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""motor impulsivity"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Correlated with"", ""direction_supported"": ""lower"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly mentions the correlation of functional connectivity with motor impulsivity in the ventral striatum and hippocampus, which supports the claim.""}"
46,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,,unknown,attentional impulsivity,,,unclear,resting-state functional magnetic resonance imaging (fMRI),unclear,,"In both data sets, subgroups with similar biology that differed significantly in intelligence as well as hyperactivity and impulsivity problems were identified, yet these groups showed no consistent alignment with current diagnostic categories. For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02). A significant difference in SWAN-HI scores between subgroups g and d in the HBN data was also observed (median [IQR], 1.00 [0.00-4.00] vs 0.00 [0.00-2.00]; corrected P = .02).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,1,revise,unclear,unclear,unclear,unclear,unclear,unclear,attentional impulsivity (indirectly supported as it is part of the SWAN-HI subscale),,,"The evidence sentence mentions a significant difference in a subscale that includes hyperactivity and impulsivity traits, which are related to attentional impulsivity. However, the sentence does not directly support the attentional impulsivity phenotype as it is not explicitly stated.",," {""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": ""Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI)"", ""relationship_supported"": ""significant difference"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""attentional impulsivity (indirectly supported as it is part of the SWAN-HI subscale)"", ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The evidence sentence mentions a significant difference in a subscale that includes hyperactivity and impulsivity traits, which are related to attentional impulsivity. However, the sentence does not directly support the attentional impulsivity phenotype as it is not explicitly stated.""}"
47,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,Parkinson's Disease,Association,higher,,unclear,,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3)",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly compares the incidence of anhedonia among three groups (PG-group, ICDs-group, and PD-controls) and shows that the PG-group has a significantly higher incidence of anhedonia than the other two groups, supporting the claim of an association between anhedonia and Parkinson's disease patients with pathological gambling.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""anhedonia"", ""feature_supported"": ""incidence"", ""relationship_supported"": ""Association"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly compares the incidence of anhedonia among three groups (PG-group, ICDs-group, and PD-controls) and shows that the PG-group has a significantly higher incidence of anhedonia than the other two groups, supporting the claim of an association between anhedonia and Parkinson's disease patients with pathological gambling.""}"
48,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,Left dorsolateral prefrontal cortex (DLPFC),unknown,impulsivity (general),Opioid use disorder (OUD) participants undergoing methadone maintenance therapy (MMT),Lower,unclear,,unclear,,"HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence reports a significant lowering of CPTs commission T-scores, which is a measure of impulsivity, in the active rTMS group compared to the sham group. This supports the claim of lower impulsivity in the active rTMS group.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""impulsivity (general)"", ""feature_supported"": ""CPTs commission T-scores (C-TS)"", ""relationship_supported"": ""Lower"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence reports a significant lowering of CPTs commission T-scores, which is a measure of impulsivity, in the active rTMS group compared to the sham group. This supports the claim of lower impulsivity in the active rTMS group.""}"
49,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,,unknown,unknown,,potential connection,unclear,,unclear,,"We highlight the potential of using shrews as animal models for hoarding behavior and, considering the current knowledge on the molecular underpinnings of the disorder, we also point to limitations of the proposed connection.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,revise,unclear,unclear,unclear,unclear,unclear,unclear,hoarding behavior,genetic and molecular underpinnings,,"The sentence suggests a potential connection between hoarding behavior and shrews, and mentions the genetic and molecular underpinnings of the disorder, but it does not explicitly state the phenotype-feature association or the direction of the relationship.",," {""support_score"": null, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""hoarding behavior"", ""corrected_feature_type"": ""genetic and molecular underpinnings"", ""rationale"": ""The sentence suggests a potential connection between hoarding behavior and shrews, and mentions the genetic and molecular underpinnings of the disorder, but it does not explicitly state the phenotype-feature association or the direction of the relationship.""}"
50,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,Frontoparietal control network,functional connectivity,attentional impulsivity,,Weaker connectivity,lower,,unclear,,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that children with ADHD demonstrate weaker connectivity in specific brain regions compared to TD children, which aligns with the claim of weaker connectivity in the Frontoparietal control network for the phenotype of attentional impulsivity.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Weaker connectivity"", ""direction_supported"": ""lower"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that children with ADHD demonstrate weaker connectivity in specific brain regions compared to TD children, which aligns with the claim of weaker connectivity in the Frontoparietal control network for the phenotype of attentional impulsivity.""}"
51,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,prefrontal cortex,unknown,attentional impulsivity,Attention Deficit Hyperactivity Disorder (ADHD),involved in,unclear,Working Memory,unclear,,"The prefrontal cortex is also involved in motor action: in its initiation, planning, designing and sequencing rather than its mere execution.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,drop,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence does not mention 'attentional impulsivity' or any related phenotype, and it does not provide evidence for the involvement of the prefrontal cortex in working memory, which is the mechanism associated with the extracted claim in the context of Attention Deficit Hyperactivity Disorder (ADHD).",," {""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention 'attentional impulsivity' or any related phenotype, and it does not provide evidence for the involvement of the prefrontal cortex in working memory, which is the mechanism associated with the extracted claim in the context of Attention Deficit Hyperactivity Disorder (ADHD).""}"
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,sensory-motor coordination,unknown,unknown,,enhanced,unclear,long-time online game playing,unclear,,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,Internet Gaming Addicts,ReHo (Regional Homogeneity),,The sentence clearly indicates an enhancement in ReHo in specific brain regions in Internet Gaming Addicts compared to healthy controls. These regions are associated with sensory-motor coordination.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""enhanced"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""Internet Gaming Addicts"", ""corrected_feature_type"": ""ReHo (Regional Homogeneity)"", ""rationale"": ""The sentence clearly indicates an enhancement in ReHo in specific brain regions in Internet Gaming Addicts compared to healthy controls. These regions are associated with sensory-motor coordination.""}"
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"['Default mode network (DMN)', 'Executive control network (ECN)', 'Salience network (SAN)']",structural connectivity,attentional impulsivity,,"['Lower structural connectivity and network efficiency in the DMN compared to TDC for children with ADHD', 'Higher SC-FC coupling for all subnetworks compared to TDC for children with ADHD-C', 'Higher SC-FC coupling in the DMN compared to ADHD-I for children with ADHD-C', 'Negative correlation between SC-FC coupling and hyperactivity scores in the ADHD-I group but not in the ADHD-C group']",unclear,,unclear,,"Children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks. Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC. The ADHD-C group also demonstrated increased SC-FC coupling in the DMN compared to the ADHD-I group. The correlation between SC-FC coupling and hyperactivity scores was negative in the ADHD-I, but not in the ADHD-C group.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,no,no,unclear,,,,"The sentence provides clear evidence for the phenotype, feature, and relationship as stated in the claim. However, the direction and directness cannot be definitively confirmed as the sentence does not name both phenotype and feature together.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""attentional impulsivity"", ""feature_supported"": ""structural connectivity"", ""relationship_supported"": [""Lower structural connectivity and network efficiency in the DMN compared to TDC for children with ADHD"", ""Higher SC-FC coupling for all subnetworks compared to TDC for children with ADHD-C"", ""Higher SC-FC coupling in the DMN compared to ADHD-I for children with ADHD-C"", ""Negative correlation between SC-FC coupling and hyperactivity scores in the ADHD-I group but not in the ADHD-C group""], ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence provides clear evidence for the phenotype, feature, and relationship as stated in the claim. However, the direction and directness cannot be definitively confirmed as the sentence does not name both phenotype and feature together.""}"
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,with and without childhood ADHD,expanded,unclear,,unclear,,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states that IGD subjects without childhood ADHD have expanded functional connectivity in the default mode network compared to controls.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""expanded functional connectivity between DMN-related regions (PCC, medial prefrontal cortex, thalamus)"", ""relationship_supported"": ""expanded"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that IGD subjects without childhood ADHD have expanded functional connectivity in the default mode network compared to controls.""}"
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,dorsal anterior cingulate cortex (dACC),BOLD variability,impulsivity (general),,association,unclear,,unclear,,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC)",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states an association between higher DD (a potential indicator of impulsivity) and greater fALFF (a measure of BOLD variability) in the dorsal anterior cingulate cortex (dACC).,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""BOLD variability (fALFF)"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states an association between higher DD (a potential indicator of impulsivity) and greater fALFF (a measure of BOLD variability) in the dorsal anterior cingulate cortex (dACC).""}"
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"['default mode network (DMN)', 'salience network (SN)', 'central executive network (CEN)']",functional connectivity,unknown,,observed,unclear,,unclear,,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that aberrant rs-FC is observed in BPD compared to healthy controls within and between DMN, SN, and CEN.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""BPD"", ""feature_supported"": ""rs-FC"", ""relationship_supported"": ""observed"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that aberrant rs-FC is observed in BPD compared to healthy controls within and between DMN, SN, and CEN.""}"
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,"prefrontal cortex, default mode network",functional connectivity,impulsivity (general),,moderates,unclear,,unclear,,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,1,revise,unclear,unclear,unclear,unclear,unclear,unclear,impulsivity (affect-related),functional connectivity,,The sentence mentions 'impulsivity' but does not specify the type as 'affect-related'. The sentence also mentions 'functional connectivity' but does not specify the brain regions involved in the connectivity.,," {""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": ""partially"", ""feature_supported"": ""partially"", ""relationship_supported"": ""partially"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (affect-related)"", ""corrected_feature_type"": ""functional connectivity"", ""rationale"": ""The sentence mentions 'impulsivity' but does not specify the type as 'affect-related'. The sentence also mentions 'functional connectivity' but does not specify the brain regions involved in the connectivity.""}"
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,left IFG and right hippocampus,unknown,unknown,,reduced,unclear,edge-centric functional connectivity,unclear,,The reduced loss aversion in value-based decision making and their related edge-centric functional connectivity support that the IGD showed the same value-based decision-making deficit as the substance use and other behavioral addictive disorders.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states a reduced relationship between the specified features (value-based decision-making and edge-centric functional connectivity) in patients with Internet Gaming Disorder, which aligns with the extracted claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""value-based decision-making and edge-centric functional connectivity"", ""relationship_supported"": ""reduced"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a reduced relationship between the specified features (value-based decision-making and edge-centric functional connectivity) in patients with Internet Gaming Disorder, which aligns with the extracted claim.""}"
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,"['Orbitofrontal Cortex', 'Anterior Cingulate Cortex', 'Right Insula']",unknown,impulsivity (general),Parkinson's Disease,Associated with,unclear,,unclear,,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states that higher impulsivity scores are associated with increased metabolism in the specified brain regions.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""metabolism"", ""relationship_supported"": ""Associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that higher impulsivity scores are associated with increased metabolism in the specified brain regions.""}"
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,Right lateral prefrontal cortex,unknown,impulsivity (general),,Reduced,unclear,,unclear,,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,The sentence directly states a reduction in the specified brain system (Right lateral prefrontal cortex) in individuals with high impulsivity.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""general_impulsivity"", ""feature_supported"": ""Right lateral prefrontal model-based signatures"", ""relationship_supported"": ""Reduced"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a reduction in the specified brain system (Right lateral prefrontal cortex) in individuals with high impulsivity.""}"
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,,decreased,unclear,,unclear,,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states a decrease in functional connectivity between specific brain regions in individuals with Internet Gaming Disorder compared to healthy controls.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus"", ""relationship_supported"": ""decreased"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a decrease in functional connectivity between specific brain regions in individuals with Internet Gaming Disorder compared to healthy controls.""}"
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,Frontolimbic cortex,structural connectivity,unknown,,Correlation,higher,,unclear,,"Post hoc analysis showed that the BPD patients had greater frontolimbic cortex asymmetry than healthy controls; furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,Young adults with borderline personality disorder,,higher,"The sentence clearly states that BPD patients have greater frontolimbic cortex asymmetry than healthy controls, and that greater asymmetry of AI&ACC correlates with a higher score in the attention subscale of Barratt Impulsiveness Scale, which can be interpreted as a higher structural connectivity feature in the BPD group.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""structural connectivity of AI&ACC"", ""relationship_supported"": ""Correlation"", ""direction_supported"": ""higher"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""Young adults with borderline personality disorder"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence clearly states that BPD patients have greater frontolimbic cortex asymmetry than healthy controls, and that greater asymmetry of AI&ACC correlates with a higher score in the attention subscale of Barratt Impulsiveness Scale, which can be interpreted as a higher structural connectivity feature in the BPD group.""}"
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,"['caudate', 'prefrontal cortex', 'ventromedial PFC', 'orbitofrontal cortex', 'insula', 'amygdala', 'putamen', 'ventral striatum', 'thalamus']",unknown,nonplanning impulsivity,,['positive correlation'],unclear,"serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling",unclear,,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045. Non-planning impulsiveness was also positively correlated with [11C]MDL100907 BPND in the prefrontal cortex (PFC), ventromedial PFC, orbitofrontal cortex (OFC), insula (INS), amygdala (AMYG), putamen, ventral striatum, and thalamus, and the total score of BIS-11 was positively correlated with [11C]MDL100907 BPND in the OFC, INS, AMYG, and CAU at uncorrected p < 0.05.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,yes,yes,unclear,,,,"The sentence directly states a positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the listed brain regions, supporting the claim of a positive correlation between nonplanning impulsivity and serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the listed brain regions, supporting the claim of a positive correlation between nonplanning impulsivity and serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling.""}"
