record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,"brainstem, inferior parietal lobule, left posterior cerebellum, left middle frontal gyrus, temporal, occipital and parietal brain regions",BOLD variability,unknown,resting-state fMRI,show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions,lower,long-time online game playing,indirect,moderate,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination. In addition, IGA subjects show decreased ReHo in temporal, occipital and parietal brain regions. These regions are thought responsible for visual and auditory functions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,yes,null,BOLD variability,lower,"The sentence directly states the enhanced and decreased ReHo in specific brain regions related to sensory-motor coordination and visual-auditory functions, respectively. However, it does not explicitly state that these changes are due to the phenotype (internet gaming addiction) and the relationship is not directly stated as a comparison between the phenotype and the feature. Additionally, the sentence overclaims by mentioning a diagnostic context (resting-state fMRI) and a mechanism (long-time online game playing) that are not supported by the evidence sentence.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": ""null"",
  ""feature_supported"": ""BOLD variability"",
  ""relationship_supported"": ""show enhanced ReHo in sensory-motor coordination related brain regions and decreased ReHo in visual and auditory related brain regions"",
  ""direction_supported"": ""true"",
  ""directness_supported"": ""false"",
  ""overclaiming"": ""true"",
  ""corrected_phenotype"": ""null"",
  ""corrected_feature_type"": ""BOLD variability"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence directly states the enhanced and decreased ReHo in specific brain regions related to sensory-motor coordination and visual-auditory functions, respectively. However, it does not explicitly state that these changes are due to the phenotype (internet gaming addiction) and the relationship is not directly stated as a comparison between the phenotype and the feature. Additionally, the sentence overclaims by mentioning a diagnostic context (resting-state fMRI) and a mechanism (long-time online game playing) that are not supported by the evidence sentence.""
}"
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,"default mode network (DMN), executive control network (ECN), salience network (SAN)",structural connectivity,unknown,attention deficit hyperactivity disorder (ADHD),structure-function network coupling,higher,diminished cognitive flexibility,indirect,moderate,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,combined type of attention deficit hyperactivity disorder (ADHD-C),structural connectivity (SC),higher,"The sentence directly states that children with ADHD-C have higher SC-FC coupling compared to typically developing children (TDC), which supports the claim. However, the directness is marked as false because the sentence does not explicitly state that the coupling is a direct measure of structural connectivity.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""combined type of attention deficit hyperactivity disorder (ADHD-C)"",
  ""corrected_feature_type"": ""structural connectivity (SC)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states that children with ADHD-C have higher SC-FC coupling compared to typically developing children (TDC), which supports the claim. However, the directness is marked as false because the sentence does not explicitly state that the coupling is a direct measure of structural connectivity.""
}"
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,influence of childhood ADHD,expanded,unclear,executive control,indirect,moderate,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,Internet gaming disorder (IGD),functional connectivity (FC),IGD subjects without childhood ADHD showed expanded FC between DMN-related regions compared with controls.,"The sentence mentions a group difference but does not directly state the phenotype. The direction and directness are unclear as the sentence does not explicitly state that IGD subjects have expanded FC compared to controls. Additionally, the sentence suggests an influence of childhood ADHD, which is not supported by the claim.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Internet gaming disorder (IGD)"",
  ""corrected_feature_type"": ""functional connectivity (FC)"",
  ""corrected_direction"": ""IGD subjects without childhood ADHD showed expanded FC between DMN-related regions compared with controls."",
  ""rationale"": ""The sentence mentions a group difference but does not directly state the phenotype. The direction and directness are unclear as the sentence does not explicitly state that IGD subjects have expanded FC compared to controls. Additionally, the sentence suggests an influence of childhood ADHD, which is not supported by the claim.""
}"
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,dorsal anterior cingulate cortex (dACC) and left dorsolateral prefrontal cortex (DLPFC),BOLD variability,impulsivity (general),,association,higher,functional brain basis,indirect,moderate,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation. At the connectivity level, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),fractional amplitude of low-frequency fluctuations (fALFF),higher,"The sentence directly states an association between higher delay discounting (DD) and greater fALFF in the dACC, and also mentions a positive correlation between DD and RSFC between dACC and DLPFC. However, the directness is marked as false since the sentence does not explicitly state that the association is direct.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""fractional amplitude of low-frequency fluctuations (fALFF)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly states an association between higher delay discounting (DD) and greater fALFF in the dACC, and also mentions a positive correlation between DD and RSFC between dACC and DLPFC. However, the directness is marked as false since the sentence does not explicitly state that the association is direct.""
}"
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN), and central executive network (CEN)",functional connectivity,unknown,comparative study with healthy controls,aberrant,unclear,alterations in resting-state functional connectivity,indirect,moderate,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,no,yes,borderline personality disorder (BPD),resting-state functional connectivity (rs-FC),compared to healthy controls,"The sentence supports the feature type and relationship but not the phenotype, direction, or directness. It also mentions additional features not specified in the claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""borderline personality disorder (BPD)"",
  ""corrected_feature_type"": ""resting-state functional connectivity (rs-FC)"",
  ""corrected_direction"": ""compared to healthy controls"",
  ""rationale"": ""The sentence supports the feature type and relationship but not the phenotype, direction, or directness. It also mentions additional features not specified in the claim.""
}"
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,prefrontal cortex and default mode network,unknown,impulsivity (general),,moderates,lower,neural functioning,indirect,strong,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,no,no,yes,impulsivity (affect-related),neural functioning,higher,"The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between sleep quality and impulsivity, but it does not directly state that neural functioning moderates this relationship. The direction of the relationship is unclear and the feature type is not specified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (affect-related)"",
  ""corrected_feature_type"": ""neural functioning"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a group difference (low vs. high connectivity) and suggests a relationship between sleep quality and impulsivity, but it does not directly state that neural functioning moderates this relationship. The direction of the relationship is unclear and the feature type is not specified.""
}"
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,"left IFG, right hippocampus, right caudate",functional connectivity,unknown,internet gaming disorder,negative correlation,unclear,promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG,direct,strong,"In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,yes,no,no,loss aversion,bottom-to-up neuromodulation,negative correlation,"The sentence directly states a negative correlation between reduced loss aversion and bottom-to-up neuromodulation from the right hippocampus to the left IFG. However, it does not explicitly mention the left IFG, right hippocampus, and right caudate as part of the brain system, hence directness_supported=false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""loss aversion"",
  ""corrected_feature_type"": ""bottom-to-up neuromodulation"",
  ""corrected_direction"": ""negative correlation"",
  ""rationale"": ""The sentence directly states a negative correlation between reduced loss aversion and bottom-to-up neuromodulation from the right hippocampus to the left IFG. However, it does not explicitly mention the left IFG, right hippocampus, and right caudate as part of the brain system, hence directness_supported=false.""
}"
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased FDG-metabolism,indirect,moderate,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),FDG-metabolism,higher,"The sentence supports an association between impulsivity and increased metabolism in the fronto-insular network, but it does not directly name the feature as 'FDG-metabolism'. The direction of the relationship is correctly identified as 'higher', but the directness is marked as indirect since the feature type is not explicitly named.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""FDG-metabolism"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports an association between impulsivity and increased metabolism in the fronto-insular network, but it does not directly name the feature as 'FDG-metabolism'. The direction of the relationship is correctly identified as 'higher', but the directness is marked as indirect since the feature type is not explicitly named.""
}"
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,right lateral prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,model-based control,direct,strong,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (high),model-based signatures,lower,"The sentence mentions a reduction in model-based signatures in high-impulsive individuals, which supports the relationship and direction but does not specify the feature type or directly state that the phenotype is 'impulsivity (general)' in healthy individuals.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (high)"",
  ""corrected_feature_type"": ""model-based signatures"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a reduction in model-based signatures in high-impulsive individuals, which supports the relationship and direction but does not specify the feature type or directly state that the phenotype is 'impulsivity (general)' in healthy individuals.""
}"
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,unknown,adolescents,decreased,unclear,altered interhemispheric rsFC,indirect,moderate,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,adolescents with internet gaming disorder,"VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus",decreased,"The sentence provides a specific brain region and shows a decrease in functional connectivity, which supports the feature and relationship but does not directly state the phenotype. The direction is clear, but the claim is indirect as it compares to healthy controls rather than directly stating the phenotype.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""adolescents with internet gaming disorder"",
  ""corrected_feature_type"": ""VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus"",
  ""corrected_direction"": ""decreased"",
  ""rationale"": ""The sentence provides a specific brain region and shows a decrease in functional connectivity, which supports the feature and relationship but does not directly state the phenotype. The direction is clear, but the claim is indirect as it compares to healthy controls rather than directly stating the phenotype.""
}"
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,frontolimbic cortex,unknown,unknown,patients with BPD vs healthy controls,greater asymmetry,unclear,correlated with a higher score in attention subscale of Barratt Impulsiveness Scale,indirect,moderate,"Furthermore, greater asymmetry of AI&ACC correlated with a higher score in attention subscale of Barratt Impulsiveness Scale.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,no,attention subscale of Barratt Impulsiveness Scale,AI&ACC,unclear,"The sentence mentions a correlation between asymmetry and a specific feature (AI&ACC) and a specific phenotype (attention subscale of Barratt Impulsiveness Scale), but it does not clearly state the direction of the relationship or that the relationship is direct. The direction and directness need to be clarified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""attention subscale of Barratt Impulsiveness Scale"",
  ""corrected_feature_type"": ""AI&ACC"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions a correlation between asymmetry and a specific feature (AI&ACC) and a specific phenotype (attention subscale of Barratt Impulsiveness Scale), but it does not clearly state the direction of the relationship or that the relationship is direct. The direction and directness need to be clarified.""
}"
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,"caudate, prefrontal cortex, ventromedial prefrontal cortex, orbitofrontal cortex, insula, amygdala, putamen, ventral striatum, thalamus",unknown,impulsivity (general),healthy individuals,correlation,higher,"serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling",indirect,significant at Bonferroni-corrected p < 0.0045 for some regions; uncorrected p < 0.05 for others,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,non-planning impulsiveness,serotonin 2A receptor binding potential (BPND),positive,The sentence supports the relationship and direction but does not directly mention the feature type or brain system involved. It also overclaims by mentioning temperament traits as covariates.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""non-planning impulsiveness"",
  ""corrected_feature_type"": ""serotonin 2A receptor binding potential (BPND)"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence supports the relationship and direction but does not directly mention the feature type or brain system involved. It also overclaims by mentioning temperament traits as covariates.""
}"
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network (DMN),EEG connectivity,unknown,classification of individuals with AUD from unaffected controls,functional connectivity and neuropsychological measures are associated with AUD,higher,aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity,indirect,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,no,AUD,EEG connectivity,higher,"The sentence supports the relationship between higher EEG connectivity and AUD, but it does not directly name the neuropsychological measures as part of the feature. The direction is correctly identified as higher, but the directness is not supported since the sentence does not explicitly state that these measures are associated.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""AUD"",
  ""corrected_feature_type"": ""EEG connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports the relationship between higher EEG connectivity and AUD, but it does not directly name the neuropsychological measures as part of the feature. The direction is correctly identified as higher, but the directness is not supported since the sentence does not explicitly state that these measures are associated.""
}"
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,amygdala and its subregions,functional connectivity,impulsivity (general),,correlation,higher,genetic overlap,indirect,strong,"Bivariate genetic modelling analyses found genetic overlaps between trait impulsivity and the rsFC of the left full amygdala or the left BL amygdala with the right DLPFC. The proportions of phenotypic associations accounted for by overlapping genes were 82% and 60%, respectively.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),resting-state functional connectivity (rsFC),higher,"The sentence directly supports the phenotype (trait impulsivity), feature type (rsFC of the amygdala), and the relationship (genetic overlap). The direction is also supported as higher genetic overlap implies a stronger association.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""resting-state functional connectivity (rsFC)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly supports the phenotype (trait impulsivity), feature type (rsFC of the amygdala), and the relationship (genetic overlap). The direction is also supported as higher genetic overlap implies a stronger association.""
}"
66,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,"default mode (DMN), ventral attentional (VAN), somatosensory-motor (SMN)",functional connectivity,unknown,medication-naïve children,disruptions in functional connectivity,lower,sensorimotor and attentional deficits,indirect,strong,"Crucially, ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,combined ADHD (ADHD-C) and inattentive ADHD (ADHD-I),intra-SMN and SMN-DMN connectivity,weaker,"The sentence provides a specific comparison between ADHD-C and ADHD-I groups regarding connectivity, which supports the relationship and direction but does not directly state the phenotype or feature type. It also implies an indirect relationship rather than a direct one.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""combined ADHD (ADHD-C) and inattentive ADHD (ADHD-I)"",
  ""corrected_feature_type"": ""intra-SMN and SMN-DMN connectivity"",
  ""corrected_direction"": ""weaker"",
  ""rationale"": ""The sentence provides a specific comparison between ADHD-C and ADHD-I groups regarding connectivity, which supports the relationship and direction but does not directly state the phenotype or feature type. It also implies an indirect relationship rather than a direct one.""
}"
67,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas",functional connectivity,impulsivity (general),UK Biobank participants,higher functional connectivity,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,"significant (p < 0.001, FDR corrected)","Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,yes,risk-taking,functional connectivity,higher,"The sentence supports the phenotype (risk-taking) and feature (functional connectivity) with a higher relationship, but it does not directly state that the functional connectivity is higher; it only indicates a higher connectivity in the risk-taking group. The directness is not supported as the sentence does not explicitly state a direct relationship.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""risk-taking"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence supports the phenotype (risk-taking) and feature (functional connectivity) with a higher relationship, but it does not directly state that the functional connectivity is higher; it only indicates a higher connectivity in the risk-taking group. The directness is not supported as the sentence does not explicitly state a direct relationship.""
}"
68,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,,unknown,unknown,,,unclear,,unclear,,"Surveys included the Neurobehavioral Symptom Inventory (NSI), Insomnia Severity Index (ISI), Epworth Sleepiness Severity (ESS), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Satisfaction with Life Scale (SWLS), Barratt Impulsivity Scale (BIS), and Buss Perry Aggression Questionnaire (BPAQ).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence lists various surveys used in the study but does not provide any information about a specific phenotype or feature, their relationship, or direction. It also does not directly state a comparison between groups, which would be necessary to determine directionality.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence lists various surveys used in the study but does not provide any information about a specific phenotype or feature, their relationship, or direction. It also does not directly state a comparison between groups, which would be necessary to determine directionality.""
}"
69,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,subthalamic nucleus,functional connectivity,impulsivity (general),Parkinson's Disease,association,higher,stimulation of specific fiber bundles,indirect,moderate,"Using DBS fiber filtering, we identified the structural connections whose stimulation was associated with change along these dimensions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,no,no,yes,null,structural connections,null,"The sentence does not specify a particular phenotype or feature type, and it uses 'change along these dimensions' which is vague. It also implies an indirect relationship rather than a direct one.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""null"",
  ""corrected_feature_type"": ""structural connections"",
  ""corrected_direction"": ""null"",
  ""rationale"": ""The sentence does not specify a particular phenotype or feature type, and it uses 'change along these dimensions' which is vague. It also implies an indirect relationship rather than a direct one.""
}"
