set,row_id,extractor,supporting_sentence,canonical_claim_text,trackb_original_decision,trackb_support_score,human_eval1,human_eval2,minicheck-bespoke-7b_score,minicheck-bespoke-7b_native_pred,minicheck-flan-t5_score,minicheck-flan-t5_native_pred,alignscore-large-official_score,alignscore-large-official_native_pred,deberta-nli_score,deberta-nli_native_pred
s300,gptv_0070,Llama 3.1 8B,Lower Reward Dependence (t-Welch's (87.1) = -2.50; p=0.014) in bipolar patients was associated with increased functional connectivity between Salience Network and Default Mode and FrontoParietal Networks.,"In bipolar disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.132924,0,0.144424,0,0.092700,,0.007133,drop
s300,gptv_0071,Llama 3.1 8B,"Functional connectivity of these networks could serve as susceptibility biomarkers for substance use disorders, informing earlier identification and treatment.","In substance use disorders, impulsivity (general) is correlated with functional connectivity.",drop,0,,,0.020331,0,0.017519,0,0.001365,,0.000745,revise
s300,gptv_0072,Llama 3.1 8B,Our model provides an interpretable computational framework for neuroimaging-based classification between ASD and ADHD subtypes.,"In ASD and ADHD classification, impulsivity (general) is associated with the neural feature.",drop,0,,,0.042082,0,0.032479,0,0.001441,,0.001009,revise
s300,gptv_0073,Llama 3.1 8B,"This review summarizes key findings of structural and functional magnetic resonance imaging (MRI) studies investigating the neural underpinnings of ADHD, focusing on T1-weighted structural MRI, diffusion tensor imaging (DTI), task-based functional MRI (task fMRI), and resting-state functional MRI (rs-fMRI).","In attention-deficit/hyperactivity disorder, impulsivity (general) is associated with the neural feature.",drop,0,,,0.164474,0,0.040007,0,0.002948,,0.001240,revise
s300,gptv_0074,Qwen 2.5 7B,The FCs of IPL with dACC and SFG were correlated with the anxious and cyclothymic temperament and attentional impulsivity.,attentional impulsivity is correlated with functional connectivity.,revise,1,,,0.651041,1,0.034189,0,0.487236,,0.972168,keep
s300,gptv_0075,Mistral 7B,Functional connections that correlated positively with psychopathy was mostly characterized by strong connections between the default mode network and salience network.,impulsivity (general) is associated with functional connectivity.,revise,1,,,0.244984,0,0.023839,0,0.012462,,0.004879,revise
s300,gptv_0076,Mistral 7B,IGD participants showed lower functional connectivity between the dorsal lateral prefrontal cortex (DLPFC) and other regions in the CEN than HC participants during resting state.,"In Internet gaming disorder, impulsivity (general) is associated with functional connectivity.",keep,2,,,0.222618,0,0.037201,0,0.002867,,0.001493,revise
s300,gptv_0077,Llama 3.1 8B,"Despite extensive research, specific brain regions consistently affected in ADHD patients during these formative years have not been comprehensively delineated.","In ADHD, impulsivity (general) is associated with the neural feature.",drop,0,,,0.119179,0,0.062574,0,0.041393,,0.000470,revise
s300,gptv_0078,Llama 3.1 8B,These analyses revealed remarkable differences in network organization across the impulsivity spectrum.,impulsivity (general) is associated with functional connectivity.,drop,0,,,0.407131,0,0.063571,0,0.116250,,0.032013,revise
s300,gptv_0079,Mistral 7B,Functional neuroimaging studies have identified multiple nodes of dysfunction in frontostriatal and mesocorticolimbic networks in attention-deficit/hyperactivity disorder (ADHD).,"In attention-deficit/hyperactivity disorder (ADHD), impulsivity (general) is associated with functional connectivity.",drop,0,,,0.244998,0,0.085842,0,0.005032,,0.000654,revise
s300,gptv_0080,Llama 3.1 8B,The results show for the first time a relation between the execution of the Go/No-Go task and the MOCI scale.,impulsivity (general) is predictive of the neural feature.,drop,0,,,0.060077,0,0.038364,0,0.018251,,0.111511,revise
s300,gptv_0081,Llama 3.1 8B,"Positive correlations were found between BMI and trait (ImpSS) as well as state impulsivity (continuous performance test, β).",impulsivity (general) is correlated with higher functional connectivity.,revise,1,,,0.005220,0,0.021012,0,0.001836,,0.001288,revise
s300,gptv_0082,Qwen 2.5 7B,We analysed brain regions involved in sensation-seeking in a large-scale study with 414 participants and showed that the sensation-seeking score could be optimally predicted from the functional connectivity with typically (in different participants) 18 links between brain areas (measured in the resting state with fMRI) with correlation r ​= ​0.34 (p ​= ​7.3 ​× ​10-13) between the predicted and actual sensation-seeking score across all participants.,impulsivity (general) is associated with higher functional connectivity.,keep,2,,,0.164463,0,0.026771,0,0.000779,,0.000141,revise
s300,gptv_0083,Mistral 7B,"We will examine the neuroanatomy of aggression and violence, focusing on regional volumes, functional studies, and interregional connectivity.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.067535,0,0.068432,0,0.069006,,0.000504,revise
s300,gptv_0084,Mistral 7B,Impulsivity in Parkinson's disease may be mediated by faulty evaluation of rewards or the failure to inhibit inappropriate choices.,"In Parkinson's disease, impulsivity (general) is underlies functional connectivity.",drop,0,,,0.017985,0,0.021127,0,0.007108,,0.004826,revise
s300,gptv_0085,Mistral 7B,"BIS-11 attentional subscales and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.","In opioid use disorder, impulsivity (general) is associated with the neural feature.",drop,0,,,0.003173,0,0.024578,0,0.002047,,0.000762,revise
s300,gptv_0086,Llama 3.1 8B,Behavioral results showed that trait anxiety was significantly positively correlated with delay discounting rates.,impulsivity (general) is correlated with higher functional connectivity.,revise,1,,,0.002801,0,0.013516,0,0.009228,,0.000843,drop
s300,gptv_0087,Llama 3.1 8B,"Relative to those without SUD, individuals with SUD had decreased connectivity between the nucleus accumbens (NAcc) and several regions within the MCLS.","In substance use disorders, impulsivity (general) is associated with lower functional connectivity in the mesocorticolimbic system.",keep,2,,,0.148011,0,0.044175,0,0.003783,,0.001693,revise
s300,gptv_0088,Llama 3.1 8B,"BGA and BIS total scores were both elevated and associated with childhood maltreatment (CM), particularly emotional CM, depression, substance use disorders (SUDs) and suicide attempts (SAs).","In bipolar disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.004609,0,0.039823,0,0.020955,,0.005203,revise
s300,gptv_0089,Mistral 7B,Functional connectivity analysis and machine learning algorithms can jointly distinguish participants with IA from HCs based on EEG data.,"In Internet addiction, the phenotype is associated with EEG connectivity.",revise,1,,,0.320666,0,0.019479,0,0.215319,,0.762207,keep
s300,gptv_0090,Mistral 7B,The food go/no-go training did alter the functional connectivity of brain regions associated with food evaluation.,the phenotype is associated with functional connectivity.,keep,2,,,0.182383,0,0.096962,0,0.291488,,0.043091,revise
s300,gptv_0091,Qwen 2.5 7B,"In exploratory cluster analyses, we observed reduced functional connectivity between the (bilateral) BLA and left dorsolateral prefrontal cortex in the impulsive aggression group, relative to combat controls.","In combat veterans, impulsivity (general) is associated with lower functional connectivity.",keep,2,,,0.377344,0,0.140141,0,0.107830,,0.023590,revise
s300,gptv_0092,Qwen 2.5 7B,"Compulsive buyers had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking.","In compulsive buying disorder, impulsivity (general) is correlated with the neural feature.",revise,1,,,0.022976,0,0.055311,0,0.141961,,0.865234,keep
s300,gptv_0093,Qwen 2.5 7B,"Moreover, a significant correlation between behavioural parameters and the strength of the resting-state cerebellar network was found.","In gambling disorder, impulsivity (general) is correlated with higher functional connectivity in the cerebellum.",revise,1,,,0.037323,0,0.071625,0,0.001364,,0.000312,revise
s300,gptv_0094,Mistral 7B,"BIS action scores, total scores and BDI scores were significantly different between the groups.",impulsivity (general) is correlated with covariates.,drop,0,,,0.015905,0,0.062361,0,0.204826,,0.002720,revise
s300,gptv_0095,Qwen 2.5 7B,"Independent of the type of conflict, theta power was predictive of motor slowing.",motor impulsivity is predictive of higher functional connectivity.,keep,2,,,0.003593,0,0.018544,0,0.000511,,0.000278,drop
s300,gptv_0096,Mistral 7B,Functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,impulsivity (general) is associated with higher functional connectivity.,keep,2,,,0.022975,0,0.179504,0,0.034966,,0.011108,revise
s300,gptv_0097,Mistral 7B,We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG),impulsivity (general) is associated with functional connectivity.,revise,1,,,0.268833,0,0.044898,0,0.176965,,0.016724,drop
s300,gptv_0098,Mistral 7B,Deficient motor control correlates with impaired (disinhibited) behavioral control contributing to defining features of excessive distractibility and impulsivity.,impulsivity (general) is associated with functional connectivity.,keep,2,,,0.047420,0,0.023051,0,0.010464,,0.001050,drop
s300,gptv_0099,Llama 3.1 8B,"Alterations in brain serotonin (5-hydroxytryptamine [5-HT]) function are thought to contribute to diverse aspects of eating disorders, including binge eating, perfectionism, impulsivity and mood-regulation problems.",impulsivity (general) is associated with the neural feature.,revise,1,,,0.651064,1,0.095102,0,0.168656,,0.968262,keep
s300,gptv_0100,Qwen 2.5 7B,Subgroups 1 and 2 showed largely opposite functional-connectivity patterns in overlapping networks.,"In internet gaming disorder, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.012431,0,0.041549,0,0.001063,,0.000981,revise
s300,gptv_0101,Mistral 7B,"In BD, BGA and BIS total scores were both elevated and associated with childhood maltreatment (CM), particularly emotional CM, depression, substance use disorders (SUDs) and suicide attempts (SAs).","In Bipolar Disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.004070,0,0.035511,0,0.053141,,0.032623,revise
s300,gptv_0102,Llama 3.1 8B,"In cohorts of individuals with a history of compulsive internet game play, individuals with depression showed failure to suppress default mode network activity during an attentionally demanding task, compared to individuals without depression, including comparison groups with and without a history of compulsive video gaming.","In depression, attentional impulsivity is associated with higher functional connectivity in the default mode network.",keep,2,,,0.164476,0,0.950637,1,0.126805,,0.960449,keep
s300,gptv_0103,Mistral 7B,"Psychopathy is a personality disorder characterized by callous lack of empathy, impulsive antisocial behavior, and criminal recidivism. Studies of brain structure and function in psychopathy have frequently identified abnormalities in the prefrontal cortex. However, findings have not yet converged to yield a clear relationship between specific subregions of prefrontal cortex and particular psychopathic traits. We performed a multimodal neuroimaging study of prefrontal cortex volume and functional connectivity in psychopathy, using a sample of adult male prison inmates (N = 124). We conducted volumetric analyses in prefrontal subregions, and subsequently assessed resting-state functional connectivity in areas where volume was related to psychopathy severity. We found that overall psychopathy severity and Factor 2 scores (which index the impulsive/antisocial traits of psychopathy) were associated with larger prefrontal subregion volumes, particularly in the medial orbitofrontal cortex and dorsolateral prefrontal cortex. Furthermore, Factor 2 scores were also positively correlated with functional connectivity between several areas of the prefrontal cortex.",impulsivity (general) is associated with higher functional connectivity.,keep,2,,,0.348504,0,0.253366,0,0.103144,,0.496826,keep
s300,gptv_0104,Mistral 7B,"Biological factors (n = 8) included reward, self-concept, brain structure, and functional connectivity.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.060075,0,0.051232,0,0.008037,,0.000476,revise
s300,gptv_0105,Mistral 7B,Patients with psychotic disorders appear to exhibit greater impulsivity-related behaviors relative to healthy controls.,"In psychotic disorders, impulsivity (general) is correlated with the neural feature.",revise,1,,,0.017985,0,0.018265,0,0.009862,,0.006340,revise
s300,gptv_0106,Llama 3.1 8B,"More importantly, we found that ALFF values of the left medial OFC and left precuneus were positively correlated with the duration of OGA in adolescents with OGA.","In online gaming addiction, impulsivity (general) is correlated with higher BOLD variability.",revise,1,,,0.002801,0,0.029837,0,0.002374,,0.003979,drop
s300,gptv_0107,Qwen 2.5 7B,Both the rs-fMRI and DTI ROI-based measures were significantly correlated with clinical measures that examine behavioral capacities of attention and inhibitory control.,"In ADHD-C, attentional impulsivity is correlated with structural connectivity.",revise,1,,,0.095330,0,0.029954,0,0.004625,,0.049835,revise
s300,gptv_0108,Mistral 7B,"Psychopathy severity was also associated with abnormal functional connectivity with other brain regions, including dorsolateral prefrontal cortex, ventral midbrain and other areas of the striatum.","In psychopathy, impulsivity (general) is associated with higher functional connectivity.",revise,1,,,0.033083,0,0.030677,0,0.003489,,0.000856,revise
s300,gptv_0109,Mistral 7B,"Myelin controls axon speed, and the synchrony of impulse traffic between distant cortical regions appears to be critical for optimal mental performance and learning.",the phenotype is associated with EEG connectivity.,revise,1,,,0.222644,0,0.020029,0,0.027405,,0.003786,revise
s300,gptv_0110,Mistral 7B,"Reward discounting was underpinned by resting-state activity of a network comprising the orbito-frontal, cingulate, pre-supplementary motor area, temporal and insular cortices, as well as ventral striatum and hippocampus.","In Tourette disorder, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.053396,0,0.053974,0,0.001550,,0.001180,revise
s300,gptv_0111,Mistral 7B,"The action potential of motor nerve fibers has the characteristics of a time curve manifold, and this time-manifold curve of motor nerve fibers comes from the visual cortex in which spatial geometric manifolds are formed within the synaptic connection of neurons.",the phenotype is associated with the neural feature.,drop,0,,,0.245018,0,0.041040,0,0.054115,,0.070740,revise
s300,gptv_0112,Qwen 2.5 7B,"attentional impulsiveness predicted interpersonal problems directly, whereas hypomentalizing predicted interpersonal problems only indirectly throughout emotion dysregulation and attentional impulsiveness.","In borderline personality disorder, impulsivity (general) is predictive of the neural feature.",keep,2,,,0.009708,0,0.042639,0,0.071880,,0.001094,revise
s300,gptv_0113,Mistral 7B,Children with ADHD had lower connectivity (short- and long-range) in regions of the dorsal attention (superior parietal cortex) and default-mode (precuneus) networks and in cerebellum and higher connectivity (short-range) in reward-motivation regions (ventral striatum and orbitofrontal cortex) than control subjects.,"In attention-deficit/hyperactivity disorder (ADHD), attentional impulsivity is associated with functional connectivity.",keep,2,,,0.320691,0,0.319893,0,0.058772,,0.796875,keep
s300,gptv_0114,Mistral 7B,"The lateral SN connects with somatomotor regions of striatum and cortex and also encodes salience. Behavioral measures from delay discounting and flanker tasks supported a role for the value-coding medial SN network in decisional impulsivity, while the salience-coding ventral SN network was associated with motor impulsivity.",motor impulsivity is associated with functional connectivity.,revise,1,,,0.407134,0,0.045436,0,0.507193,,0.966309,keep
s300,gptv_0115,Mistral 7B,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",impulsivity (general) is associated with higher structural connectivity.,keep,2,,,0.037322,0,0.035864,0,0.004281,,0.009865,drop
s300,gptv_0116,Qwen 2.5 7B,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,"In binge drinking, light drinking, impulsivity (general) is associated with higher functional connectivity in the salience/ventral attention network, frontoparietal/control network.",revise,1,,,0.005220,0,0.023956,0,0.029990,,0.000495,drop
s300,gptv_0117,Mistral 7B,Our findings demonstrate that radiomics can be a novel strategy for fully utilizing rs-fMRI information to distinguish ADHD from healthy controls.,"In diagnosis of ADHD, impulsivity (general) is associated with BOLD variability.",drop,0,,,0.014063,0,0.023422,0,0.002032,,0.002424,revise
s300,gptv_0118,Qwen 2.5 7B,"BIS action scores, total scores and BDI scores were significantly different between the groups.",impulsivity (general) is correlated with the neural feature.,drop,0,,,0.004609,0,0.031468,0,0.152479,,0.003761,revise
s300,gptv_0119,Llama 3.1 8B,Orbitofrontal-subgenual cingulate cortical connectivity correlated with impulsivity and caudate/amygdala connectivity correlated with cocaine severity.,"In cocaine dependence, impulsivity (general) is associated with higher functional connectivity.",revise,1,,,0.348452,0,0.123638,0,0.015187,,0.022690,revise
s300,gptv_0120,Llama 3.1 8B,"CPM successfully predicted problematic-gaming scores (r = 0.12, p = 0.002).","In youth, impulsivity (general) is predictive of functional connectivity.",revise,1,,,0.006693,0,0.024609,0,0.015132,,0.003462,revise
s300,gptv_0121,Qwen 2.5 7B,,"In ADHD, attentional impulsivity is associated with the neural feature.",keep,2,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0122,Llama 3.1 8B,The results suggest that impulsive traits in borderline patients are associated with abnormalities in serotonergic systems.,"In borderline personality disorder, impulsivity (general) is associated with the neural feature.",keep,2,,,0.651060,1,0.036987,0,0.463098,,0.937500,keep
s300,gptv_0123,Qwen 2.5 7B,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness, smoking and craving scores in the PG group.","In pathological gambling, nonplanning impulsivity is associated with higher functional connectivity.",keep,2,,,0.817309,1,0.872345,1,0.693732,,0.992188,keep
s300,gptv_0124,Qwen 2.5 7B,"Tactile object discrimination is an essential human skill that relies on functional connectivity between the neural substrates of motor, somatosensory and supramodal areas.",motor impulsivity is associated with functional connectivity.,drop,0,,,0.053395,0,0.017644,0,0.037267,,0.000873,revise
s300,gptv_0125,Llama 3.1 8B,There were no significant correlations between mean CBF values in all clusters that survived AlphaSim correction and CIAS or BIS-11 scores or hours of Internet use per week.,"In internet gaming addiction, impulsivity (general) is correlated with the neural feature.",drop,0,,,0.007577,0,0.019560,0,0.005003,,0.004337,revise
s300,gptv_0126,Mistral 7B,The effect of regulatory mode on delay discounting is mediated by LPFC-vmPFC functional connectivity.,impulsivity (general) is predictive of functional connectivity.,keep,2,,,0.067535,0,0.026447,0,0.001468,,0.000793,revise
s300,gptv_0127,Qwen 2.5 7B,,impulsivity (general) is associated with functional connectivity.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0128,Qwen 2.5 7B,CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA.,"In internet addiction, impulsivity (general) is predictive of higher functional connectivity in the default mode network.",revise,1,,,0.017985,0,0.036327,0,0.002761,,0.001185,drop
s300,gptv_0129,Qwen 2.5 7B,,the phenotype is associated with the neural feature.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0130,Qwen 2.5 7B,"Dimensional relationships between symptom severity measures and functional connectivity that did not differ between TDC and children with ADHD were observed for each network, supporting a dimensional characterization of ADHD.","In ADHD, attentional impulsivity is correlated with functional connectivity.",drop,0,,,0.022976,0,0.036337,0,0.004729,,0.001410,revise
s300,gptv_0131,Mistral 7B,"The correspondence between spontaneous events and slow fluctuations in these networks was assessed using a sliding window, seed-correlation analysis, where seed regions were selected based on the individual spontaneous event BOLD activity maps.",the phenotype is correlated with functional connectivity.,drop,0,,,0.075847,0,0.052486,0,0.012852,,0.025009,revise
s300,gptv_0132,Qwen 2.5 7B,We observed a positive association between BIS-11 and SRMI scores and neural metabolism only in the prefrontal areas.,"In Parkinson's disease, impulsivity (general) is associated with higher functional connectivity.",drop,0,,,0.003173,0,0.017397,0,0.004411,,0.002407,drop
s300,gptv_0133,Mistral 7B,"RSFC analysis using the FP and right IFG as seed regions revealed two distinct networks that correspond well to the 'waiting' and 'stopping' systems, respectively.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.106669,0,0.040381,0,0.031881,,0.004799,drop
s300,gptv_0134,Llama 3.1 8B,"Patients with JME showed higher scores than patients with TLE and controls in all domains: motor (JME vs TLE: 28.60 vs 13.25 (mean score), p<0.001 and JME vs controls: 28.60 vs 14.12, p<0.001), attentional (JME vs TLE: 21.55 vs 13.45, p<0.001 and JME vs controls: 21.55 vs 14.88, p<0.001) and nonplanning (JME vs TLE: 28.05 vs 13.10, p<0.001 and JME vs controls: 28.05 vs 16.15, p<0.001).","In juvenile myoclonic epilepsy, impulsivity (general) is associated with the neural feature.",keep,2,,,0.042083,0,0.021906,0,0.024215,,0.000824,revise
s300,gptv_0135,Mistral 7B,The RSFC result found reward sensitivity was negatively associated with the functional connectivity of the right parahippocampal gyrus-precuneus.,impulsivity (general) is associated with functional connectivity.,keep,2,,,0.119173,0,0.032319,0,0.024878,,0.002222,revise
s300,gptv_0136,Mistral 7B,The group with CD showed hypoconnectivity between core DMN regions compared with typically developing controls.,"In Conduct Disorder, impulsivity (general) is associated with lower functional connectivity.",keep,2,,,0.182380,0,0.474679,0,0.001466,,0.002056,revise
s300,gptv_0137,Qwen 2.5 7B,Research demonstrates a specific abnormality in the thalamic pulvinar nucleus in ADHD populations.,"In ADHD, attentional impulsivity is correlated with EEG connectivity.",drop,0,,,0.012431,0,0.015176,0,0.004106,,0.003477,revise
s300,gptv_0138,Mistral 7B,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,"In PTSD, impulsivity (general) is associated with the neural feature.",keep,2,,,0.017985,0,0.028708,0,0.031890,,0.023941,revise
s300,gptv_0139,Mistral 7B,,the phenotype is associated with the neural feature.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0140,Qwen 2.5 7B,"non-planning on the BIS was negatively correlated with left rACC WMV for Veterans with a history of SA, p = .04.","In Veterans with a history of suicide behavior, nonplanning impulsivity is correlated with lower structural connectivity.",keep,2,,,0.377359,0,0.105313,0,0.036512,,0.985352,keep
s300,gptv_0141,Qwen 2.5 7B,Craving was predicted by neural connectivity across disorders.,"In gambling disorder and cocaine use disorder, impulsivity (general) is predictive of functional connectivity.",revise,1,,,0.201744,0,0.103529,0,0.004485,,0.002335,revise
s300,gptv_0142,Mistral 7B,"The link between AUD and higher body-mass index (BMI) is known, but we lack understanding of how BMI impacts the relationship between ELS and brain connectivity in individuals with AUD.","In alcohol use disorder, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.012431,0,0.045878,0,0.007207,,0.001618,revise
s300,gptv_0143,Qwen 2.5 7B,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.","In OUD participants undergoing MMT, impulsivity (general) is correlated with the neural feature.",keep,2,,,0.020330,0,0.033488,0,0.002511,,0.002295,revise
s300,gptv_0144,Mistral 7B,"In the multivariate logistic regression analysis, Delayed Sleep Phase Disorder was significantly associated with cyclothymic temperamental traits and severe global impairment.","In Attention-Deficit/Hyperactivity Disorder, impulsivity (general) is associated with the neural feature.",drop,0,,,0.004609,0,0.044897,0,0.009764,,0.006809,revise
s300,gptv_0145,Qwen 2.5 7B,These findings provide partial support for existing pathophysiological models of OCD and highlight the important role of the sensorimotor network in OCD.,"In OCD patients vs healthy controls, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.037322,0,0.040175,0,0.008607,,0.001834,revise
s300,gptv_0146,Qwen 2.5 7B,"Moreover, there is a weak correlation for physiological filters such as hemodynamic or Ca2+ impulse responses and filters based on local field potentials.",motor impulsivity is correlated with functional connectivity.,drop,0,,,0.008577,0,0.032023,0,0.117322,,0.009117,revise
s300,gptv_0147,Mistral 7B,BDSA had higher trait impulsivity than BDNS and the controls. BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,"In Bipolar Disorder, impulsivity (general) is associated with functional connectivity.",keep,2,,,0.530924,1,0.212209,0,0.008017,,0.002678,revise
s300,gptv_0148,Llama 3.1 8B,We here explored whether the greater impulsivity of FTO variant carriers was mediated by structural differences in the connectivity between the dopaminergic midbrain and the ventral striatum.,"In healthy, impulsivity (general) is mediates higher structural connectivity.",revise,1,,,0.042081,0,0.036424,0,0.002272,,0.004761,revise
s300,gptv_0149,Qwen 2.5 7B,"associations were also widespread between the cingulo-opercular network and both cognitive and affective behaviors, while the frontoparietal network was associated primarily with cognitive functions.",impulsivity (general) is associated with the neural feature.,drop,0,,,0.053396,0,0.030246,0,0.056495,,0.001526,revise
s300,gptv_0150,Qwen 2.5 7B,These regions encompassed the bilateral insula/frontoparietal opercula and ACC/pre-SMA.,attentional impulsivity is associated with higher functional connectivity in the cingulo-opercular network.,drop,0,,,0.015905,0,0.040156,0,0.002519,,0.000221,revise
s300,gptv_0151,Llama 3.1 8B,Neuroimaging results are highly variable.,"In psychopathy, impulsivity (general) is associated with the neural feature.",drop,0,,,0.047421,0,0.044355,0,0.004132,,0.001729,revise
s300,gptv_0152,Mistral 7B,Results of the DTI showed significantly reduced FA in the genu and rostral body of the anterior corpus callosum in cocaine-dependent subjects compared to controls.,"In cocaine-dependent subjects, impulsivity (general) is associated with higher structural connectivity.",keep,2,,,0.004070,0,0.032662,0,0.014711,,0.000898,revise
s300,gptv_0153,Llama 3.1 8B,"Individual spontaneous BOLD events were identified by deconvolving the hemodynamic impulse response function for each time point in the fMRI time series, thus requiring no information on timing or a-priori spatial information of events.",the phenotype is associated with BOLD variability.,drop,0,,,0.025955,0,0.055504,0,0.001190,,0.001136,revise
s300,gptv_0154,Mistral 7B,"More severe hyperactivity was associated with increased functional connectivity in the left putamen, right caudate nucleus, right central operculum and a portion of the right postcentral gyrus within the auditory/sensorimotor network.","In ADHD, impulsivity (general) is associated with higher functional connectivity.",keep,2,,,0.132931,0,0.742924,1,0.102232,,0.022797,revise
s300,gptv_0155,Qwen 2.5 7B,This relationship was suppressed by response consistency3 in PIGD.,"In internet gaming disorder, the phenotype is correlated with lower functional connectivity.",drop,0,,,0.014062,0,0.044037,0,0.012140,,0.021240,revise
s300,gptv_0156,Mistral 7B,GM volumes of the left and right OFC were inversely correlated with the BIS total score.,impulsivity (general) is associated with lower structural connectivity.,keep,2,,,0.060076,0,0.029947,0,0.059730,,0.386475,revise
s300,gptv_0157,Llama 3.1 8B,Individuals with AUD manifested significant differences in impulsivity and alterations in functional connectivity relative to controls.,"In Alcohol Use Disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.592336,1,0.062050,0,0.042560,,0.738281,keep
s300,gptv_0158,Mistral 7B,"Altered striatal development contributes to core deficits in motor and inhibitory control, impulsivity, and inattention associated with attention-deficit/hyperactivity disorder",impulsivity (general) is associated with functional connectivity.,revise,1,,,0.047421,0,0.054052,0,0.003698,,0.002792,revise
s300,gptv_0159,Qwen 2.5 7B,"greater self-reported impulsivity was associated with decreased connectivity of the right lateral occipital cortex (peak mm 46/-70/16, FWE 1-p = 0.981) with the somatomotor network.",impulsivity (general) is associated with lower functional connectivity in the somatomotor network.,keep,2,,,0.678847,1,0.688317,1,0.177998,,0.765137,keep
s300,gptv_0160,Llama 3.1 8B,Higher functional connectivity in ECNs may underlie better executive control and may provide resilience with respect to IGD.,"In Internet gaming disorder, impulsivity (general) is associated with lower functional connectivity.",drop,0,,,0.164467,0,0.056200,0,0.001792,,0.013023,revise
s300,gptv_0161,Llama 3.1 8B,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness, smoking and craving scores in the PG group.","In pathological gambling, impulsivity (general) is associated with higher functional connectivity.",keep,2,,,0.468557,0,0.212147,0,0.137969,,0.984375,keep
s300,gptv_0162,Mistral 7B,"During goal-directed behavior, the prefrontal cortex (PFC) exerts top-down control over numerous cortical and subcortical regions.",the phenotype is associated with functional connectivity.,drop,0,,,0.042084,0,0.085403,0,0.024724,,0.023911,revise
s300,gptv_0163,Llama 3.1 8B,"Functional connectivity analyses of resting-state fMRI data from 155 children with ADHD and 145 typically developing children (TDC) defined the dorsal attention network (DA), default mode network (DM), salience processing network (SAL) and executive control network (CON).","In ADHD, impulsivity (general) is associated with the neural feature.",drop,0,,,0.047419,0,0.022206,0,0.011467,,0.004414,revise
s300,gptv_0164,Llama 3.1 8B,"Many studies have implicated dysfunctional frontotemporal circuitry in impulsivity and aggression in schizophrenia, and pharmacological treatments may act via that circuitry to reduce urgency and aggressive behaviors;","In schizophrenia, impulsivity (general) is associated with the neural feature.",revise,1,,,0.730752,1,0.053346,0,0.833566,,0.869629,keep
s300,gptv_0165,Llama 3.1 8B,Both groups displayed increased brain activity in the parietal lobe (a component of the attention network) over the years.,"In Internet Gaming Disorder, impulsivity (general) is associated with the neural feature.",drop,0,,,0.029309,0,0.059168,0,0.003574,,0.001719,revise
s300,gptv_0166,Llama 3.1 8B,"This Special Issue contains a range of useful topics, covering the utility of EEG, MRI, neuropsychology, epigenetics, environmental, behavioral, and clinical measures related to outcomes, and biological risks related to AUD, which will be useful to alcohol researchers around the world.","In alcohol use disorder (AUD), impulsivity (general) is predictive of the neural feature.",drop,0,,,0.010986,0,0.022829,0,0.004363,,0.000689,revise
