extractor,record_id,pmid,fault_type,expected,track_a_pass,schema_valid,citation_valid,sentence_present,sentence_anchored
Qwen 2.5 7B,214,26578922,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,214,26578922,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,214,26578922,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,214,26578922,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,214,26578922,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,214,26578922,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,214,26578922,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,214,26578922,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,214,26578922,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,214,26578922,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,215,15637640,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,215,15637640,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,215,15637640,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,215,15637640,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,215,15637640,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,215,15637640,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,215,15637640,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,215,15637640,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,215,15637640,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,215,15637640,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,215,15637640,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,215,15637640,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,215,15637640,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,216,35754100,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,216,35754100,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,216,35754100,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,216,35754100,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,216,35754100,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,216,35754100,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,216,35754100,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,216,35754100,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,216,35754100,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,216,35754100,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,216,35754100,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,216,35754100,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,216,35754100,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,217,30123144,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,217,30123144,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,217,30123144,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,217,30123144,number_changed,reject,False,True,True,True,False
Qwen 2.5 7B,217,30123144,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,217,30123144,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,217,30123144,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,217,30123144,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,217,30123144,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,217,30123144,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,217,30123144,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,217,30123144,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,217,30123144,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,218,24286968,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,218,24286968,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,218,24286968,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,218,24286968,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,218,24286968,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,218,24286968,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,218,24286968,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,218,24286968,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,218,24286968,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,218,24286968,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,218,24286968,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,218,24286968,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,218,24286968,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,219,41098388,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,219,41098388,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,219,41098388,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,219,41098388,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,219,41098388,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,219,41098388,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,219,41098388,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,219,41098388,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,219,41098388,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,219,41098388,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,219,41098388,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,219,41098388,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,219,41098388,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,220,41106487,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,220,41106487,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,220,41106487,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,220,41106487,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,220,41106487,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,220,41106487,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,220,41106487,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,220,41106487,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,220,41106487,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,220,41106487,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,220,41106487,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,220,41106487,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,221,31473543,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,221,31473543,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,number_changed,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,221,31473543,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,221,31473543,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,221,31473543,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,221,31473543,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,221,31473543,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,221,31473543,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,221,31473543,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,222,31868249,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,222,31868249,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,222,31868249,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,222,31868249,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,222,31868249,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,222,31868249,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,222,31868249,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,222,31868249,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,222,31868249,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,222,31868249,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,222,31868249,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,222,31868249,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,222,31868249,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,223,36911119,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,223,36911119,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,223,36911119,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,223,36911119,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,223,36911119,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,223,36911119,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,223,36911119,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,223,36911119,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,223,36911119,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,223,36911119,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,223,36911119,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,223,36911119,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,223,36911119,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,223,36911119,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,224,39129375,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,224,39129375,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,224,39129375,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,224,39129375,number_changed,reject,False,True,True,True,False
Qwen 2.5 7B,224,39129375,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,224,39129375,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,224,39129375,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,224,39129375,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,224,39129375,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,224,39129375,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,224,39129375,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,224,39129375,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,224,39129375,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,225,23486959,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,225,23486959,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,225,23486959,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,225,23486959,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,225,23486959,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,225,23486959,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,225,23486959,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,225,23486959,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,225,23486959,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,225,23486959,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,225,23486959,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,225,23486959,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,225,23486959,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,226,40800818,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,226,40800818,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,226,40800818,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,226,40800818,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,226,40800818,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,226,40800818,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,226,40800818,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,226,40800818,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,226,40800818,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,226,40800818,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,226,40800818,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,226,40800818,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,226,40800818,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,227,28402539,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,227,28402539,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,227,28402539,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,227,28402539,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,227,28402539,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,227,28402539,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,227,28402539,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,227,28402539,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,227,28402539,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,227,28402539,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,227,28402539,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,227,28402539,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,227,28402539,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,228,37270396,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,228,37270396,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,228,37270396,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,228,37270396,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,228,37270396,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,228,37270396,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,228,37270396,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,228,37270396,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,228,37270396,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,228,37270396,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,228,37270396,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,228,37270396,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,228,37270396,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,230,34393836,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,230,34393836,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,230,34393836,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,230,34393836,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,230,34393836,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,230,34393836,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,230,34393836,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,230,34393836,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,230,34393836,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,230,34393836,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,230,34393836,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,230,34393836,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,230,34393836,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,231,38083173,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,231,38083173,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,number_changed,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,231,38083173,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,231,38083173,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,231,38083173,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,231,38083173,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,231,38083173,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,231,38083173,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,231,38083173,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,231,38083173,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,232,35621425,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,232,35621425,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,232,35621425,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,232,35621425,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,232,35621425,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,232,35621425,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,232,35621425,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,232,35621425,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,232,35621425,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,232,35621425,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,232,35621425,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,232,35621425,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,233,34289458,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,233,34289458,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,233,34289458,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,233,34289458,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,233,34289458,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,233,34289458,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,233,34289458,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,233,34289458,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,233,34289458,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,233,34289458,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,233,34289458,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,233,34289458,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,235,37673288,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,235,37673288,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,235,37673288,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,235,37673288,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,235,37673288,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,235,37673288,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,235,37673288,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,235,37673288,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,235,37673288,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,235,37673288,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,235,37673288,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,235,37673288,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,236,35225192,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,236,35225192,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,236,35225192,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,236,35225192,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,236,35225192,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,236,35225192,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,236,35225192,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,236,35225192,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,236,35225192,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,236,35225192,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,236,35225192,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,236,35225192,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,236,35225192,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,236,35225192,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,237,31284029,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,237,31284029,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,237,31284029,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,237,31284029,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,237,31284029,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,237,31284029,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,237,31284029,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,237,31284029,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,237,31284029,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,237,31284029,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,237,31284029,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,238,30391836,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,238,30391836,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,238,30391836,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,238,30391836,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,238,30391836,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,238,30391836,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,238,30391836,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,238,30391836,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,238,30391836,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,238,30391836,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,238,30391836,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,238,30391836,unicode_dash_quote_variant,surface,False,True,True,True,False
Qwen 2.5 7B,238,30391836,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,239,30683074,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,239,30683074,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,239,30683074,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,239,30683074,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,239,30683074,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,239,30683074,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,239,30683074,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,239,30683074,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,239,30683074,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,239,30683074,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,239,30683074,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,239,30683074,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,239,30683074,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,240,33615095,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,240,33615095,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,240,33615095,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,240,33615095,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,240,33615095,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,240,33615095,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,240,33615095,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,240,33615095,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,240,33615095,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,240,33615095,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,240,33615095,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,240,33615095,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,241,29355588,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,241,29355588,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,241,29355588,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,241,29355588,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,241,29355588,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,241,29355588,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,241,29355588,schema_strength_out_of_range,reject,False,False,True,True,True
Qwen 2.5 7B,241,29355588,whitespace_variant,retain,True,True,True,True,True
Qwen 2.5 7B,241,29355588,nbsp_variant,retain,True,True,True,True,True
Qwen 2.5 7B,241,29355588,trailing_period_removed,retain,True,True,True,True,True
Qwen 2.5 7B,241,29355588,case_variant,surface,False,True,True,True,False
Qwen 2.5 7B,241,29355588,truncated_quote,surface,True,True,True,True,True
Qwen 2.5 7B,242,36799331,wrong_pmid_in_corpus,reject,False,True,True,True,False
Qwen 2.5 7B,242,36799331,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Qwen 2.5 7B,242,36799331,sentence_from_other_pmid,reject,False,True,True,True,False
Qwen 2.5 7B,242,36799331,direction_word_changed,reject,False,True,True,True,False
Qwen 2.5 7B,242,36799331,sentence_composed_two_abstracts,reject,False,True,True,True,False
Qwen 2.5 7B,242,36799331,word_dropped,reject,False,True,True,True,False
Qwen 2.5 7B,242,36799331,schema_missing_field,reject,False,False,True,True,True
Qwen 2.5 7B,242,36799331,schema_strength_out_of_range,reject,False,False,True,True,True
