record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
4,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,clinical,increased,higher,Barratt Impulsiveness Scale (BIS-11),unclear,high,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity,behavioral and cognitive,higher,"The sentence clearly supports the extracted claim, with both phenotype and feature being 'impulsivity' and 'behavioral and cognitive', respectively. The relationship and direction are also supported as 'increased' and 'higher', respectively. The directness is supported as 'direct' since both phenotype and feature are named in the sentence.",
5,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,insula,functional connectivity,unknown,young adults,association,higher,resting-state fMRI,direct,significant,"IGD severity was positively associated with connectivity between the anterior insula and angular gyrus, and STG, and with connectivity between the posterior insula and STG.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,
6,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,,functional connectivity,impulsivity (general),pediatric survivors of severe COVID-19,,unclear,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (specific: MOXO-d-CPT z-scores),behavioral test scores,decreased,"The sentence partially supports the claim by mentioning a group difference in impulsivity, but the relationship is not explicitly stated. The direction is not clear, and the feature type is not functional connectivity but rather behavioral test scores. The phenotype and feature need to be corrected to be more specific.",
7,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,medial orbitofrontal cortex,functional connectivity,impulsivity (general),,associated,higher,reward system,unclear,high,"Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",
8,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,functional connectivity,unknown,unknown,internet gaming disorder,correlated,lower,bottom-to-up neuromodulation,direct,significant,Reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,loss aversion,neuromodulation,lower,,
9,40168432,Protocol for a Randomized Controlled Trial to Enhance Executive Function via Brief Mindfulness Training in Individuals with Internet Gaming Disorder.,2025,PloS one,trait impulsivity functional connectivity,executive function,unknown,impulsivity (general),Internet Gaming Disorder,association,higher,brief mindfulness intervention,unclear,low,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),unknown,lower,"The sentence does not directly support the feature, and the direction is opposite to what is claimed.",
10,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),unknown,attentional impulsivity,drug-naïve children,decreased,lower,dynamic functional connectivity (FC),direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN);",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,attentional impulsivity,functional stability (FS),decreased,"The sentence partially supports the claim but needs revision or is indirect because it does not name the feature type directly. The corrected fields are phenotype, feature type, and direction.",
11,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,structural connectivity,unknown,individuals with ADHD,may be,unclear,neurobiologic studies,unclear,suggest,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,unknown,structural connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype is supported as 'unknown', the feature type is supported as 'structural connectivity', and the relationship is supported as 'may be'. However, the direction and directness need to be clarified.",
12,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN)",unknown,motor impulsivity,response inhibition,causal inhibitory influence,unclear,dynamic causal modeling (DCM) and independent component analysis (ICA),direct,significant,We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,unknown,causal inhibitory influence,"The sentence directly supports the causal inhibitory influence from the vDMN to the left ECN, which is related to motor impulsivity.",
1,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,Ventral striatum,unknown,impulsivity (general),Resting-state fMRI,Correlation,higher,Functional connectivity,direct,Moderate,"Results revealed functional coupling of the VSs with bilateral dorsomedial prefrontal cortex (DMPFC) that was correlated with VS MAO-A VT (r=0.47, p=0.04), and functional coupling of the VSi with right hippocampus that was anti-correlated with VS MAO-A VT (r=-0.55, p=0.01).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the association between impulsivity and functional connectivity in the ventral striatum, with a correlation between VS MAO-A VT and functional coupling with bilateral DMPFC and an anti-correlation with functional coupling with right hippocampus.",
2,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,insula-orbitofrontal-parietal regions,unknown,impulsivity (general),healthy individuals,stronger activation,higher,,unclear,,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a specific brain region and a group difference in impulsiveness.",
3,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,non-suicidal self-injury (NSSI),greater impulsiveness,higher,Barratt Impulsiveness Scale-11,unclear,weak,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,self-injurers,impulsiveness,higher,"The sentence partially supports the claim, but the phenotype and feature need to be made more specific. The directness is unclear because it does not name both phenotype and feature.",
4,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,frontal,unknown,impulsivity (general),Parkinson's disease,associated with,higher,neuropsychological dysfunction,direct,strong,higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3),no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence directly supports the claim by stating higher levels of impulsivity traits, which matches the phenotype and direction. The feature type is unknown, but it is not possible to correct it. The relationship is also supported as it is stated that impulsivity traits are associated with something, but the exact relationship is not specified, so it is assumed to be 'associated with'. The directness is supported as both phenotype and feature are mentioned. The direction is also supported as it is stated that impulsivity traits are higher.",
5,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,resting-state brain functional connectivity,functional connectivity,impulsivity (general),,association,higher,,unclear,,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific group (video-centric higher-frequency SMA pattern group) with higher impulsivity and altered resting-state brain functional connectivity, which is associated with the extracted phenotype and feature.",
6,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,cognitive control,functional connectivity,unknown,internet gaming disorder,involved in,lower,impaired decision making,direct,high,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,cognitive control,functional connectivity,lower,"The sentence partially supports the claim, but the phenotype and feature type need to be corrected to match the extracted claim. The direction is not explicitly stated in the sentence, so it cannot be supported.",
7,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,thalamic,unknown,unknown,CPTSD vs PTSD vs controls,reduced,lower,inhibitory control,unclear,initial evidence,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,
8,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,functional connectome,unknown,impulsivity (general),neurodevelopmental conditions,associated with,higher,data-driven clustering procedure,unclear,moderate,"In both data sets, subgroups with similar biology that differed significantly in intelligence as well as hyperactivity and impulsivity problems were identified, yet these groups showed no consistent alignment with current diagnostic categories.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),unknown,higher,"The sentence partially supports the claim by mentioning impulsivity problems, but it does not clearly state a feature type. The relationship and direction are supported, but the directness is unclear because it does not name both phenotype and feature.",
9,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,fronto-temporal-limbic regions,functional connectivity,impulsivity (general),Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),link,higher,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems,unclear,insufficient evidence,ii) alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD;,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,
10,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,,unknown,unknown,,,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,
11,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,frontal lobe,functional connectivity,attentional impulsivity,,,unclear,working memory,unclear,,"The initiation of movement is based upon the constant influx of afferent-sensory messages from posterior cerebral regions and strong mesiodorsal thalamic connections, providing information for each following initiatory prefrontal motor impulse which depends on such information from the past moment.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention attentional impulsivity, functional connectivity, or any relationship between them.",
12,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,central nervous system,unknown,motor impulsivity,sequelae of neurological diseases,reconstruction,unclear,functional electrical stimulation (FES) based on brain-computer interface (BCI),unclear,effective treatment,"Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,motor impulsivity,unknown,,"The sentence partially supports the claim by mentioning the reconstruction of nerve function, but it does not directly support the phenotype 'motor impulsivity' or the feature type. The direction and directness are also unclear.",
